item_type,model,feature_key,feature_label,coef,ci_low,ci_high,n
Individual papers (rank target),GPT-4.1 Mini,psychology_share,Psychology Journals,0.0011947934214856498,-0.013546101019444966,0.014643474795078043,2011
Individual papers (rank target),GPT-4.1 Mini,mathphysics_share,Math/Physics Journals,-0.006174378419642292,-0.02340963577629746,0.007395595499271049,2011
Individual papers (rank target),GPT-4.1 Mini,multidisciplinary_share,Multidisciplinary Journals,-0.007805279567514829,-0.023484489105699512,0.005309764447275352,2011
Individual papers (rank target),GPT-5.1,journal_impact,Journal Impact Factor,0.01638963154235541,0.0012501376716182806,0.031383575316397926,2009
Individual papers (rank target),GPT-5.1,citation,Citation,-0.032024578592691304,-0.0540483222484224,-0.017440679298176522,2009
Individual papers (rank target),GPT-5.1,empirical_share,Empirical papers,-0.04234073459237527,-0.05935203551211728,-0.027849976930405307,2009
Individual papers (rank target),GPT-5.1,recent,Publication Year,-0.02705048287084715,-0.04460391136571418,-0.01133819873588309,2009
Individual papers (rank target),GPT-5.1,biology_share,Biology Journals,0.006320237127516478,-0.005552478287927706,0.01814273705167062,2009
Individual papers (rank target),GPT-5.1,economics_share,Economics Journals,0.011122067213431607,-0.0032992253168860975,0.025128109148301023,2009
Individual papers (rank target),GPT-5.1,psychology_share,Psychology Journals,-0.009765920016610509,-0.02286415203357223,0.0038814634708625785,2009
Individual papers (rank target),GPT-5.1,mathphysics_share,Math/Physics Journals,-0.021490902320940284,-0.037095000488472855,-0.0070120062009408485,2009
Individual papers (rank target),GPT-5.1,multidisciplinary_share,Multidisciplinary Journals,-0.012432837467185345,-0.02801856445002384,0.0015845714851918417,2009
Individual papers (rank target),GPT-5 Mini,journal_impact,Journal Impact Factor,0.00649762213805492,-0.006721907492923483,0.02080297495732932,2008
Individual papers (rank target),GPT-5 Mini,citation,Citation,-0.015581845045902445,-0.035521443077692366,-0.0012832148613160282,2008
Individual papers (rank target),GPT-5 Mini,empirical_share,Empirical papers,-0.07657013625257163,-0.09428974762813574,-0.06288477748157467,2008
Individual papers (rank target),GPT-5 Mini,recent,Publication Year,-0.02007477465384417,-0.039207069459688326,-0.004226940025074337,2008
Individual papers (rank target),GPT-5 Mini,biology_share,Biology Journals,0.008313956732104014,-0.004777303856031849,0.01950003979780203,2008
Individual papers (rank target),GPT-5 Mini,economics_share,Economics Journals,-0.01385346247414316,-0.029845715470038697,0.0022333626236081122,2008
Individual papers (rank target),GPT-5 Mini,psychology_share,Psychology Journals,0.009047490903831213,-0.004870947495394513,0.021193782143856695,2008
Individual papers (rank target),GPT-5 Mini,mathphysics_share,Math/Physics Journals,-0.023302081777855425,-0.04041421840154961,-0.009101534373410956,2008
Individual papers (rank target),GPT-5 Mini,multidisciplinary_share,Multidisciplinary Journals,-0.0021865606170188324,-0.018743656922170664,0.00989014423802195,2008
Individual papers (rank target),GPT-5 Nano,journal_impact,Journal Impact Factor,0.0024102793689425397,-0.010722553779459762,0.020057817597530298,2005
Individual papers (rank target),GPT-5 Nano,citation,Citation,-0.020216783164889975,-0.03758263942301634,-0.004119318165406767,2005
Individual papers (rank target),GPT-5 Nano,empirical_share,Empirical papers,-0.058173879092761796,-0.07484933298342401,-0.04220988722967217,2005
Individual papers (rank target),GPT-5 Nano,recent,Publication Year,-0.026948031623660045,-0.04170494847961755,-0.012074218317413196,2005
Individual papers (rank target),GPT-5 Nano,biology_share,Biology Journals,0.009621220612111224,-0.003078441811528864,0.02169169196822562,2005
Individual papers (rank target),GPT-5 Nano,economics_share,Economics Journals,0.0014903922630295052,-0.013695893790590767,0.016891068144506072,2005
Individual papers (rank target),GPT-5 Nano,psychology_share,Psychology Journals,0.014257549915277,3.2283120479862255e-05,0.027378444160340056,2005
Individual papers (rank target),GPT-5 Nano,mathphysics_share,Math/Physics Journals,-0.02347297720159118,-0.04053246679182449,-0.008441221221429289,2005
Individual papers (rank target),GPT-5 Nano,multidisciplinary_share,Multidisciplinary Journals,-0.0075844123344903725,-0.022305996938141795,0.006168973862032304,2005
Individual papers (rank target),Claude Sonnet 4.6,journal_impact,Journal Impact Factor,0.0050268469619998875,-0.007454482516909536,0.01825347045527332,2011
Individual papers (rank target),Claude Sonnet 4.6,citation,Citation,-0.03163054477423467,-0.05027702555889758,-0.013739585032788494,2011
Individual papers (rank target),Claude Sonnet 4.6,empirical_share,Empirical papers,-0.02439494374060197,-0.038548645675506345,-0.010973635884455653,2011
Individual papers (rank target),Claude Sonnet 4.6,recent,Publication Year,-0.028202817045830032,-0.0436085987952439,-0.012377862698550098,2011
Individual papers (rank target),Claude Sonnet 4.6,biology_share,Biology Journals,0.012088922550039603,0.00015365544675567628,0.023553613980394683,2011
Individual papers (rank target),Claude Sonnet 4.6,economics_share,Economics Journals,0.005445645431880587,-0.010203930521408213,0.01948778705728464,2011
Individual papers (rank target),Claude Sonnet 4.6,psychology_share,Psychology Journals,0.006479598504511942,-0.00525270434937824,0.018076515139074528,2011
Individual papers (rank target),Claude Sonnet 4.6,mathphysics_share,Math/Physics Journals,-0.01120841271099678,-0.02547213114701965,0.003426154276873376,2011
Individual papers (rank target),Claude Sonnet 4.6,multidisciplinary_share,Multidisciplinary Journals,0.0018924864503522764,-0.010805739792208686,0.0159287879999316,2011
Individual papers (rank target),Gemini 2.5 Pro,journal_impact,Journal Impact Factor,0.0032859870171973726,-0.008191046539398816,0.01773616294673662,2011
Individual papers (rank target),Gemini 2.5 Pro,citation,Citation,-0.013884490686625192,-0.03263174330560834,-0.0017225580891350263,2011
Individual papers (rank target),Gemini 2.5 Pro,empirical_share,Empirical papers,-0.0323325316682427,-0.04961223369881326,-0.018576229699747374,2011
Individual papers (rank target),Gemini 2.5 Pro,recent,Publication Year,-0.007593476803833737,-0.02184952323973862,0.004361316251399496,2011
Individual papers (rank target),Gemini 2.5 Pro,biology_share,Biology Journals,0.019044909569926053,0.008147427991369097,0.03137653469509913,2011
Individual papers (rank target),Gemini 2.5 Pro,economics_share,Economics Journals,-0.013042838603008167,-0.025279592209231094,-0.0014689807615570166,2011
Individual papers (rank target),Gemini 2.5 Pro,psychology_share,Psychology Journals,0.004095381335462521,-0.006816427379987808,0.015449124016570125,2011
Individual papers (rank target),Gemini 2.5 Pro,mathphysics_share,Math/Physics Journals,-0.0013956967818658074,-0.016236373187327346,0.010561635169698201,2011
Individual papers (rank target),Gemini 2.5 Pro,multidisciplinary_share,Multidisciplinary Journals,0.002536857074267598,-0.010511912024295692,0.01421956903469883,2011
