item_type,model,feature_key,feature_label,coef,ci_low,ci_high,n
Individual papers,GPT-4.1,journal_impact,Journal Impact Factor,0.0005580454798580237,-0.0009947487593600494,0.003117448907240922,2010
Individual papers,GPT-4.1,citation,Citation,0.000137521328421536,-0.0016910074793030417,0.001849416672737867,2010
Individual papers,GPT-4.1,empirical_share,Empirical papers,-0.002851631078912971,-0.005756458191523448,-0.0015458388866651262,2010
Individual papers,GPT-4.1,recent,Publication Year,0.00022648923129143652,-0.0016736863160454838,0.002595862778802077,2010
Individual papers,GPT-4.1,biology_share,Biology Journals,5.7238388864826885e-05,-0.0022881152242693356,0.0015315849015138838,2010
Individual papers,GPT-4.1,economics_share,Economics Journals,-0.002142233128593267,-0.004914524738257878,-0.0006313927148359316,2010
Individual papers,GPT-4.1,psychology_share,Psychology Journals,-0.0008667773614126003,-0.002953603980598654,0.0005056050153812725,2010
Individual papers,GPT-4.1,mathphysics_share,Math/Physics Journals,0.0008509975399202121,-0.001806727919140552,0.0020917413289274723,2010
Individual papers,GPT-4.1,multidisciplinary_share,Multidisciplinary Journals,-0.0009491456082408586,-0.0037367920914182385,0.00014644836534167,2010
Individual papers,GPT-4.1 Mini,journal_impact,Journal Impact Factor,0.0021095004308304046,-0.0006656291069083939,0.004808742159870771,2011
Individual papers,GPT-4.1 Mini,citation,Citation,-0.00523630686973714,-0.008714964321660806,-0.0024901244824961128,2011
Individual papers,GPT-4.1 Mini,empirical_share,Empirical papers,-0.010937525201688983,-0.013668111041673458,-0.008410146339047672,2011
Individual papers,GPT-4.1 Mini,recent,Publication Year,-0.003700786229902032,-0.006160515951452296,-0.0016586346027744683,2011
Individual papers,GPT-4.1 Mini,biology_share,Biology Journals,0.00020064130906932611,-0.001919980327917652,0.002289425286754697,2011
Individual papers,GPT-4.1 Mini,economics_share,Economics Journals,-0.007633881307338132,-0.010786376333840017,-0.004870145953076118,2011
Individual papers,GPT-4.1 Mini,psychology_share,Psychology Journals,0.0009676806057343041,-0.0015889551894331668,0.003333378490902239,2011
Individual papers,GPT-4.1 Mini,mathphysics_share,Math/Physics Journals,-0.000850847918048498,-0.0036413849751641978,0.0015086640392648425,2011
Individual papers,GPT-4.1 Mini,multidisciplinary_share,Multidisciplinary Journals,-0.0009143194747290897,-0.003956357477181398,0.0013973649666304037,2011
Individual papers,GPT-5.1,journal_impact,Journal Impact Factor,0.004844993470425953,0.0010324170591348005,0.007896446103713647,2009
Individual papers,GPT-5.1,citation,Citation,-0.006844056769973445,-0.011077931201173438,-0.0027166832728315747,2009
Individual papers,GPT-5.1,empirical_share,Empirical papers,-0.009273350655162459,-0.01319091128815146,-0.0053759475641293845,2009
Individual papers,GPT-5.1,recent,Publication Year,-0.0043130864523722836,-0.008034330185119797,-0.00045999585335853937,2009
Individual papers,GPT-5.1,biology_share,Biology Journals,0.0019064434224902384,-0.0006419224064824195,0.004615016928033224,2009
Individual papers,GPT-5.1,economics_share,Economics Journals,0.0016831201086383652,-0.001775603407619203,0.00524416726391923,2009
Individual papers,GPT-5.1,psychology_share,Psychology Journals,-0.001621131454938019,-0.004608379923176556,0.001178526184496556,2009
Individual papers,GPT-5.1,mathphysics_share,Math/Physics Journals,-0.003779587433566424,-0.006664010802641931,-0.0003886859401486234,2009
Individual papers,GPT-5.1,multidisciplinary_share,Multidisciplinary Journals,-0.0022382079930454465,-0.005515904834149438,0.0011196828418358758,2009
Individual papers,GPT-5 Mini,journal_impact,Journal Impact Factor,0.0008221328853323332,-0.002192063167195101,0.00406614557493608,2008
Individual papers,GPT-5 Mini,citation,Citation,-0.0020688483514721967,-0.0053757422240257235,0.0006525977252826677,2008
Individual papers,GPT-5 Mini,empirical_share,Empirical papers,-0.011788464536517489,-0.014696272861212247,-0.007830999066393765,2008
Individual papers,GPT-5 Mini,recent,Publication Year,-0.0018115813143301726,-0.004755551336236359,0.001247967808124054,2008
Individual papers,GPT-5 Mini,biology_share,Biology Journals,0.0022963766379547126,3.5715640220250694e-05,0.004230005310017167,2008
Individual papers,GPT-5 Mini,economics_share,Economics Journals,-0.0024843514019984546,-0.005839927491013042,0.000880750366121474,2008
Individual papers,GPT-5 Mini,psychology_share,Psychology Journals,0.0018229750004575885,-0.0009719394329022623,0.004371293932351055,2008
Individual papers,GPT-5 Mini,mathphysics_share,Math/Physics Journals,-0.0028047105145671256,-0.005791768248566253,0.0001528395909823485,2008
Individual papers,GPT-5 Mini,multidisciplinary_share,Multidisciplinary Journals,0.00022855592692813329,-0.0027150540369988217,0.0025071089660408225,2008
Individual papers,GPT-5 Nano,journal_impact,Journal Impact Factor,-9.660491020171619e-05,-0.002512360274396153,0.0036039405742851432,2005
Individual papers,GPT-5 Nano,citation,Citation,-0.0032935034370714243,-0.00783815071153355,-0.0007794993183099909,2005
Individual papers,GPT-5 Nano,empirical_share,Empirical papers,-0.007027128656959915,-0.011213160200751852,-0.0042973256350433975,2005
Individual papers,GPT-5 Nano,recent,Publication Year,-0.004434782181133689,-0.008104599726151457,-0.0017157959097095854,2005
Individual papers,GPT-5 Nano,biology_share,Biology Journals,0.0019441057566027481,-0.0004104018166165467,0.004832231981376886,2005
Individual papers,GPT-5 Nano,economics_share,Economics Journals,-0.0008839320550769631,-0.0038611526543618243,0.002837202963814246,2005
Individual papers,GPT-5 Nano,psychology_share,Psychology Journals,0.0027349311416181334,0.0003737304809234742,0.0057977013196997655,2005
Individual papers,GPT-5 Nano,mathphysics_share,Math/Physics Journals,-0.0021825770291824136,-0.005966859047651692,0.0008515229005760103,2005
Individual papers,GPT-5 Nano,multidisciplinary_share,Multidisciplinary Journals,0.0010145688716720282,-0.002005863300363534,0.0037917855397875525,2005
Individual papers,Claude Sonnet 4.6,journal_impact,Journal Impact Factor,0.0009208359587580735,-0.000333451389062275,0.0021338014072364783,2011
Individual papers,Claude Sonnet 4.6,citation,Citation,-0.003057499366256654,-0.004566697201158612,-0.0013956432459787196,2011
Individual papers,Claude Sonnet 4.6,empirical_share,Empirical papers,-0.002248797775166882,-0.0035087632648969982,-0.0008619497501932361,2011
Individual papers,Claude Sonnet 4.6,recent,Publication Year,-0.002344412305511745,-0.0036593880224808912,-0.0009364097641936074,2011
Individual papers,Claude Sonnet 4.6,biology_share,Biology Journals,0.0010792501873286857,4.200482533348788e-05,0.002216479197189115,2011
Individual papers,Claude Sonnet 4.6,economics_share,Economics Journals,0.00045429063635694613,-0.0009550431147878238,0.0019239214323746314,2011
Individual papers,Claude Sonnet 4.6,psychology_share,Psychology Journals,0.000634543502561669,-0.0004165248405758059,0.001771574072117048,2011
Individual papers,Claude Sonnet 4.6,mathphysics_share,Math/Physics Journals,-0.001050246478145005,-0.0023134976611178678,0.00042432379015499064,2011
Individual papers,Claude Sonnet 4.6,multidisciplinary_share,Multidisciplinary Journals,0.0003295515836622503,-0.0007937018275762081,0.001589416772199397,2011
Individual papers,Gemini 2.5 Pro,journal_impact,Journal Impact Factor,0.00023741167467830328,-0.003925467293449907,0.005180593870564152,2011
Individual papers,Gemini 2.5 Pro,citation,Citation,-0.006012622033752554,-0.012732243792112387,-0.0017815623242161272,2011
Individual papers,Gemini 2.5 Pro,empirical_share,Empirical papers,-0.011844645549986722,-0.017969693267123187,-0.006817959898146214,2011
Individual papers,Gemini 2.5 Pro,recent,Publication Year,0.00016371550615003688,-0.003867192024801452,0.0034848015249971135,2011
Individual papers,Gemini 2.5 Pro,biology_share,Biology Journals,0.0050343681449527816,0.001827214012267749,0.008816488304810204,2011
Individual papers,Gemini 2.5 Pro,economics_share,Economics Journals,-0.0034671145384606978,-0.00804538869935513,0.0014587108603916026,2011
Individual papers,Gemini 2.5 Pro,psychology_share,Psychology Journals,0.0010932340285966717,-0.0022732373313457625,0.005100192155087166,2011
Individual papers,Gemini 2.5 Pro,mathphysics_share,Math/Physics Journals,0.00035912631108911614,-0.003989071874085825,0.004315790779940769,2011
Individual papers,Gemini 2.5 Pro,multidisciplinary_share,Multidisciplinary Journals,0.0025566415927075273,-0.0011859800679829796,0.006402949980458464,2011
