kind,mean_spearman_rho,mean_kendall_tau_b_deciles,exact_decile_agreement,within_one_decile_agreement,scaled_decile_proximity,top_decile_jaccard,bottom_decile_jaccard,extreme_decile_jaccard_mean
collections,0.39327427549771155,0.28941053729786126,0.17733065057008718,0.41106639839034204,0.7284894552500186,0.20823721959883443,0.26265835357479955,0.23544778658681698
papers,0.2919186452873481,0.21468158634825296,0.1546963958169561,0.37442530789204126,0.7039630926574398,0.1732316026846789,0.1783835033984595,0.1758075530415692
