group,value,kind,label
Laypeople,-0.611419570361483,individual_human,Laypeople
Laypeople,-0.594754282209438,individual_human,Laypeople
Laypeople,-0.5415409468920283,individual_human,Laypeople
Laypeople,-0.5219517595268222,individual_human,Laypeople
Laypeople,-0.4659861446284018,individual_human,Laypeople
Laypeople,-0.42091236795745557,individual_human,Laypeople
Laypeople,-0.3762155041470268,individual_human,Laypeople
Laypeople,-0.3562519216513437,individual_human,Laypeople
Laypeople,-0.27913926246702975,individual_human,Laypeople
Laypeople,-0.25709245220744337,individual_human,Laypeople
Laypeople,-0.2516802163881935,individual_human,Laypeople
Laypeople,-0.23140527839210898,individual_human,Laypeople
Laypeople,-0.21817487378462322,individual_human,Laypeople
Laypeople,-0.21007063351863534,individual_human,Laypeople
Laypeople,-0.19227582409878036,individual_human,Laypeople
Laypeople,-0.1562204456851202,individual_human,Laypeople
Laypeople,-0.14996083089079124,individual_human,Laypeople
Laypeople,-0.11551131287960631,individual_human,Laypeople
Laypeople,-0.1106923074948796,individual_human,Laypeople
Laypeople,-0.09554413778271854,individual_human,Laypeople
Laypeople,-0.09167687584112634,individual_human,Laypeople
Laypeople,-0.06830028862036377,individual_human,Laypeople
Laypeople,-0.06193279759508589,individual_human,Laypeople
Laypeople,-0.04555931966252083,individual_human,Laypeople
Laypeople,-0.045504295825604016,individual_human,Laypeople
Laypeople,-0.04214546968604127,individual_human,Laypeople
Laypeople,-0.03805832382584407,individual_human,Laypeople
Laypeople,-0.032046888001209306,individual_human,Laypeople
Laypeople,-0.02623273544335052,individual_human,Laypeople
Laypeople,-0.019634210104891144,individual_human,Laypeople
Laypeople,-0.016197076670414937,individual_human,Laypeople
Laypeople,-0.008239857887250904,individual_human,Laypeople
Laypeople,-0.0026129636794630334,individual_human,Laypeople
Laypeople,0.003907527852450426,individual_human,Laypeople
Laypeople,0.004539042118168267,individual_human,Laypeople
Laypeople,0.0052061250529953145,individual_human,Laypeople
Laypeople,0.006703320430835081,individual_human,Laypeople
Laypeople,0.023106777993103636,individual_human,Laypeople
Laypeople,0.03447919689244531,individual_human,Laypeople
Laypeople,0.03450620565720311,individual_human,Laypeople
Laypeople,0.04064282172371805,individual_human,Laypeople
Laypeople,0.05954650036954871,individual_human,Laypeople
