model,theoretical_mean,empirical_mean,empirical_minus_theoretical,p_value,f_stat,sig_raw_0_05
Claude Sonnet 4.6,0.6582511754188323,0.6546857050504956,-0.003565470368336654,0.0024485632493494516,9.178636834609069,True
GPT-4.1,0.5912772470041829,0.579979741611138,-0.011297505393044971,7.939673474480744e-09,33.28983100723418,True
GPT-4.1 Mini,0.6080305834013716,0.5805941711887009,-0.02743641221267068,5.336420418801258e-31,134.04674267256792,True
GPT-5 Mini,0.5740234795694966,0.5500080595492686,-0.02401542002022805,5.59192467340465e-20,83.75803747853776,True
GPT-5 Nano,0.5748727538751949,0.560421896174992,-0.014450857700202824,6.835957496879838e-07,24.66082836738309,True
GPT-5.1,0.5999691311248951,0.5837859187782629,-0.016183212346632225,7.198641637675578e-08,29.010517083615728,True
Gemini 2.5 Pro,0.542932427068122,0.5112648975997062,-0.03166752946841578,5.352150586311763e-14,56.59596681502827,True
