item_type,model,feature_key,feature_label,coef,ci_low,ci_high,n
Collections,GPT-4.1,journal_impact,Journal Impact Factor,0.0034381869619394515,-0.0031820476366480914,0.009366468877841694,715
Collections,GPT-4.1,citation,Citation,-0.003214422387478855,-0.008470753975795695,0.0017323793669467501,715
Collections,GPT-4.1,empirical_share,Empirical papers,-0.013475635438241507,-0.01904295768810381,-0.008693011044741183,715
Collections,GPT-4.1,recent,Publication Year,-0.0006226068678236939,-0.004686243400759291,0.0038190665804701007,715
Collections,GPT-4.1,biology_share,Biology Journals,0.004047904828725218,0.00043947323105728264,0.00826514823858762,715
Collections,GPT-4.1,economics_share,Economics Journals,-0.0004016056771672712,-0.006231079785408451,0.004738504512956553,715
Collections,GPT-4.1,psychology_share,Psychology Journals,0.001978854015167136,-0.0033131106866394317,0.005781436372633421,715
Collections,GPT-4.1,mathphysics_share,Math/Physics Journals,-0.011331926898154538,-0.01632022776220759,-0.007111222030356767,715
Collections,GPT-4.1,multidisciplinary_share,Multidisciplinary Journals,-0.0017020983899022992,-0.005147376497709463,0.0019055582874115283,715
Collections,GPT-4.1,collection_size,Number of Papers,0.02026482951213551,0.01650651785263854,0.02432399743151346,715
Collections,GPT-4.1 Mini,journal_impact,Journal Impact Factor,0.008817651481725662,0.0033169195557608707,0.014939850506640266,716
Collections,GPT-4.1 Mini,citation,Citation,-0.008925072466581006,-0.01600412927906025,-0.0038959687002026516,716
Collections,GPT-4.1 Mini,empirical_share,Empirical papers,-0.011540454495554901,-0.016507826958985315,-0.007170885145903961,716
Collections,GPT-4.1 Mini,recent,Publication Year,-0.006575020281775664,-0.012124827552076693,-0.00256092206267677,716
Collections,GPT-4.1 Mini,biology_share,Biology Journals,0.003749847752178552,-0.00022074545665971905,0.007532249717198555,716
Collections,GPT-4.1 Mini,economics_share,Economics Journals,-0.001028795135157184,-0.005772134213406582,0.0031311886804862217,716
Collections,GPT-4.1 Mini,psychology_share,Psychology Journals,-0.001455361362914509,-0.00519715484281376,0.0028707173311631573,716
Collections,GPT-4.1 Mini,mathphysics_share,Math/Physics Journals,-0.00957351892618252,-0.014466366240585954,-0.005773915662086747,716
Collections,GPT-4.1 Mini,multidisciplinary_share,Multidisciplinary Journals,-0.006569658987562612,-0.010656255069990269,-0.0023251921821189994,716
Collections,GPT-4.1 Mini,collection_size,Number of Papers,0.016995255222889222,0.013851236657061231,0.021079809361996243,716
Collections,GPT-5.1,journal_impact,Journal Impact Factor,0.0031817023713108777,-0.0038173964658705824,0.010308306608474458,716
Collections,GPT-5.1,citation,Citation,-0.010764040096140579,-0.01767366018536955,-0.0028088469058234872,716
Collections,GPT-5.1,empirical_share,Empirical papers,-0.010686998445274574,-0.016160814657956546,-0.004101554643666166,716
Collections,GPT-5.1,recent,Publication Year,-0.006143089896313899,-0.012914979599938358,0.0004872722014063553,716
Collections,GPT-5.1,biology_share,Biology Journals,0.004095426068620116,-0.0011065562306110384,0.009276650453419254,716
Collections,GPT-5.1,economics_share,Economics Journals,-0.003049804627043136,-0.008874186478060205,0.003291643449596259,716
Collections,GPT-5.1,psychology_share,Psychology Journals,0.0013629733539246344,-0.004328930405958228,0.007221977881748943,716
Collections,GPT-5.1,mathphysics_share,Math/Physics Journals,-0.01829380242861743,-0.02503325894197862,-0.011038624668900635,716
Collections,GPT-5.1,multidisciplinary_share,Multidisciplinary Journals,-0.0069777252351872964,-0.012403320165116208,-0.0008844875515630611,716
Collections,GPT-5.1,collection_size,Number of Papers,0.0036403644881139834,-0.0013997875197157234,0.0084137327741012,716
Collections,GPT-5 Mini,journal_impact,Journal Impact Factor,0.0038993128885576787,-0.002086489636913837,0.010906919046694125,715
Collections,GPT-5 Mini,citation,Citation,-0.006456330520033449,-0.014034576169902469,-0.002330443176863573,715
Collections,GPT-5 Mini,empirical_share,Empirical papers,-0.008454766649773366,-0.015643088714829563,-0.004124977773206212,715
Collections,GPT-5 Mini,recent,Publication Year,0.00032517734136454287,-0.00480337085386745,0.0038798703176055093,715
Collections,GPT-5 Mini,biology_share,Biology Journals,0.0036011257542631265,0.00010469688667558788,0.00821092431312165,715
Collections,GPT-5 Mini,economics_share,Economics Journals,-0.0003942197059214673,-0.004722513700423407,0.005551565980114207,715
Collections,GPT-5 Mini,psychology_share,Psychology Journals,-0.000768209524720253,-0.004869496634993305,0.004361497069315299,715
Collections,GPT-5 Mini,mathphysics_share,Math/Physics Journals,-0.010166331242332793,-0.018179152281683666,-0.005870121047529871,715
Collections,GPT-5 Mini,multidisciplinary_share,Multidisciplinary Journals,-0.003428461166471094,-0.008468821401453547,0.0012283622439927097,715
Collections,GPT-5 Mini,collection_size,Number of Papers,0.005835264735936338,0.002302223496410727,0.010952981002434577,715
Collections,GPT-5 Nano,journal_impact,Journal Impact Factor,0.0028461065623034028,-0.002401575761488302,0.008140535283997961,712
Collections,GPT-5 Nano,citation,Citation,-0.005643287081324402,-0.00997194818168078,-0.0010352549275741145,712
Collections,GPT-5 Nano,empirical_share,Empirical papers,-0.008116473724897745,-0.01339313757884901,-0.003050058272814834,712
Collections,GPT-5 Nano,recent,Publication Year,-0.004147985631076177,-0.008157389527056132,-0.00045417342149578314,712
