label,value,kind,share_laypeople_below,share_experts_below,pct_laypeople_below,pct_experts_below
No treatment effect,0.5414748692062454,null_baseline,0.6688034188034188,0.4473684210526316,66.88034188034187,44.73684210526316
Estimated ceiling,0.7765353937484988,noise_ceiling,1.0,1.0,100.0,100.0
