n_shared_papers,baseline_mean_pairwise_abs_gap,baseline_cross_model_sd,baseline_cross_model_range,n_reduce_gap,share_reduce_gap,n_increase_gap,share_increase_gap,mean_augmented_mean_pairwise_abs_gap,median_augmented_mean_pairwise_abs_gap,p05_augmented_mean_pairwise_abs_gap,p95_augmented_mean_pairwise_abs_gap
2010,0.17673587966683424,0.14088122293563046,0.26510381950025136,1846,0.918407960199005,164,0.08159203980099503,0.09246745642713251,0.0778609315554301,0.03353145519892375,0.1978390216827392
