dataset,pc1,pc2,n_reported_design_parameters
Benchmark,-1.3857758773527862,0.18764666181113238,12
Benchmark,-1.3738900837896637,-0.20238889369563925,12
Benchmark,0.8846701754986579,0.3490375131245795,12
Benchmark,-0.0061646654977134865,0.06673330446758954,12
Benchmark,0.5656266088650868,1.1332985005207679,12
Benchmark,-0.3203855859269682,-1.2154204842142995,12
Benchmark,-0.7497799780380207,-0.5701206527832106,12
Benchmark,0.37020441460964965,0.6155742375774482,12
Benchmark,-0.06451022803092107,1.5030631549276516,12
Benchmark,0.44162932130236804,-1.906643245529988,12
Benchmark,0.4473673695797638,0.42864848354503604,12
Benchmark,-0.42635374513954016,-0.5786275820592897,12
Benchmark,1.5990523880770706,0.6919418258775887,12
Benchmark,-0.18968661481666454,-0.8806989870638704,12
Benchmark,0.23083445074660422,0.5939702376940905,12
Benchmark,-0.20211891944723712,-0.20029065428100423,12
Benchmark,0.23290790223534863,0.19946241404861334,12
Benchmark,0.35191409570328547,0.11735510686668688,12
Benchmark,1.2327625868234398,-0.5216391220785874,12
Benchmark,-0.09973115511210336,0.6019531385817518,12
Benchmark,0.14546061886824882,-0.317841405331968,12
Benchmark,-0.6894368135011935,0.9223715886041804,12
Benchmark,-0.3855620011145396,-0.5699169459517176,12
Benchmark,1.4728525129834236,0.9511744784632048,12
Benchmark,-1.4862027259943698,-0.839051037866539,12
Benchmark,-0.7228986208465261,-0.49753761946906183,12
Benchmark,0.39564881360223964,-1.7008393433751767,12
Benchmark,-0.31957648727813526,1.5194390267793214,12
Benchmark,-0.13254438044431058,0.031793850041021914,12
Benchmark,-0.40699544519392755,-1.2719756726618645,12
Benchmark,-1.2569123343437476,-0.16064766467587038,12
Benchmark,1.3097340844691272,-0.2579548895611394,12
Benchmark,1.2718664851283374,0.4120762484041679,12
Benchmark,-1.2353726411675598,-0.2558738308081059,12
Benchmark,-0.7632684988097707,0.9750753396296032,12
Benchmark,0.6514370394751615,-0.89901358816368,12
Benchmark,-1.1785606353784344,0.5043646649925448,12
Benchmark,0.15181737143367527,0.9081985916824882,12
Benchmark,-0.03617465844798513,0.4319575618487985,12
Benchmark,-0.32416988964829835,-1.04730489220445,12
Benchmark,-0.8646656921936103,-0.29136424074415795,12
Benchmark,1.087134775901743,-0.9478158443064999,12
Benchmark,1.7303767477212426,0.10897054312346631,12
Benchmark,-1.6094684427533583,0.696530591427083,12
Benchmark,-1.3353238999506023,0.7388950018614966,12
Benchmark,0.22943427109840375,1.0245556423350708,12
Benchmark,-0.20359495301026173,-0.7672138871970253,12
Benchmark,0.056095206674470245,1.4787621045227923,12
Benchmark,1.3187880362287523,0.5604056781588428,12
Benchmark,-0.534551315368993,0.19241160521349165,12
Benchmark,-0.9813364288517713,1.0169275097364745,12
Benchmark,1.0793855607443856,0.39271432928333094,12
Benchmark,0.21710497932318104,-0.20782743464929815,12
Benchmark,-0.1988892263129701,0.8343763364759887,12
Benchmark,0.8210817640175329,-0.834432723533856,12
Benchmark,1.4112158388961193,0.7149208483606863,12
Benchmark,-0.38922368922418055,-0.7550512193549904,12
Literature,0.40166085587187017,-0.6539854516000576,12
Literature,0.08767783117201065,-0.5665013642183805,12
Literature,0.40166085587187017,-0.6539854516000576,12
Literature,0.40166085587187017,-0.6539854516000576,12
Literature,0.08767783117201065,-0.5665013642183805,12
Literature,0.08767783117201065,-0.5665013642183805,12
Literature,0.08767783117201065,-0.5665013642183805,12
Literature,0.08767783117201065,-0.5665013642183805,12
Literature,0.08767783117201065,-0.5665013642183805,12
Literature,0.08767783117201065,-0.5665013642183805,12
Literature,0.07488514547179757,0.8035071481154776,8
Literature,0.07488514547179757,0.8035071481154776,8
Literature,-0.3057974186936482,0.38664090812309193,8
Literature,-0.9347964310300637,0.7710598559063488,8
Literature,-0.3057974186936482,0.38664090812309193,8
Literature,-0.9347964310300637,0.7710598559063488,8
Literature,-0.6531498199020346,-0.314081586878282,8
Literature,-0.03252573514753333,0.06537776181962432,11
Literature,-0.03252573514753333,0.06537776181962432,11
Literature,-0.03252573514753333,0.06537776181962432,11
Literature,-0.6531498199020346,-0.314081586878282,8
Literature,-0.03252573514753333,0.06537776181962432,11
Literature,-0.03252573514753333,0.06537776181962432,11
Literature,-0.03252573514753333,0.06537776181962432,11
Literature,-0.5760860251021657,-0.21632319346459494,10
Literature,-0.054210211851027104,-0.9062419343752202,8
Literature,-0.25957639871128635,-0.811409454001792,10
Literature,-0.18146316131576862,0.8419209392536445,9
Literature,-0.18146316131576862,0.8419209392536445,9
Literature,-0.07766188790916602,0.7451238919622736,8
Literature,0.7222788050274884,1.0299624408269463,8
Literature,-0.07766188790916602,0.7451238919622736,8
Literature,-0.07766188790916602,0.7451238919622736,8
Literature,-1.0791061463063671,-0.8831484716760051,8
Literature,-0.8098602835612457,-0.7142577319563599,8
Literature,-1.0791061463063671,-0.8831484716760051,8
Literature,-0.8098602835612457,-0.7142577319563599,8
Literature,0.6410626147464072,0.9574114375456252,9
Literature,-0.15887807819024719,0.6725728886809526,9
Literature,0.9051850714834958,0.8388129318469182,9
Literature,0.9051850714834958,0.8388129318469182,9
Literature,0.6055799756633303,0.9194549572605052,9
Literature,0.6055799756633303,0.9194549572605052,9
Literature,0.13753839913478172,-0.5353869459013507,12
Literature,0.13753839913478172,-0.5353869459013507,12
Literature,0.05891687060347893,0.5686325659475227,8
Literature,0.05891687060347893,0.5686325659475227,8
Literature,0.05891687060347893,0.5686325659475227,8
Literature,0.05891687060347893,0.5686325659475227,8
Literature,0.05891687060347893,0.5686325659475227,8
Literature,0.05891687060347893,0.5686325659475227,8
Literature,0.05891687060347893,0.5686325659475227,8
Literature,0.05891687060347893,0.5686325659475227,8
Literature,-0.1943607172733241,0.6346164083958326,8
Literature,-0.1943607172733241,0.6346164083958326,8
Literature,-0.1943607172733241,0.6346164083958326,8
Literature,-0.37795876420438806,0.8291183841774864,9
Literature,-0.37795876420438806,0.8291183841774864,9
Literature,-0.37795876420438806,0.8291183841774864,9
Literature,0.38670492720690186,0.1944553678382276,9
Literature,0.6055799756633303,0.9194549572605052,9
Literature,0.6055799756633303,0.9194549572605052,9
Literature,0.9051850714834958,0.8388129318469182,10
Literature,0.9051850714834958,0.8388129318469182,10
Literature,0.6055799756633303,0.9194549572605052,10
Literature,0.5912020467836362,0.9262970192285953,10
Literature,0.3655245821877332,0.2371819590337536,10
Literature,0.3655245821877332,0.2371819590337536,10
Literature,-0.38191745151636797,-0.1688457279675944,12
Literature,-0.38191745151636797,-0.1688457279675944,12
Literature,0.45173166218826766,0.986032421022455,10
Literature,0.42198192873226636,1.113956933042159,9
Literature,0.42198192873226636,1.113956933042159,9
Literature,-0.05580006557072832,0.7741842104275865,9
Literature,-0.05580006557072832,0.7741842104275865,9
Literature,-0.05580006557072832,0.7741842104275865,9
Literature,-0.05580006557072832,0.7741842104275865,9
Literature,-0.05580006557072832,0.7741842104275865,9
Literature,0.8604479095287577,1.0951877589482404,8
Literature,0.8604479095287577,1.0951877589482404,8
Literature,-0.5292428146188539,-0.204243131394512,9
Literature,-0.07896316800326515,0.8700846118774276,9
Literature,0.33448387179342043,0.414927814506147,9
Literature,0.33448387179342043,0.414927814506147,9
Literature,-0.17860507611672233,-0.009272416159418317,8
Literature,-0.38397126297698153,0.08556006421400983,10
Literature,-0.17860507611672233,-0.009272416159418317,8
Literature,-0.38397126297698153,0.08556006421400983,10
Literature,0.6472851774879526,1.252903200524273,10
Literature,0.6472851774879526,1.252903200524273,10
Literature,0.6472851774879526,1.252903200524273,10
Literature,0.6472851774879526,1.252903200524273,10
Literature,0.08709983138673648,0.2750973932518146,10
Literature,0.608975644637875,-0.4148213476588106,8
Literature,0.08995671677437432,0.7601196487759494,9
Literature,0.08995671677437432,0.7601196487759494,9
Literature,0.08995671677437432,0.7601196487759494,9
Literature,-0.17031349907865884,0.04807319885483291,9
Literature,-0.17031349907865884,0.04807319885483291,9
Literature,-0.23716062141130495,0.08108567958839447,9
Literature,-0.23716062141130495,0.08108567958839447,9
Literature,-0.17031349907865884,0.04807319885483291,9
Literature,-0.0067193639969292535,-0.10133623412317666,9
Literature,-0.22993723490647355,0.1216627187476102,9
Literature,0.3860954275878594,0.31606362095175566,10
Literature,0.3860954275878594,0.31606362095175566,10
Literature,0.3860954275878594,0.31606362095175566,10
Literature,0.3860954275878594,0.31606362095175566,10
Literature,0.3860954275878594,0.31606362095175566,10
Literature,0.3860954275878594,0.31606362095175566,10
Literature,-0.12198363065185563,0.6197465448903607,8
Literature,-0.12198363065185563,0.6197465448903607,8
Literature,-0.1943607172733241,0.6346164083958326,8
Literature,-0.1943607172733241,0.6346164083958326,8
Literature,-0.2883939886755178,-0.2611191314828202,8
Literature,-0.2883939886755178,-0.2611191314828202,8
Literature,-0.0067193639969292535,-0.10133623412317666,9
Literature,-0.0067193639969292535,-0.10133623412317666,9
Literature,-0.5292428146188539,-0.204243131394512,9
Literature,-0.5292428146188539,-0.204243131394512,9
Literature,-0.5292428146188539,-0.204243131394512,9
Literature,-0.11884274006043714,0.106575966923449,10
Literature,-0.11884274006043714,0.106575966923449,10
Literature,-0.11884274006043714,0.106575966923449,10
Literature,-0.11884274006043714,0.106575966923449,10
Literature,-0.40262876485808996,-0.33633976862587456,9
Literature,-0.40262876485808996,-0.33633976862587456,9
Literature,0.5078868035413909,0.3088663169087589,9
Literature,0.2517100617674384,0.41445351474337416,9
Literature,-0.413845265348795,0.031225072087083028,9
Literature,-0.413845265348795,0.031225072087083028,9
Literature,-0.05944880378850688,0.6731665099945927,8
Literature,-0.05944880378850688,0.6731665099945927,8
Literature,-0.4203637657361446,0.9865846900904423,9
Literature,-0.4203637657361446,0.9865846900904423,9
Literature,-0.5873891545990434,0.8040234777094586,11
Literature,-0.5873891545990434,0.8040234777094586,11
Literature,0.2125515383376111,1.0888620265741313,11
Literature,0.2125515383376111,1.0888620265741313,11
Literature,-0.5873891545990434,0.8040234777094586,11
Literature,-0.5873891545990434,0.8040234777094586,11
Literature,0.2125515383376111,1.0888620265741313,11
Literature,0.2125515383376111,1.0888620265741313,11
Literature,0.5448745388402738,0.9409552021938725,9
Literature,0.5448745388402738,0.9409552021938725,9
Literature,0.5448745388402738,0.9409552021938725,9
Literature,0.7932213289397252,0.18350231474149603,10
Literature,0.7932213289397252,0.18350231474149603,10
Literature,0.7932213289397252,0.18350231474149603,10
Literature,-0.07896316800326515,0.8700846118774276,8
Literature,-0.07896316800326515,0.8700846118774276,8
Literature,0.5136993699515504,1.2414446730038304,10
Literature,0.13119365033488034,-0.7545940702733833,9
Literature,0.46607574768041027,0.08426546951696112,9
Literature,-0.052404396596183636,-0.5600920944917294,8
Literature,0.2824777007493462,0.27876744529861525,8
Literature,-0.39152900950476227,0.8574036807264248,8
Literature,-0.39152900950476227,0.8574036807264248,8
Literature,0.1122469943109302,0.3031658014820634,10
Literature,0.11684956484273777,0.1471728812321105,10
Literature,0.11684956484273777,0.1471728812321105,10
Literature,0.1122469943109302,0.3031658014820634,10
Literature,-0.3238766277585947,-0.2990756117679402,8
Literature,0.27069787831780046,0.08059541747016072,11
Literature,-0.3238766277585947,-0.2990756117679402,8
Literature,0.27069787831780046,0.08059541747016072,11
Literature,-0.3238766277585947,-0.2990756117679402,8
Literature,0.27069787831780046,0.08059541747016072,11
Literature,-0.09593237611476332,0.9123395419342715,8
Literature,-0.09593237611476332,0.9123395419342715,8
Literature,0.7209775249333892,1.1549231607421002,9
Literature,0.7209775249333892,1.1549231607421002,9
Literature,0.7209775249333892,1.1549231607421002,9
Literature,0.7209775249333892,1.1549231607421002,9
Literature,0.7209775249333892,1.1549231607421002,9
Literature,0.7209775249333892,1.1549231607421002,9
Literature,0.7209775249333892,1.1549231607421002,9
Literature,0.7209775249333892,1.1549231607421002,9
Literature,0.8748258384084521,1.0883456969801504,9
Literature,-0.0937569727942981,0.14956830445884625,10
Literature,-0.0937569727942981,0.14956830445884625,10
Literature,-0.0937569727942981,0.14956830445884625,10
Literature,0.586859043916311,0.3772240608282806,11
Literature,0.586859043916311,0.3772240608282806,11
Literature,0.586859043916311,0.3772240608282806,11
Literature,-0.3238766277585947,-0.2990756117679402,8
Literature,-0.3238766277585947,-0.2990756117679402,8
Literature,-0.3238766277585947,-0.2990756117679402,8
Literature,-0.3238766277585947,-0.2990756117679402,8
Literature,-0.3707198382419064,-0.3111556738380231,8
Literature,-0.3707198382419064,-0.3111556738380231,8
Literature,-0.3707198382419064,-0.3111556738380231,8
Literature,-0.3707198382419064,-0.3111556738380231,8
Literature,-0.44785093886184396,-0.17816315587906356,8
Literature,-0.44785093886184396,-0.17816315587906356,8
Literature,-0.44785093886184396,-0.17816315587906356,8
Literature,-0.44785093886184396,-0.17816315587906356,8
Literature,-0.49469414934515576,-0.1902432179491465,8
Literature,-0.49469414934515576,-0.1902432179491465,8
Literature,-0.49469414934515576,-0.1902432179491465,8
Literature,-0.49469414934515576,-0.1902432179491465,8
Literature,0.8404850925854828,-0.5804746855153462,12
Literature,0.8404850925854828,-0.5804746855153462,12
Literature,0.8404850925854828,-0.5804746855153462,12
Literature,0.5703029741379658,-4.660794342631336e-05,10
Literature,0.5703029741379658,-4.660794342631336e-05,10
Literature,0.5703029741379658,-4.660794342631336e-05,10
Literature,0.45173166218826766,0.986032421022455,9
Literature,0.45173166218826766,0.986032421022455,9
Literature,0.45173166218826766,0.986032421022455,9
Literature,0.42198192873226636,1.113956933042159,8
Literature,0.7222788050274884,1.0299624408269463,8
Literature,0.7222788050274884,1.0299624408269463,8
Literature,0.7222788050274884,1.0299624408269463,8
Literature,-0.16831113859521799,0.634404727855638,9
Literature,-0.16831113859521799,0.634404727855638,9
Literature,-0.16831113859521799,0.634404727855638,9
Literature,-0.16831113859521799,0.634404727855638,9
Literature,-0.16831113859521799,0.634404727855638,9
Literature,-0.16831113859521799,0.634404727855638,9
Literature,-0.16831113859521799,0.634404727855638,9
Literature,-0.16831113859521799,0.634404727855638,9
Literature,0.05891687060347893,0.5686325659475227,8
Literature,0.05891687060347893,0.5686325659475227,9
Literature,0.05891687060347893,0.5686325659475227,9
Literature,0.05891687060347893,0.5686325659475227,9
Literature,0.7932213289397252,0.18350231474149603,11
Literature,0.5239754661946034,0.014611575021850898,11
Literature,0.5239754661946034,0.014611575021850898,11
Literature,0.7932213289397252,0.18350231474149603,11
Literature,0.5239754661946034,0.014611575021850898,11
Literature,0.5239754661946034,0.014611575021850898,11
Literature,0.5594581052776804,0.05256805530697084,11
Literature,-0.04908916563145167,0.9244196040043543,8
Literature,0.26742046075942766,0.3293333434671572,8
Literature,0.25051593018871365,0.8437775785907673,8
Literature,-0.04908916563145167,0.9244196040043543,8
Literature,0.9051850714834958,0.8388129318469182,9
Literature,0.858341861000184,0.8267328697768352,9
Literature,0.7467341874766255,1.061383315858821,9
Literature,0.6998909769933137,1.0493032537887381,9
Literature,0.27069787831780046,0.08059541747016072,10
Literature,0.27069787831780046,0.08059541747016072,10
Literature,0.27069787831780046,0.08059541747016072,10
Literature,0.10524437854684125,0.5539743829822454,9
Literature,0.10524437854684125,0.5539743829822454,9
Literature,0.10524437854684125,0.5539743829822454,9
Literature,0.6625361178971992,0.15417937705360485,11
Literature,0.9790457442880787,-0.44090688348359225,11
Literature,-0.3482090307483868,0.7011938721577824,8
Literature,0.1627848283950079,0.29979872523907153,8
Literature,0.1627848283950079,0.29979872523907153,8
Literature,0.20911233633837023,0.2851405422737943,8
Literature,0.20911233633837023,0.2851405422737943,8
Literature,0.6055799756633303,0.9194549572605052,8
Literature,-0.1943607172733241,0.6346164083958326,8
Literature,-0.1943607172733241,0.6346164083958326,8
Literature,-0.1943607172733241,0.6346164083958326,8
Literature,0.6055799756633303,0.9194549572605052,8
Literature,-0.1943607172733241,0.6346164083958326,8
Literature,-0.1943607172733241,0.6346164083958326,8
Literature,-0.1943607172733241,0.6346164083958326,8
Literature,-0.20964837904579103,0.8407616741895364,8
Literature,0.5902923138908633,1.1256002230542093,9
Literature,0.5902923138908633,1.1256002230542093,9
Literature,0.5902923138908633,1.1256002230542093,9
Literature,-0.1943607172733241,0.6346164083958326,9
Literature,-0.1943607172733241,0.6346164083958326,9
Literature,-0.1943607172733241,0.6346164083958326,9
Literature,0.2867591394982571,0.17888626935019486,9
Literature,0.2867591394982571,0.17888626935019486,9
Literature,0.2867591394982571,0.17888626935019486,9
Literature,0.2867591394982571,0.17888626935019486,9
Literature,0.2867591394982571,0.17888626935019486,9
Literature,-0.4248019746876997,0.8170383221074036,10
Literature,-0.4248019746876997,0.8170383221074036,10
Literature,-0.8539229809931358,-0.036011672642782044,8
Literature,-0.4248019746876997,0.8170383221074036,10
Literature,-0.8539229809931358,-0.036011672642782044,8
Literature,-0.1943607172733241,0.6346164083958326,8
Literature,-0.1943607172733241,0.6346164083958326,8
Literature,-0.1943607172733241,0.6346164083958326,8
Literature,-0.28667681298720377,0.738938671902708,8
Literature,-0.8008383498592755,1.0666205781880558,9
Literature,-0.8008383498592755,1.0666205781880558,9
Literature,-0.8008383498592755,1.0666205781880558,9
Literature,0.5902923138908633,1.1256002230542093,10
Literature,1.2192913262272789,0.7411812752709521,10
Literature,-0.48232751176546507,-0.07650522775603746,8
Literature,-0.22327288327956873,-0.7841237157049262,8
Literature,-0.17536148226302495,-0.755275077779808,10
Literature,-0.17536148226302495,-0.755275077779808,10
Literature,0.27245162057512556,-0.37790193917157,12
Literature,0.27245162057512556,-0.37790193917157,12
Literature,0.27245162057512556,-0.37790193917157,12
Literature,-0.5511046369572916,-0.23330344985982487,11
Literature,-0.5511046369572916,-0.23330344985982487,11
Literature,-0.5511046369572916,-0.23330344985982487,11
Literature,-0.3238766277585947,-0.2990756117679402,9
Literature,-0.3238766277585947,-0.2990756117679402,9
Literature,-0.3238766277585947,-0.2990756117679402,9
Literature,0.38152016670049904,0.16719917297929046,11
Literature,0.38152016670049904,0.16719917297929046,11
Literature,0.38152016670049904,0.16719917297929046,11
Literature,0.38152016670049904,0.16719917297929046,11
Literature,-1.2733786831534888,0.05991314759551403,8
Literature,-1.2733786831534888,0.05991314759551403,8
Literature,-1.2733786831534888,0.05991314759551403,8
Literature,0.5902923138908633,1.1256002230542093,9
Literature,0.5902923138908633,1.1256002230542093,9
Literature,-0.1943607172733241,0.6346164083958326,8
Literature,-0.16831113859521799,0.634404727855638,8
Literature,-0.05944880378850688,0.6731665099945927,9
Literature,-0.05944880378850688,0.6731665099945927,9
Literature,-0.8133773002088754,0.24455603695148143,8
Literature,-0.8133773002088754,0.24455603695148143,8
Literature,-0.44785093886184396,-0.17816315587906356,9
Literature,-0.44785093886184396,-0.17816315587906356,9
Literature,0.7107421556921463,1.0859295708789694,9
Literature,0.7107421556921463,1.0859295708789694,9
Literature,-0.1943607172733241,0.6346164083958326,9
Literature,-0.1943607172733241,0.6346164083958326,9
Literature,-0.1943607172733241,0.6346164083958326,9
Literature,0.560542580434862,1.2535247350739134,8
Literature,0.560542580434862,1.2535247350739134,8
Literature,0.605647281483399,0.6887040458878584,9
Literature,0.605647281483399,0.6887040458878584,8
Literature,0.605647281483399,0.6887040458878584,8
Literature,0.605647281483399,0.6887040458878584,8
Literature,0.11160921406596112,0.054735824085418106,9
Literature,0.11160921406596112,0.054735824085418106,9
Literature,0.11160921406596112,0.054735824085418106,9
Literature,0.11160921406596112,0.054735824085418106,9
Literature,0.2643959218195998,-0.5149946872888191,9
Literature,0.2643959218195998,-0.5149946872888191,9
Literature,0.2643959218195998,-0.5149946872888191,9
Literature,0.21755271133628823,-0.5270747493589019,9
Literature,0.21755271133628823,-0.5270747493589019,9
Literature,0.21755271133628823,-0.5270747493589019,9
Literature,0.37449024129196296,0.7228651227018905,8
Literature,0.37449024129196296,0.7228651227018905,8
Literature,0.10093472414990372,0.8032954675752831,8
Literature,0.37449024129196296,0.7228651227018905,8
Literature,0.37449024129196296,0.7228651227018905,8
Literature,0.10093472414990372,0.8032954675752831,8
Literature,0.608975644637875,-0.4148213476588106,10
Literature,0.08709983138673648,0.2750973932518146,12
Literature,0.5086878044221365,0.2207568408155547,9
Literature,0.5086878044221365,0.2207568408155547,9
Literature,0.5086878044221365,0.2207568408155547,9
Literature,0.5086878044221365,0.2207568408155547,9
Literature,-0.5498796762214153,0.05289266992666963,8
Literature,0.04469482985497995,0.43256369916477044,11
Literature,-0.5498796762214153,0.05289266992666963,8
Literature,0.04469482985497995,0.43256369916477044,11
Literature,-0.5498796762214153,0.05289266992666963,8
Literature,0.04469482985497995,0.43256369916477044,11
Literature,-0.16581788537458575,-0.6715914882932346,8
Literature,-0.16581788537458575,-0.6715914882932346,8
Literature,-0.16581788537458575,-0.6715914882932346,8
Literature,-0.16581788537458575,-0.6715914882932346,8
Literature,-0.16581788537458575,-0.6715914882932346,8
Literature,-0.4777249412336575,-0.23249814800599033,8
Literature,0.11684956484273777,0.1471728812321105,12
Literature,0.11684956484273777,0.1471728812321105,12
Literature,-0.4777249412336575,-0.23249814800599033,8
Literature,0.6387253780938763,-0.5427458596785147,10
Literature,0.6387253780938763,-0.5427458596785147,10
Literature,-0.3238766277585947,-0.2990756117679402,8
Literature,-0.5031932359407478,-0.2044548119347065,10
Literature,-0.5031932359407478,-0.2044548119347065,10
Literature,-0.5031932359407478,-0.2044548119347065,10
Literature,0.9115499070026155,0.33957437295009074,10
Literature,0.9115499070026155,0.33957437295009074,10
Literature,0.9115499070026155,0.33957437295009074,9
Literature,-0.6451627141073164,0.13545542610838526,12
Literature,-0.6451627141073164,0.13545542610838526,12
Literature,-0.6451627141073164,0.13545542610838526,12
Literature,-0.6451627141073164,0.13545542610838526,12
Literature,-0.6451627141073164,0.13545542610838526,12
Literature,-0.6451627141073164,0.13545542610838526,12
