model,r2_vs_zero_effect,r2_ci_low,r2_ci_high,mse,null_mse,n
baseline_reasoning,0.3619639450741491,-0.05346371266536475,0.6100491877157874,32.4425156904194,50.847464559333865,20
elastic_net,0.5988464754844693,0.14073323039820795,0.8038814002712434,20.397639620655312,50.847464559333865,20
