wave,input_group,mode,feature,median_value,mean_value,n_variants,baseline_median_value,baseline_mean_value,median_delta_vs_baseline,mean_delta_vs_baseline
learning,both,joint,CONFIG_MPCR,0.06663452069609874,0.11366042652379316,8,0.053928366753570774,0.053928366753570774,0.012706153942527963,0.05973205977022238
learning,both,joint,CONFIG_numRounds,-0.0972535644746819,-0.09992744487385448,8,-0.05399329821490927,-0.05399329821490927,-0.04326026625977263,-0.045934146658945206
learning,both,joint,CONFIG_playerCount,0.03291629371569618,0.026132704412332584,8,0.15583450897962897,0.15583450897962897,-0.12291821526393279,-0.12970180456729638
learning,both,joint,CONFIG_punishmentCost,0.05281031139413375,0.05049728509508286,8,0.008098849915554663,0.008098849915554663,0.04471146147857909,0.042398435179528196
learning,both,joint,CONFIG_punishmentTech,0.06253016333746159,0.06995438367635068,8,-0.004581615531330975,-0.004581615531330975,0.06711177886879256,0.07453599920768166
learning,both,joint,CONFIG_rewardTech,0.01098409183562465,-0.011052091314466137,8,-0.051091341639271065,-0.051091341639271065,0.06207543347489572,0.04003925032480493
learning,both,joint,control_pct,0.03030077198800145,0.030633030260515087,8,-0.3850600707112431,-0.3850600707112431,0.41536084269924456,0.41569310097175816
learning,both,joint_reasoning,CONFIG_MPCR,0.06159692134085432,0.08756254938112086,8,0.17895045369886584,0.17895045369886584,-0.11735353235801152,-0.09138790431774498
learning,both,joint_reasoning,CONFIG_numRounds,-0.07659437559233201,-0.08821064313150227,8,-0.07086634773525269,-0.07086634773525269,-0.005728027857079321,-0.017344295396249584
learning,both,joint_reasoning,CONFIG_playerCount,0.01682770208375795,0.012272590187955427,8,0.1663376184384834,0.1663376184384834,-0.14950991635472546,-0.15406502825052798
learning,both,joint_reasoning,CONFIG_punishmentCost,0.04449308771018415,0.03898478416832528,8,0.2011121666042555,0.2011121666042555,-0.15661907889407134,-0.16212738243593022
learning,both,joint_reasoning,CONFIG_punishmentTech,0.06933794766912679,0.05960650046387077,8,0.012294247742060796,0.012294247742060796,0.057043699927066,0.04731225272180997
learning,both,joint_reasoning,CONFIG_rewardTech,-0.06703486346595472,-0.06854060706388374,8,0.07098262848420858,0.07098262848420858,-0.1380174919501633,-0.13952323554809232
learning,both,joint_reasoning,control_pct,0.20925337785927145,0.1679676300387533,8,-0.6009720416376757,-0.6009720416376757,0.8102254194969472,0.768939671676429
learning,both,reasoning,CONFIG_MPCR,0.1459690535658583,0.16257513709058125,8,0.15018676253492463,0.15018676253492463,-0.004217708969066342,0.012388374555656612
