wave,input_group,mode,feature,median_value,mean_value,n_variants
learning,baseline,joint,CONFIG_allOrNothing,-0.7254640535626233,-0.7254640535626233,1
learning,baseline,joint,CONFIG_chat,-6.964827408170528,-6.964827408170528,1
learning,baseline,joint,CONFIG_defaultContribProp,-0.21423070019405444,-0.21423070019405444,1
learning,baseline,joint,CONFIG_rewardExists,-2.0154161867878244,-2.0154161867878244,1
learning,baseline,joint,CONFIG_showNRounds,3.38769034393329,3.38769034393329,1
learning,baseline,joint,CONFIG_showOtherSummaries,4.32248157435351,4.32248157435351,1
learning,baseline,joint,CONFIG_showPunishmentId,4.3783879734024165,4.3783879734024165,1
learning,baseline,joint_reasoning,CONFIG_allOrNothing,1.7317499652952337,1.7317499652952337,1
learning,baseline,joint_reasoning,CONFIG_chat,-3.869741938085056,-3.869741938085056,1
learning,baseline,joint_reasoning,CONFIG_defaultContribProp,-0.2441452301085838,-0.2441452301085838,1
learning,baseline,joint_reasoning,CONFIG_rewardExists,-0.1756725970442341,-0.1756725970442341,1
learning,baseline,joint_reasoning,CONFIG_showNRounds,4.167508493336035,4.167508493336035,1
learning,baseline,joint_reasoning,CONFIG_showOtherSummaries,4.2979307826794315,4.2979307826794315,1
learning,baseline,joint_reasoning,CONFIG_showPunishmentId,3.9793837059770962,3.9793837059770962,1
learning,baseline,reasoning,CONFIG_allOrNothing,-0.34421516546441744,-0.34421516546441744,1
learning,baseline,reasoning,CONFIG_chat,-2.095169288512407,-2.095169288512407,1
learning,baseline,reasoning,CONFIG_defaultContribProp,-0.33923070019405444,-0.33923070019405444,1
learning,baseline,reasoning,CONFIG_rewardExists,-1.1521683235399598,-1.1521683235399598,1
learning,baseline,reasoning,CONFIG_showNRounds,-0.16713226259193714,-0.16713226259193714,1
learning,baseline,reasoning,CONFIG_showOtherSummaries,1.341339428827803,1.341339428827803,1
learning,baseline,reasoning,CONFIG_showPunishmentId,1.1749740331463698,1.1749740331463698,1
learning,baseline,single,CONFIG_allOrNothing,-0.23652544401980902,-0.23652544401980902,1
learning,baseline,single,CONFIG_chat,-1.4492981606765338,-1.4492981606765338,1
learning,baseline,single,CONFIG_defaultContribProp,-0.1813034034354435,-0.1813034034354435,1
learning,baseline,single,CONFIG_rewardExists,-1.0811447620878782,-1.0811447620878782,1
learning,baseline,single,CONFIG_showNRounds,0.11126446624037101,0.11126446624037101,1
learning,baseline,single,CONFIG_showOtherSummaries,1.0728696313295136,1.0728696313295136,1
learning,baseline,single,CONFIG_showPunishmentId,0.564613171241547,0.564613171241547,1
learning,both,joint,CONFIG_allOrNothing,-1.2298227086062088,-1.2977154323208502,8
learning,both,joint,CONFIG_chat,-7.1341650150081355,-7.36520133979446,8
learning,both,joint,CONFIG_defaultContribProp,-1.9433973668607205,-1.9100106147239693,8
learning,both,joint,CONFIG_rewardExists,-2.9860358449074793,-2.9533168278134623,8
learning,both,joint,CONFIG_showNRounds,0.7726074414551283,0.8818737990946357,8
learning,both,joint,CONFIG_showOtherSummaries,3.930914237580696,3.91034405433928,8
learning,both,joint,CONFIG_showPunishmentId,2.649013862449359,2.8580287984379797,8
learning,both,joint_reasoning,CONFIG_allOrNothing,0.8086046174923517,1.267123944387392,8
learning,both,joint_reasoning,CONFIG_chat,1.1056854123422946,1.4559182172849652,8
learning,both,joint_reasoning,CONFIG_defaultContribProp,0.6965598980965443,0.7202476525959453,8
learning,both,joint_reasoning,CONFIG_rewardExists,-0.2675529389245756,-0.8284648364194442,8
learning,both,joint_reasoning,CONFIG_showNRounds,0.9974573096311531,1.014481345475423,8
learning,both,joint_reasoning,CONFIG_showOtherSummaries,0.41347961740634764,1.3970871849139126,8
learning,both,joint_reasoning,CONFIG_showPunishmentId,-0.09991928122062732,0.7295220841759541,8
learning,both,reasoning,CONFIG_allOrNothing,-1.7677044895881706,-1.647997660597905,8
learning,both,reasoning,CONFIG_chat,11.421056010668451,11.245343323215486,8
learning,both,reasoning,CONFIG_defaultContribProp,1.0963012659798765,1.1675748066839673,8
learning,both,reasoning,CONFIG_rewardExists,-0.005696684955887765,0.19136832471862492,8
learning,both,reasoning,CONFIG_showNRounds,0.7944058777511851,0.8796833133516877,8
learning,both,reasoning,CONFIG_showOtherSummaries,0.5230667727856304,0.6678602586216043,8
learning,both,reasoning,CONFIG_showPunishmentId,-0.7931352628042025,-0.8422147274443776,8
learning,both,single,CONFIG_allOrNothing,-3.8033093524258703,-5.048818214203732,8
learning,both,single,CONFIG_chat,-5.32809018385516,-3.797877440966707,8
learning,both,single,CONFIG_defaultContribProp,-1.8001368039090053,-2.161850896042017,8
learning,both,single,CONFIG_rewardExists,-4.312907724843194,-5.227469440822871,8
learning,both,single,CONFIG_showNRounds,-0.1294260038878594,-0.2652494820559024,8
learning,both,single,CONFIG_showOtherSummaries,3.6441851233222033,3.708134057015304,8
learning,both,single,CONFIG_showPunishmentId,0.7353903440198213,0.7445724417030553,8
learning,data_only,joint,CONFIG_allOrNothing,-1.4667912195473232,-1.0227421179639737,3
learning,data_only,joint,CONFIG_chat,-6.473374416717536,-6.520739089082208,3
learning,data_only,joint,CONFIG_defaultContribProp,-0.8712819822453355,-0.9542591902225448,3
learning,data_only,joint,CONFIG_rewardExists,-2.29853584490748,-2.4616412580128935,3
learning,data_only,joint,CONFIG_showNRounds,3.5205125938887196,2.3684355748122323,3
learning,data_only,joint,CONFIG_showOtherSummaries,3.578663748343904,3.7761375074615002,3
learning,data_only,joint,CONFIG_showPunishmentId,6.268501771410952,4.769924246517639,3
learning,data_only,joint_reasoning,CONFIG_allOrNothing,1.1274091006803957,0.7069026664753316,3
