wave,input_group,mode,feature,median_value,mean_value,n_variants,baseline_median_value,baseline_mean_value,median_delta_vs_baseline,mean_delta_vs_baseline
learning,both,joint,CONFIG_allOrNothing,-1.0042400720646665,-0.8964523118796461,8,0.05144396992074518,0.05144396992074518,-1.0556840419854117,-0.9478962818003913
learning,both,joint,CONFIG_chat,4.179937549094431,4.27862878841067,8,-0.2586308269739448,-0.2586308269739448,4.438568376068376,4.537259615384615
learning,both,joint,CONFIG_defaultContribProp,0.7804274194640652,0.6826710092076551,8,-0.05183753780089195,-0.05183753780089195,0.8322649572649572,0.7345085470085471
learning,both,joint,CONFIG_rewardExists,0.8179171465455111,0.9514641550925188,8,-0.03678370815534471,-0.03678370815534471,0.8547008547008558,0.9882478632478635
learning,both,joint,CONFIG_showNRounds,0.37307098219322876,0.3088661328439684,8,-0.1496603424635734,-0.1496603424635734,0.5227313246568022,0.4585264753075418
learning,both,joint,CONFIG_showOtherSummaries,0.17855700577140743,0.22203236602758958,8,0.02911740427701137,0.02911740427701137,0.14943960149439606,0.1929149617505782
learning,both,joint,CONFIG_showPunishmentId,-0.2862635201964451,-0.27203876912958946,8,-0.06755797254352902,-0.06755797254352902,-0.21870554765291605,-0.20448079658606044
learning,both,joint_reasoning,CONFIG_allOrNothing,-1.9557611537227344,-1.5760022140322882,8,0.274713850724873,0.274713850724873,-2.2304750044476074,-1.8507160647571612
learning,both,joint_reasoning,CONFIG_chat,3.2055785747354566,4.108623446530329,8,-0.6272205705636891,-0.6272205705636891,3.8327991452991457,4.735844017094018
learning,both,joint_reasoning,CONFIG_defaultContribProp,0.21418810322474935,0.17879814595979185,8,-0.18004266600601992,-0.18004266600601992,0.3942307692307693,0.35884081196581175
learning,both,joint_reasoning,CONFIG_rewardExists,0.4151393687677322,0.6412344542378174,8,-0.16498883636047346,-0.16498883636047346,0.5801282051282057,0.8062232905982909
learning,both,joint_reasoning,CONFIG_showNRounds,0.08576486702118313,0.16699592425063586,8,0.1774924476951001,0.1774924476951001,-0.09172758067391695,-0.010496523444464223
learning,both,joint_reasoning,CONFIG_showOtherSummaries,0.04406136442645103,-0.03388295153156334,8,0.5993006456931296,0.5993006456931296,-0.5552392812666785,-0.6331835972246929
learning,both,joint_reasoning,CONFIG_showPunishmentId,-0.36396622289914826,-0.43660135803428324,8,0.4107492820795149,0.4107492820795149,-0.7747155049786631,-0.8473506401137981
learning,both,reasoning,CONFIG_allOrNothing,-3.146385597771837,-2.994699954647837,8,-0.6710253415896623,-0.6710253415896623,-2.4753602561821744,-2.3236746130581745
learning,both,reasoning,CONFIG_chat,6.628121309778192,5.968131993538876,8,-1.557776126119244,-1.557776126119244,8.185897435897436,7.525908119658119
learning,both,reasoning,CONFIG_defaultContribProp,-0.5716024950658494,-1.0933706574590114,8,-0.46957258053593454,-0.46957258053593454,-0.10202991452991483,-0.6237980769230769
learning,both,reasoning,CONFIG_rewardExists,-0.1746042209758576,0.250475907229271,8,-0.7483221696938058,-0.7483221696938058,0.5737179487179482,0.9987980769230769
learning,both,reasoning,CONFIG_showNRounds,0.4366295487826384,0.37888752703188067,8,-1.7982608060043115,-1.7982608060043115,2.23489035478695,2.1771483330361923
learning,both,reasoning,CONFIG_showOtherSummaries,-1.029413106308293,-0.7887753194376299,8,0.29401688835457773,0.29401688835457773,-1.3234299946628707,-1.0827922077922076
learning,both,reasoning,CONFIG_showPunishmentId,-0.013503918489475741,0.04130582546500486,8,0.4982315011406815,0.4982315011406815,-0.5117354196301572,-0.45692567567567666
learning,both,single,CONFIG_allOrNothing,-3.1445220834161267,-3.4522996530237435,8,-0.6717095561237927,-0.6717095561237927,-2.472812527292334,-2.780590096899951
learning,both,single,CONFIG_chat,6.330587100226318,6.992476098234142,8,0.7119609021916542,0.7119609021916542,5.618626198034664,6.280515196042487
learning,both,single,CONFIG_defaultContribProp,-0.09696519952210614,-0.8895510241032338,8,0.2885022847533456,0.2885022847533456,-0.38546748427545174,-1.1780533088565794
learning,both,single,CONFIG_rewardExists,0.18164241230587463,-0.03681272579271934,8,0.59916450018261,0.59916450018261,-0.4175220878767354,-0.6359772259753294
learning,both,single,CONFIG_showNRounds,0.5063132774984229,0.5620508071480476,8,-1.336738999237511,-1.336738999237511,1.8430522767359339,1.8987898063855586
learning,both,single,CONFIG_showOtherSummaries,-1.2299369574342522,-1.178536227661652,8,0.24038571198391434,0.24038571198391434,-1.4703226694181666,-1.4189219396455663
learning,both,single,CONFIG_showPunishmentId,-0.1932464754280141,-0.18271786852655397,8,-0.11809372829482978,-0.11809372829482978,-0.07515274713318432,-0.06462414023172419
learning,data_only,joint,CONFIG_allOrNothing,-0.47052720958468064,-0.5307181601865903,3,0.05144396992074518,0.05144396992074518,-0.5219711795054258,-0.5821621301073355
learning,data_only,joint,CONFIG_chat,-0.5043573227004404,-0.49972769307081116,3,-0.2586308269739448,-0.2586308269739448,-0.24572649572649563,-0.24109686609686637
learning,data_only,joint,CONFIG_defaultContribProp,-0.083888819852174,-0.11487172583507987,3,-0.05183753780089195,-0.05183753780089195,-0.03205128205128205,-0.06303418803418792
learning,data_only,joint,CONFIG_rewardExists,0.19932740295576634,0.1405667191950826,3,-0.03678370815534471,-0.03678370815534471,0.23611111111111105,0.1773504273504273
learning,data_only,joint,CONFIG_showNRounds,-0.15590031393798967,-0.09968114236848813,3,-0.1496603424635734,-0.1496603424635734,-0.006239971474416267,0.049979200095085274
learning,data_only,joint,CONFIG_showOtherSummaries,0.147601659747568,0.2742102110136537,3,0.02911740427701137,0.02911740427701137,0.11848425547055663,0.24509280673664235
learning,data_only,joint,CONFIG_showPunishmentId,0.3783879734024167,0.3860930468969639,3,-0.06755797254352902,-0.06755797254352902,0.4459459459459457,0.4536510194404929
learning,data_only,joint_reasoning,CONFIG_allOrNothing,-1.286040463454099,-1.3169365080487736,3,0.274713850724873,0.274713850724873,-1.560754314178972,-1.5916503587736466
learning,data_only,joint_reasoning,CONFIG_chat,-0.809912878255996,-0.5880467813898996,3,-0.6272205705636891,-0.6272205705636891,-0.18269230769230693,0.03917378917378944
learning,data_only,joint_reasoning,CONFIG_defaultContribProp,-0.4877349736983274,-0.5326067685701226,3,-0.18004266600601992,-0.18004266600601992,-0.3076923076923075,-0.35256410256410264
learning,data_only,joint_reasoning,CONFIG_rewardExists,-0.5186213149929513,-0.4196184659901026,3,-0.16498883636047346,-0.16498883636047346,-0.3536324786324778,-0.25462962962962915
learning,data_only,joint_reasoning,CONFIG_showNRounds,0.24506242451806282,0.24999497339784005,3,0.1774924476951001,0.1774924476951001,0.06756997682296273,0.07250252570273996
learning,data_only,joint_reasoning,CONFIG_showOtherSummaries,0.25665698798097836,0.3152467999954481,3,0.5993006456931296,0.5993006456931296,-0.3426436577121512,-0.2840538456976815
learning,data_only,joint_reasoning,CONFIG_showPunishmentId,0.7976625110980073,0.7800001118566602,3,0.4107492820795149,0.4107492820795149,0.38691322901849245,0.3692508297771453
learning,data_only,reasoning,CONFIG_allOrNothing,-2.4119966989993755,-1.732876732208176,3,-0.6710253415896623,-0.6710253415896623,-1.7409713574097132,-1.0618513906185136
learning,data_only,reasoning,CONFIG_chat,-0.48512655346967115,-0.8138302571733753,3,-1.557776126119244,-1.557776126119244,1.0726495726495728,0.7439458689458687
learning,data_only,reasoning,CONFIG_defaultContribProp,-0.540085401048755,-0.7761965121598661,3,-0.46957258053593454,-0.46957258053593454,-0.07051282051282048,-0.30662393162393153
learning,data_only,reasoning,CONFIG_rewardExists,-0.5250315714032068,-0.3872110585826946,3,-0.7483221696938058,-0.7483221696938058,0.22329059829059905,0.3611111111111112
learning,data_only,reasoning,CONFIG_showNRounds,-0.5809315137953615,-0.5747509706207016,3,-1.7982608060043115,-1.7982608060043115,1.21732929220895,1.2235098353836098
learning,data_only,reasoning,CONFIG_showOtherSummaries,0.58115440836881,0.539762010812029,3,0.29401688835457773,0.29401688835457773,0.2871375200142323,0.24574512245745128
learning,data_only,reasoning,CONFIG_showPunishmentId,0.11451884111223198,0.6121480492677553,3,0.4982315011406815,0.4982315011406815,-0.3837126600284495,0.11391654812707386
learning,data_only,single,CONFIG_allOrNothing,-1.4458088822524333,-1.3644305809901278,3,-0.6717095561237927,-0.6717095561237927,-0.7740993261286406,-0.6927210248663351
learning,data_only,single,CONFIG_chat,-1.7803223449052261,-1.9125351610830623,3,0.7119609021916542,0.7119609021916542,-2.4922832470968803,-2.6244960632747167
learning,data_only,single,CONFIG_defaultContribProp,-1.0448712830017444,-0.9873547651654091,3,0.2885022847533456,0.2885022847533456,-1.33337356775509,-1.2758570499187547
learning,data_only,single,CONFIG_rewardExists,-1.3979395514738737,-1.1198814290170493,3,0.59916450018261,0.59916450018261,-1.9971040516564837,-1.7190459291996594
learning,data_only,single,CONFIG_showNRounds,-0.31443702397337536,-0.19047037594390845,3,-1.336738999237511,-1.336738999237511,1.0223019752641356,1.1462686232936026
learning,data_only,single,CONFIG_showOtherSummaries,0.3700710850405602,0.31561964454840363,3,0.24038571198391434,0.24038571198391434,0.12968537305664585,0.07523393256448929
learning,data_only,single,CONFIG_showPunishmentId,0.7507506181949974,0.685960402108584,3,-0.11809372829482978,-0.11809372829482978,0.8688443464898272,0.8040541304034138
learning,paper_only,joint,CONFIG_allOrNothing,-0.32179922524025883,-0.4917571212255516,3,0.05144396992074518,0.05144396992074518,-0.373243195161004,-0.5432010911462968
learning,paper_only,joint,CONFIG_chat,1.6430785747354566,1.7410130476699297,3,-0.2586308269739448,-0.2586308269739448,1.9017094017094014,1.9996438746438745
learning,paper_only,joint,CONFIG_defaultContribProp,0.5752992143358604,0.5322080462446922,3,-0.05183753780089195,-0.05183753780089195,0.6271367521367524,0.5840455840455842
learning,paper_only,joint,CONFIG_rewardExists,0.47603680466516796,0.9122903659187293,3,-0.03678370815534471,-0.03678370815534471,0.5128205128205127,0.949074074074074
learning,paper_only,joint,CONFIG_showNRounds,-0.04536367639118932,0.1344069303717511,3,-0.1496603424635734,-0.1496603424635734,0.10429666607238408,0.2840672728353245
learning,paper_only,joint,CONFIG_showOtherSummaries,-0.29911600614817946,0.17084781998003015,3,0.02911740427701137,0.02911740427701137,-0.32823341042519083,0.14173041570301878
learning,paper_only,joint,CONFIG_showPunishmentId,0.0017876889073944469,0.1321812403535775,3,-0.06755797254352902,-0.06755797254352902,0.06934566145092347,0.19973921289710653
learning,paper_only,joint_reasoning,CONFIG_allOrNothing,-1.1106268359856772,-0.8346972860835246,3,0.274713850724873,0.274713850724873,-1.3853406867105502,-1.1094111368083976
learning,paper_only,joint_reasoning,CONFIG_chat,2.9037623354192172,2.2492039308608125,3,-0.6272205705636891,-0.6272205705636891,3.5309829059829063,2.8764245014245016
learning,paper_only,joint_reasoning,CONFIG_defaultContribProp,0.18747870151534762,-0.32178055774391184,3,-0.18004266600601992,-0.18004266600601992,0.36752136752136755,-0.14173789173789192
