variation,family,mode,input_group,rmse_validation,r2_validation,correlation_validation,directional_accuracy_validation,validation_rmse_percentile,validation_r2_percentile,validation_correlation_percentile,validation_directional_accuracy_percentile,rmse_learning,r2_learning,correlation_learning,directional_accuracy_learning,learning_rmse_percentile,learning_r2_percentile,learning_correlation_percentile,learning_directional_accuracy_percentile,mean_crosswave_rank
both_contrastive,both_contrastive,single,both,6.416857409579566,0.1902042831097731,0.7706024185940205,0.7,92.72727272727273,92.72727272727273,100.0,100.0,14.562966189083774,0.04544237919865346,0.4488167452860782,0.6066666666666667,85.45454545454545,85.45454545454545,98.18181818181819,96.36363636363636,1.5
both_contrastive_reasoning,both_contrastive,reasoning,both,6.129750090885297,0.26104798926869965,0.7466479618024139,0.6,96.36363636363636,96.36363636363636,96.36363636363636,85.45454545454545,14.565212457053384,0.04514788458174446,0.4319658140993421,0.64,83.63636363636364,83.63636363636364,90.9090909090909,100.0,3.5
both_uncertainty_reasoning,both_uncertainty,reasoning,both,5.491832621551763,0.40684897851797186,0.730732194852368,0.7,100.0,100.0,92.72727272727273,100.0,14.401478327937909,0.0664950671489637,0.4096375689029177,0.6,96.36363636363636,96.36363636363636,54.54545454545455,89.0909090909091,4.5
both_uncertainty,both_uncertainty,single,both,6.695256434642655,0.11841309858595006,0.715695761991494,0.55,89.0909090909091,89.0909090909091,85.45454545454545,69.0909090909091,14.354508683434943,0.07257428936705912,0.4271613301772494,0.5866666666666667,100.0,100.0,87.27272727272727,80.0,5.5
paper_only_structured_joint,paper_only_structured,joint,paper_only,7.336907291949823,-0.058660625012128875,0.676214948358416,0.6,72.72727272727273,72.72727272727273,60.0,85.45454545454545,14.479138990550467,0.05639998097659926,0.4196590053775115,0.58,92.72727272727273,92.72727272727273,78.18181818181819,74.54545454545455,8.5
both_contrastive_joint_reasoning,both_contrastive,joint_reasoning,both,7.536374792959801,-0.11700643310707393,0.715790146824604,0.6,60.0,60.0,87.27272727272727,85.45454545454545,14.54678950931122,0.04756186453337985,0.43276322175455,0.5266666666666666,87.27272727272727,87.27272727272727,92.72727272727273,38.18181818181818,10.5
both_contrastive_joint,both_contrastive,joint,both,6.333030503409866,0.21122369217999726,0.7309019351203337,0.55,94.54545454545455,94.54545454545455,94.54545454545455,69.0909090909091,14.724483625430514,0.024151017542501485,0.4164376716418044,0.5466666666666666,69.0909090909091,69.0909090909091,70.9090909090909,50.90909090909091,12.0
paper_only_freeform_joint,paper_only_freeform,joint,paper_only,7.150015830775674,-0.0054134817418018955,0.6863975740146674,0.55,78.18181818181819,78.18181818181819,67.27272727272727,69.0909090909091,14.654057414996148,0.03346353310390204,0.4011965964547671,0.58,74.54545454545455,74.54545454545455,43.63636363636363,74.54545454545455,15.0
both_rules_joint,both_rules,joint,both,8.318665557770979,-0.36093701547882473,0.6687354786882401,0.55,36.36363636363637,36.36363636363637,58.18181818181818,69.0909090909091,14.486047876554805,0.05549926715230591,0.4566775700143582,0.6333333333333333,90.9090909090909,90.9090909090909,100.0,98.18181818181819,15.0
paper_only_quantitative_reasoning,paper_only_quantitative,reasoning,paper_only,7.360670375689955,-0.06552939953058456,0.6526313647726364,0.55,65.45454545454545,65.45454545454545,45.45454545454545,69.0909090909091,14.616509847086048,0.0384102313343575,0.4061933040238646,0.6066666666666667,80.0,80.0,50.90909090909091,96.36363636363636,15.5
both_structured_joint,both_structured,joint,both,7.009466709275499,0.0337252019496731,0.6223798333623792,0.55,85.45454545454545,85.45454545454545,38.18181818181818,69.0909090909091,14.503526544981156,0.053218648613150066,0.3851743512027547,0.6066666666666667,89.0909090909091,89.0909090909091,34.54545454545455,96.36363636363636,15.5
