wave,input_group,mode,feature,median_value,mean_value,n_variants,baseline_median_value,baseline_mean_value,median_delta_vs_baseline,mean_delta_vs_baseline
learning,data_only,joint_reasoning,control_pct,-0.46752337824913304,-0.5672401484687056,3,-0.6857572796444442,-0.6857572796444442,0.21823390139531118,0.11851713117573859
learning,data_only,reasoning,CONFIG_MPCR,-0.041067584153799803,-0.09742672007000987,3,0.044573076626017186,0.044573076626017186,-0.085640660779817,-0.14199979669602705
learning,data_only,reasoning,CONFIG_numRounds,-0.08217627253585409,-0.07095709233794374,3,-0.07140107842908514,-0.07140107842908514,-0.010775194106768957,0.0004439860911413934
learning,data_only,reasoning,CONFIG_playerCount,0.06956629854504454,0.04499445932297272,3,0.15436392168952717,0.15436392168952717,-0.08479762314448264,-0.10936946236655445
learning,data_only,reasoning,CONFIG_punishmentCost,-0.05465410345388294,-0.05476452366765731,3,-0.038622778445417345,-0.038622778445417345,-0.016031325008465595,-0.01614174522223996
learning,data_only,reasoning,CONFIG_punishmentTech,0.0024678014312827065,-0.04183284946633151,3,-0.11752784920362758,-0.11752784920362758,0.11999565063491029,0.07569499973729607
learning,data_only,reasoning,CONFIG_rewardTech,-0.04804128305891338,-0.04925039667669041,3,-0.05544321388954845,-0.05544321388954845,0.007401930830635069,0.00619281721285804
learning,data_only,reasoning,control_pct,-0.4855872543453861,-0.4600922631933151,3,-0.7193932182472812,-0.7193932182472812,0.23380596390189512,0.2593009550539661
learning,data_only,single,CONFIG_MPCR,0.0830935217386247,0.10298857206004763,3,-0.06728312067836208,-0.06728312067836208,0.15037664241698678,0.1702716927384097
learning,data_only,single,CONFIG_numRounds,-0.117791107650557,-0.11459240657622145,3,-0.16976196688580789,-0.16976196688580789,0.05197085923525088,0.05516956030958643
learning,data_only,single,CONFIG_playerCount,0.20861508761415645,0.16474914742637414,3,0.2661259601443949,0.2661259601443949,-0.05751087253023843,-0.10137681271802074
