variation,input_group,family,mode,feature,predicted_effect_feature_corr,baseline_feature_corr,feature_corr_shift_vs_matched_baseline,wave
both_contrastive_reasoning,both,contrastive,reasoning,CONFIG_MPCR,0.20207501503375738,0.13188501076175915,0.07019000427199823,validation
both_contrastive_reasoning,both,contrastive,reasoning,CONFIG_allOrNothing,-0.13398242280189593,-0.18052803605451592,0.046545613252619994,validation
both_contrastive_reasoning,both,contrastive,reasoning,CONFIG_chat,-0.3715138723518038,-0.4860955526190372,0.11458168026723342,validation
both_contrastive_reasoning,both,contrastive,reasoning,CONFIG_defaultContribProp,0.18561713167910449,0.17180861615987078,0.013808515519233705,validation
both_contrastive_reasoning,both,contrastive,reasoning,CONFIG_rewardExists,0.2596360616697225,0.28462432079834904,-0.024988259128626567,validation
both_contrastive_reasoning,both,contrastive,reasoning,CONFIG_showOtherSummaries,0.08372861316306286,0.11051940257373832,-0.02679078941067546,validation
both_contrastive_reasoning,both,contrastive,reasoning,CONFIG_showPunishmentId,-0.1219193770952875,-0.06755556494112071,-0.05436381215416679,validation
both_contrastive_reasoning,both,contrastive,reasoning,CONFIG_punishmentCost,-0.23274060117463102,-0.1918686528598203,-0.040871948314810724,validation
both_contrastive_reasoning,both,contrastive,reasoning,CONFIG_punishmentTech,0.06926675428436042,0.02719254210715066,0.04207421217720976,validation
both_contrastive_joint,both,contrastive,joint,CONFIG_playerCount,0.17613499730723053,0.24117167678519302,-0.06503667947796249,validation
both_contrastive_joint,both,contrastive,joint,CONFIG_numRounds,0.1165518890763057,0.04753313604164467,0.06901875303466104,validation
both_contrastive_joint,both,contrastive,joint,CONFIG_showNRounds,-0.3459225589659907,-0.32192390605657417,-0.02399865290941655,validation
both_contrastive_joint,both,contrastive,joint,CONFIG_MPCR,0.17443270559511426,0.13648408880456228,0.037948616790551976,validation
both_contrastive_joint,both,contrastive,joint,CONFIG_allOrNothing,-0.2495868849904488,-0.1908213777423254,-0.05876550724812338,validation
both_contrastive_joint,both,contrastive,joint,CONFIG_chat,-0.3300070581729342,-0.41440551492324385,0.08439845675030966,validation
both_contrastive_joint,both,contrastive,joint,CONFIG_defaultContribProp,0.19890295581163733,0.17086471735010983,0.028038238461527504,validation
both_contrastive_joint,both,contrastive,joint,CONFIG_rewardExists,0.3335320247003259,0.3007028677287291,0.032829156971596773,validation
both_contrastive_joint,both,contrastive,joint,CONFIG_showOtherSummaries,-0.011607668649015402,0.02586947381652278,-0.03747714246553818,validation
both_contrastive_joint,both,contrastive,joint,CONFIG_showPunishmentId,-0.07665327787025844,-0.03592477569270107,-0.04072850217755737,validation
both_contrastive_joint,both,contrastive,joint,CONFIG_punishmentCost,-0.20992912600166141,-0.10109023123622378,-0.10883889476543764,validation
both_contrastive_joint,both,contrastive,joint,CONFIG_punishmentTech,0.11752439706002203,0.07374766833092984,0.04377672872909219,validation
both_contrastive_joint_reasoning,both,contrastive,joint_reasoning,CONFIG_playerCount,0.17487338247406634,0.1854321525238174,-0.01055877004975106,validation
both_contrastive_joint_reasoning,both,contrastive,joint_reasoning,CONFIG_numRounds,0.08330567885053335,0.003185043130063075,0.08012063572047028,validation
both_contrastive_joint_reasoning,both,contrastive,joint_reasoning,CONFIG_showNRounds,-0.32675735094917885,-0.3063655510777696,-0.020391799871409266,validation
both_contrastive_joint_reasoning,both,contrastive,joint_reasoning,CONFIG_MPCR,0.14765312083869706,0.16357142556730966,-0.01591830472861261,validation
both_contrastive_joint_reasoning,both,contrastive,joint_reasoning,CONFIG_allOrNothing,-0.1704925396887657,-0.1735773124569506,0.00308477276818489,validation
both_contrastive_joint_reasoning,both,contrastive,joint_reasoning,CONFIG_chat,-0.36664566815640265,-0.4266329570290786,0.05998728887267596,validation
both_contrastive_joint_reasoning,both,contrastive,joint_reasoning,CONFIG_defaultContribProp,0.24032323797566418,0.05245158547333746,0.18787165250232674,validation
both_contrastive_joint_reasoning,both,contrastive,joint_reasoning,CONFIG_rewardExists,0.3085660178515186,0.27141888357033594,0.03714713428118266,validation
both_contrastive_joint_reasoning,both,contrastive,joint_reasoning,CONFIG_showOtherSummaries,-0.003919345405534704,0.11607111695861128,-0.11999046236414598,validation
both_contrastive_joint_reasoning,both,contrastive,joint_reasoning,CONFIG_showPunishmentId,-0.167939425542437,-0.033342566828344924,-0.13459685871409205,validation
both_contrastive_joint_reasoning,both,contrastive,joint_reasoning,CONFIG_punishmentCost,-0.29030168719215055,-0.09006143627198722,-0.20024025092016334,validation
both_contrastive_joint_reasoning,both,contrastive,joint_reasoning,CONFIG_punishmentTech,0.049687878224156955,0.12574200177233305,-0.07605412354817609,validation
both_ensemble,both,ensemble,single,CONFIG_playerCount,0.12507817477454383,0.1576257110807447,-0.03254753630620086,validation
both_ensemble,both,ensemble,single,CONFIG_numRounds,0.0921372145910109,0.05371145815605968,0.03842575643495122,validation
both_ensemble,both,ensemble,single,CONFIG_showNRounds,-0.3169478016075764,-0.2980260174282772,-0.018921784179299184,validation
both_ensemble,both,ensemble,single,CONFIG_MPCR,0.4123976671584633,0.16525898747782167,0.24713867968064165,validation
both_ensemble,both,ensemble,single,CONFIG_allOrNothing,-0.09908591227008283,-0.23331444062528234,0.1342285283551995,validation
both_ensemble,both,ensemble,single,CONFIG_chat,-0.3826806137405072,-0.4712066462559778,0.08852603251547059,validation
both_ensemble,both,ensemble,single,CONFIG_defaultContribProp,0.22169411273443643,0.19160902727024523,0.030085085464191197,validation
both_ensemble,both,ensemble,single,CONFIG_rewardExists,0.005736453544801764,0.31414186365643504,-0.30840541011163325,validation
both_ensemble,both,ensemble,single,CONFIG_showOtherSummaries,0.1387541819420418,0.05068547148938029,0.08806871045266151,validation
both_ensemble,both,ensemble,single,CONFIG_showPunishmentId,-0.12341723532336979,-0.08306053878152236,-0.040356696541847425,validation
both_ensemble,both,ensemble,single,CONFIG_punishmentCost,-0.3038701058906639,-0.16980377118586976,-0.13406633470479412,validation
both_ensemble,both,ensemble,single,CONFIG_punishmentTech,-0.010758852584015119,0.04616568678232502,-0.05692453936634014,validation
both_ensemble_reasoning,both,ensemble,reasoning,CONFIG_playerCount,0.07632999511655643,0.15370220921934255,-0.07737221410278612,validation
both_ensemble_reasoning,both,ensemble,reasoning,CONFIG_numRounds,0.023201218829251753,0.07316830328148677,-0.049967084452235015,validation
both_ensemble_reasoning,both,ensemble,reasoning,CONFIG_showNRounds,-0.34569302425258247,-0.2589433001174376,-0.08674972413514487,validation
both_ensemble_reasoning,both,ensemble,reasoning,CONFIG_MPCR,0.4241070562244036,0.13188501076175915,0.2922220454626444,validation
both_ensemble_reasoning,both,ensemble,reasoning,CONFIG_allOrNothing,-0.1709424984927142,-0.18052803605451592,0.009585537561801721,validation
both_ensemble_reasoning,both,ensemble,reasoning,CONFIG_chat,-0.36027205292417525,-0.4860955526190372,0.12582349969486195,validation
both_ensemble_reasoning,both,ensemble,reasoning,CONFIG_defaultContribProp,0.13493152637501463,0.17180861615987078,-0.036877089784856154,validation
both_ensemble_reasoning,both,ensemble,reasoning,CONFIG_rewardExists,0.03624315482671693,0.28462432079834904,-0.24838116597163212,validation
both_ensemble_reasoning,both,ensemble,reasoning,CONFIG_showOtherSummaries,0.11803729212201215,0.11051940257373832,0.007517889548273829,validation
both_ensemble_reasoning,both,ensemble,reasoning,CONFIG_showPunishmentId,-0.11866743989161685,-0.06755556494112071,-0.05111187495049614,validation
both_ensemble_reasoning,both,ensemble,reasoning,CONFIG_punishmentCost,-0.2914971539520485,-0.1918686528598203,-0.0996285010922282,validation
both_ensemble_reasoning,both,ensemble,reasoning,CONFIG_punishmentTech,0.0267232015042286,0.02719254210715066,-0.0004693406029220616,validation
both_ensemble_joint,both,ensemble,joint,CONFIG_playerCount,0.0955789161745302,0.24117167678519302,-0.14559276061066284,validation
both_ensemble_joint,both,ensemble,joint,CONFIG_numRounds,0.10921873705023821,0.04753313604164467,0.06168560100859354,validation
both_ensemble_joint,both,ensemble,joint,CONFIG_showNRounds,-0.2657976103714145,-0.32192390605657417,0.056126295685159644,validation
both_ensemble_joint,both,ensemble,joint,CONFIG_MPCR,0.36316221675913796,0.13648408880456228,0.22667812795457568,validation
both_ensemble_joint,both,ensemble,joint,CONFIG_allOrNothing,-0.2845928892404457,-0.1908213777423254,-0.09377151149812027,validation
both_ensemble_joint,both,ensemble,joint,CONFIG_chat,-0.5187673403080576,-0.41440551492324385,-0.10436182538481376,validation
both_ensemble_joint,both,ensemble,joint,CONFIG_defaultContribProp,0.21438815088521826,0.17086471735010983,0.04352343353510843,validation
both_ensemble_joint,both,ensemble,joint,CONFIG_rewardExists,0.08998522671813544,0.3007028677287291,-0.21071764101059368,validation
both_ensemble_joint,both,ensemble,joint,CONFIG_showOtherSummaries,0.029283566766841653,0.02586947381652278,0.0034140929503188727,validation
both_ensemble_joint,both,ensemble,joint,CONFIG_showPunishmentId,-0.0715786230298154,-0.03592477569270107,-0.035653847337114325,validation
both_ensemble_joint,both,ensemble,joint,CONFIG_punishmentCost,-0.15704898982855842,-0.10109023123622378,-0.05595875859233464,validation
both_ensemble_joint,both,ensemble,joint,CONFIG_punishmentTech,-0.037876763636991134,0.07374766833092984,-0.11162443196792098,validation
both_ensemble_joint_reasoning,both,ensemble,joint_reasoning,CONFIG_playerCount,0.16249621508064718,0.1854321525238174,-0.022935937443170212,validation
both_ensemble_joint_reasoning,both,ensemble,joint_reasoning,CONFIG_numRounds,0.011205481961157993,0.003185043130063075,0.008020438831094918,validation
both_ensemble_joint_reasoning,both,ensemble,joint_reasoning,CONFIG_showNRounds,-0.309605490388694,-0.3063655510777696,-0.0032399393109244223,validation
both_ensemble_joint_reasoning,both,ensemble,joint_reasoning,CONFIG_MPCR,0.32519662598205223,0.16357142556730966,0.16162520041474257,validation
both_ensemble_joint_reasoning,both,ensemble,joint_reasoning,CONFIG_allOrNothing,-0.16479235708242998,-0.1735773124569506,0.00878495537452062,validation
both_ensemble_joint_reasoning,both,ensemble,joint_reasoning,CONFIG_chat,-0.36764623522497103,-0.4266329570290786,0.05898672180410758,validation
both_ensemble_joint_reasoning,both,ensemble,joint_reasoning,CONFIG_defaultContribProp,0.16083540352676562,0.05245158547333746,0.10838381805342816,validation
both_ensemble_joint_reasoning,both,ensemble,joint_reasoning,CONFIG_rewardExists,0.072375052610055,0.27141888357033594,-0.19904383096028094,validation
both_ensemble_joint_reasoning,both,ensemble,joint_reasoning,CONFIG_showOtherSummaries,0.13397655817784482,0.11607111695861128,0.017905441219233542,validation
both_ensemble_joint_reasoning,both,ensemble,joint_reasoning,CONFIG_showPunishmentId,-0.1873072400740889,-0.033342566828344924,-0.15396467324574398,validation
both_ensemble_joint_reasoning,both,ensemble,joint_reasoning,CONFIG_punishmentCost,-0.24939204448888977,-0.09006143627198722,-0.15933060821690254,validation
both_ensemble_joint_reasoning,both,ensemble,joint_reasoning,CONFIG_punishmentTech,0.03181501101780023,0.12574200177233305,-0.09392699075453281,validation
both_freeform,both,freeform,single,CONFIG_playerCount,0.0733956446778761,0.1576257110807447,-0.08423006640286859,validation
both_freeform,both,freeform,single,CONFIG_numRounds,0.06644929824348213,0.05371145815605968,0.012737840087422445,validation
both_freeform,both,freeform,single,CONFIG_showNRounds,-0.3698005915457103,-0.2980260174282772,-0.0717745741174331,validation
both_freeform,both,freeform,single,CONFIG_MPCR,0.1780211266236633,0.16525898747782167,0.012762139145841622,validation
both_freeform,both,freeform,single,CONFIG_allOrNothing,-0.10774080845050243,-0.23331444062528234,0.1255736321747799,validation
both_freeform,both,freeform,single,CONFIG_chat,-0.2785231030383486,-0.4712066462559778,0.1926835432176292,validation
both_freeform,both,freeform,single,CONFIG_defaultContribProp,0.23464870814238356,0.19160902727024523,0.04303968087213833,validation
both_freeform,both,freeform,single,CONFIG_rewardExists,0.2803131459583194,0.31414186365643504,-0.03382871769811563,validation
both_freeform,both,freeform,single,CONFIG_showOtherSummaries,0.018924059354500502,0.05068547148938029,-0.03176141213487979,validation
both_freeform,both,freeform,single,CONFIG_showPunishmentId,-0.16123620163216126,-0.08306053878152236,-0.0781756628506389,validation
both_freeform,both,freeform,single,CONFIG_punishmentCost,-0.26263688354364173,-0.16980377118586976,-0.09283311235777197,validation
both_freeform,both,freeform,single,CONFIG_punishmentTech,-0.08014150070036365,0.04616568678232502,-0.12630718748268865,validation
both_freeform_reasoning,both,freeform,reasoning,CONFIG_playerCount,0.0011604440995135804,0.15370220921934255,-0.15254176511982898,validation
both_freeform_reasoning,both,freeform,reasoning,CONFIG_numRounds,0.08444375968845362,0.07316830328148677,0.011275456406966852,validation
both_freeform_reasoning,both,freeform,reasoning,CONFIG_showNRounds,-0.3228080701726086,-0.2589433001174376,-0.063864770055171,validation
both_freeform_reasoning,both,freeform,reasoning,CONFIG_MPCR,0.21228298865126932,0.13188501076175915,0.08039797788951017,validation
both_freeform_reasoning,both,freeform,reasoning,CONFIG_allOrNothing,-0.18375795951416846,-0.18052803605451592,-0.003229923459652534,validation
both_freeform_reasoning,both,freeform,reasoning,CONFIG_chat,-0.3470402733416334,-0.4860955526190372,0.1390552792774038,validation
both_freeform_reasoning,both,freeform,reasoning,CONFIG_defaultContribProp,0.21036936043904686,0.17180861615987078,0.03856074427917608,validation
both_freeform_reasoning,both,freeform,reasoning,CONFIG_rewardExists,0.2911682325679988,0.28462432079834904,0.006543911769649746,validation
both_freeform_reasoning,both,freeform,reasoning,CONFIG_showOtherSummaries,0.02915465589257808,0.11051940257373832,-0.08136474668116024,validation
both_freeform_reasoning,both,freeform,reasoning,CONFIG_showPunishmentId,-0.12584005940163315,-0.06755556494112071,-0.05828449446051244,validation
both_freeform_reasoning,both,freeform,reasoning,CONFIG_punishmentCost,-0.3052062761054967,-0.1918686528598203,-0.11333762324567642,validation
both_freeform_reasoning,both,freeform,reasoning,CONFIG_punishmentTech,-0.01283200781059625,0.02719254210715066,-0.04002454991774691,validation
both_freeform_joint,both,freeform,joint,CONFIG_playerCount,0.16485429111711244,0.24117167678519302,-0.07631738566808058,validation
both_freeform_joint,both,freeform,joint,CONFIG_numRounds,0.14720964405607914,0.04753313604164467,0.09967650801443448,validation
both_freeform_joint,both,freeform,joint,CONFIG_showNRounds,-0.3121610442187173,-0.32192390605657417,0.009762861837856851,validation
both_freeform_joint,both,freeform,joint,CONFIG_MPCR,0.24082425883894235,0.13648408880456228,0.10434017003438006,validation
both_freeform_joint,both,freeform,joint,CONFIG_allOrNothing,-0.1491542490885368,-0.1908213777423254,0.041667128653788604,validation
both_freeform_joint,both,freeform,joint,CONFIG_chat,-0.2916665074703065,-0.41440551492324385,0.12273900745293737,validation
both_freeform_joint,both,freeform,joint,CONFIG_defaultContribProp,0.18911263806787756,0.17086471735010983,0.018247920717767735,validation
both_freeform_joint,both,freeform,joint,CONFIG_rewardExists,0.1871642357812534,0.3007028677287291,-0.11353863194747571,validation
both_freeform_joint,both,freeform,joint,CONFIG_showOtherSummaries,0.015724359748407964,0.02586947381652278,-0.010145114068114816,validation
both_freeform_joint,both,freeform,joint,CONFIG_showPunishmentId,-0.11682010494799178,-0.03592477569270107,-0.08089532925529071,validation
both_freeform_joint,both,freeform,joint,CONFIG_punishmentCost,-0.27195329698757487,-0.10109023123622378,-0.17086306575135107,validation
both_freeform_joint,both,freeform,joint,CONFIG_punishmentTech,0.006456623935376062,0.07374766833092984,-0.06729104439555378,validation
both_freeform_joint_reasoning,both,freeform,joint_reasoning,CONFIG_playerCount,0.13523612052521233,0.1854321525238174,-0.05019603199860506,validation
both_freeform_joint_reasoning,both,freeform,joint_reasoning,CONFIG_numRounds,0.20998244734676727,0.003185043130063075,0.2067974042167042,validation
both_freeform_joint_reasoning,both,freeform,joint_reasoning,CONFIG_showNRounds,-0.3749539994212175,-0.3063655510777696,-0.0685884483434479,validation
both_freeform_joint_reasoning,both,freeform,joint_reasoning,CONFIG_MPCR,0.2414734911101371,0.16357142556730966,0.07790206554282744,validation
both_freeform_joint_reasoning,both,freeform,joint_reasoning,CONFIG_allOrNothing,-0.14161211650843208,-0.1735773124569506,0.031965195948518516,validation
both_freeform_joint_reasoning,both,freeform,joint_reasoning,CONFIG_chat,-0.25460996615803366,-0.4266329570290786,0.17202299087104495,validation
both_freeform_joint_reasoning,both,freeform,joint_reasoning,CONFIG_defaultContribProp,0.1780979634801333,0.05245158547333746,0.12564637800679584,validation
both_freeform_joint_reasoning,both,freeform,joint_reasoning,CONFIG_rewardExists,0.1627592344782106,0.27141888357033594,-0.10865964909212533,validation
both_freeform_joint_reasoning,both,freeform,joint_reasoning,CONFIG_showOtherSummaries,-0.020040637059978102,0.11607111695861128,-0.13611175401858938,validation
both_freeform_joint_reasoning,both,freeform,joint_reasoning,CONFIG_showPunishmentId,-0.14902463758307893,-0.033342566828344924,-0.11568207075473401,validation
both_freeform_joint_reasoning,both,freeform,joint_reasoning,CONFIG_punishmentCost,-0.3016458930511496,-0.09006143627198722,-0.21158445677916238,validation
both_freeform_joint_reasoning,both,freeform,joint_reasoning,CONFIG_punishmentTech,-0.05271259872352343,0.12574200177233305,-0.17845460049585649,validation
both_quantitative,both,quantitative,single,CONFIG_playerCount,0.10961039983947843,0.1576257110807447,-0.04801531124126626,validation
both_quantitative,both,quantitative,single,CONFIG_numRounds,0.025399162691028328,0.05371145815605968,-0.028312295465031355,validation
both_quantitative,both,quantitative,single,CONFIG_showNRounds,-0.36877876677689414,-0.2980260174282772,-0.07075274934861692,validation
both_quantitative,both,quantitative,single,CONFIG_MPCR,0.26166701619233906,0.16525898747782167,0.0964080287145174,validation
both_quantitative,both,quantitative,single,CONFIG_allOrNothing,-0.1249217005906083,-0.23331444062528234,0.10839274003467404,validation
both_quantitative,both,quantitative,single,CONFIG_chat,-0.3728095656094649,-0.4712066462559778,0.09839708064651292,validation
both_quantitative,both,quantitative,single,CONFIG_defaultContribProp,0.2802715382353724,0.19160902727024523,0.08866251096512714,validation
both_quantitative,both,quantitative,single,CONFIG_rewardExists,0.25979090276597505,0.31414186365643504,-0.05435096089045999,validation
both_quantitative,both,quantitative,single,CONFIG_showOtherSummaries,0.0489076403412344,0.05068547148938029,-0.001777831148145892,validation
both_quantitative,both,quantitative,single,CONFIG_showPunishmentId,-0.09514298753139407,-0.08306053878152236,-0.012082448749871702,validation
both_quantitative,both,quantitative,single,CONFIG_punishmentCost,-0.31080925276954297,-0.16980377118586976,-0.1410054815836732,validation
both_quantitative,both,quantitative,single,CONFIG_punishmentTech,-0.060147122040777615,0.04616568678232502,-0.10631280882310264,validation
both_quantitative_reasoning,both,quantitative,reasoning,CONFIG_playerCount,0.11979644998271213,0.15370220921934255,-0.03390575923663042,validation
both_quantitative_reasoning,both,quantitative,reasoning,CONFIG_numRounds,0.05798097073893924,0.07316830328148677,-0.015187332542547526,validation
both_quantitative_reasoning,both,quantitative,reasoning,CONFIG_showNRounds,-0.37479209239655104,-0.2589433001174376,-0.11584879227911343,validation
both_quantitative_reasoning,both,quantitative,reasoning,CONFIG_MPCR,0.26315340823906025,0.13188501076175915,0.1312683974773011,validation
both_quantitative_reasoning,both,quantitative,reasoning,CONFIG_allOrNothing,-0.13364780414032051,-0.18052803605451592,0.04688023191419541,validation
both_quantitative_reasoning,both,quantitative,reasoning,CONFIG_chat,-0.43567073432333436,-0.4860955526190372,0.050424818295702833,validation
both_quantitative_reasoning,both,quantitative,reasoning,CONFIG_defaultContribProp,0.23942584907269385,0.17180861615987078,0.06761723291282307,validation
both_quantitative_reasoning,both,quantitative,reasoning,CONFIG_rewardExists,0.23053200200353888,0.28462432079834904,-0.05409231879481016,validation
both_quantitative_reasoning,both,quantitative,reasoning,CONFIG_showOtherSummaries,0.07409712547339045,0.11051940257373832,-0.03642227710034787,validation
both_quantitative_reasoning,both,quantitative,reasoning,CONFIG_showPunishmentId,-0.122277768425647,-0.06755556494112071,-0.05472220348452629,validation
both_quantitative_reasoning,both,quantitative,reasoning,CONFIG_punishmentCost,-0.3183421795473025,-0.1918686528598203,-0.12647352668748219,validation
both_quantitative_reasoning,both,quantitative,reasoning,CONFIG_punishmentTech,-0.07201335184744438,0.02719254210715066,-0.09920589395459505,validation
both_quantitative_joint,both,quantitative,joint,CONFIG_playerCount,0.1900957243268617,0.24117167678519302,-0.051075952458331325,validation
both_quantitative_joint,both,quantitative,joint,CONFIG_numRounds,0.10746541491171156,0.04753313604164467,0.05993227887006689,validation
both_quantitative_joint,both,quantitative,joint,CONFIG_showNRounds,-0.3514909455008527,-0.32192390605657417,-0.02956703944427852,validation
both_quantitative_joint,both,quantitative,joint,CONFIG_MPCR,0.25288327842212044,0.13648408880456228,0.11639918961755816,validation
both_quantitative_joint,both,quantitative,joint,CONFIG_allOrNothing,-0.21410866182343483,-0.1908213777423254,-0.023287284081109416,validation
both_quantitative_joint,both,quantitative,joint,CONFIG_chat,-0.35499066810822355,-0.41440551492324385,0.059414846815020295,validation
both_quantitative_joint,both,quantitative,joint,CONFIG_defaultContribProp,0.16578723381211502,0.17086471735010983,-0.005077483537994809,validation
both_quantitative_joint,both,quantitative,joint,CONFIG_rewardExists,0.20843888638290786,0.3007028677287291,-0.09226398134582126,validation
both_quantitative_joint,both,quantitative,joint,CONFIG_showOtherSummaries,0.008883236065946121,0.02586947381652278,-0.016986237750576658,validation
both_quantitative_joint,both,quantitative,joint,CONFIG_showPunishmentId,-0.007009120169161184,-0.03592477569270107,0.028915655523539883,validation
both_quantitative_joint,both,quantitative,joint,CONFIG_punishmentCost,-0.1654217511106631,-0.10109023123622378,-0.06433151987443932,validation
both_quantitative_joint,both,quantitative,joint,CONFIG_punishmentTech,0.048185758500161165,0.07374766833092984,-0.025561909830768677,validation
both_quantitative_joint_reasoning,both,quantitative,joint_reasoning,CONFIG_playerCount,0.18209452123595335,0.1854321525238174,-0.0033376312878640457,validation
both_quantitative_joint_reasoning,both,quantitative,joint_reasoning,CONFIG_numRounds,0.13109421571508076,0.003185043130063075,0.1279091725850177,validation
both_quantitative_joint_reasoning,both,quantitative,joint_reasoning,CONFIG_showNRounds,-0.36463449979885015,-0.3063655510777696,-0.05826894872108057,validation
both_quantitative_joint_reasoning,both,quantitative,joint_reasoning,CONFIG_MPCR,0.2579283708914127,0.16357142556730966,0.09435694532410302,validation
both_quantitative_joint_reasoning,both,quantitative,joint_reasoning,CONFIG_allOrNothing,-0.23125144714234286,-0.1735773124569506,-0.05767413468539226,validation
both_quantitative_joint_reasoning,both,quantitative,joint_reasoning,CONFIG_chat,-0.42435825382098746,-0.4266329570290786,0.0022747032080911445,validation
both_quantitative_joint_reasoning,both,quantitative,joint_reasoning,CONFIG_defaultContribProp,0.17365903026549534,0.05245158547333746,0.12120744479215788,validation
both_quantitative_joint_reasoning,both,quantitative,joint_reasoning,CONFIG_rewardExists,0.20416906692831152,0.27141888357033594,-0.06724981664202442,validation
both_quantitative_joint_reasoning,both,quantitative,joint_reasoning,CONFIG_showOtherSummaries,0.003832018894059964,0.11607111695861128,-0.11223909806455132,validation
both_quantitative_joint_reasoning,both,quantitative,joint_reasoning,CONFIG_showPunishmentId,-0.07551767291653286,-0.033342566828344924,-0.04217510608818793,validation
both_quantitative_joint_reasoning,both,quantitative,joint_reasoning,CONFIG_punishmentCost,-0.2680021100705223,-0.09006143627198722,-0.17794067379853512,validation
both_quantitative_joint_reasoning,both,quantitative,joint_reasoning,CONFIG_punishmentTech,0.002947163009318202,0.12574200177233305,-0.12279483876301485,validation
both_refined,both,refined,single,CONFIG_playerCount,0.06762581581948013,0.1576257110807447,-0.08999989526126456,validation
both_refined,both,refined,single,CONFIG_numRounds,0.01687087458079992,0.05371145815605968,-0.03684058357525977,validation
both_refined,both,refined,single,CONFIG_showNRounds,-0.2877744736215661,-0.2980260174282772,0.010251543806711116,validation
both_refined,both,refined,single,CONFIG_MPCR,0.21245011137098874,0.16525898747782167,0.04719112389316707,validation
both_refined,both,refined,single,CONFIG_allOrNothing,-0.2856732663112873,-0.23331444062528234,-0.05235882568600497,validation
both_refined,both,refined,single,CONFIG_chat,-0.3712179988022403,-0.4712066462559778,0.09998864745373748,validation
both_refined,both,refined,single,CONFIG_defaultContribProp,0.244805476881229,0.19160902727024523,0.05319644961098377,validation
both_refined,both,refined,single,CONFIG_rewardExists,0.3229814218334718,0.31414186365643504,0.008839558177036744,validation
both_refined,both,refined,single,CONFIG_showOtherSummaries,-0.06362789238519731,0.05068547148938029,-0.1143133638745776,validation
both_refined,both,refined,single,CONFIG_showPunishmentId,-0.09584529800444733,-0.08306053878152236,-0.012784759222924963,validation
both_refined,both,refined,single,CONFIG_punishmentCost,-0.22015731024396978,-0.16980377118586976,-0.05035353905810003,validation
both_refined,both,refined,single,CONFIG_punishmentTech,-0.06636719062668799,0.04616568678232502,-0.11253287740901301,validation
both_refined_reasoning,both,refined,reasoning,CONFIG_playerCount,0.04482547577065354,0.15370220921934255,-0.108876733448689,validation
both_refined_reasoning,both,refined,reasoning,CONFIG_numRounds,0.020948872335349096,0.07316830328148677,-0.05221943094613767,validation
both_refined_reasoning,both,refined,reasoning,CONFIG_showNRounds,-0.28260026993765613,-0.2589433001174376,-0.023656969820218532,validation
both_refined_reasoning,both,refined,reasoning,CONFIG_MPCR,0.17591776898406902,0.13188501076175915,0.04403275822230987,validation
both_refined_reasoning,both,refined,reasoning,CONFIG_allOrNothing,-0.23816478482596945,-0.18052803605451592,-0.05763674877145353,validation
both_refined_reasoning,both,refined,reasoning,CONFIG_chat,-0.3500088195610569,-0.4860955526190372,0.1360867330579803,validation
both_refined_reasoning,both,refined,reasoning,CONFIG_defaultContribProp,0.32914823698710716,0.17180861615987078,0.15733962082723638,validation
both_refined_reasoning,both,refined,reasoning,CONFIG_rewardExists,0.3930776549531773,0.28462432079834904,0.10845333415482827,validation
both_refined_reasoning,both,refined,reasoning,CONFIG_showOtherSummaries,0.022393617468426608,0.11051940257373832,-0.08812578510531172,validation
