wave,input_group,mode,feature,median_value,mean_value,n_variants,baseline_median_value,baseline_mean_value,median_delta_vs_baseline,mean_delta_vs_baseline
learning,both,joint,CONFIG_allOrNothing,-1.2298227086062088,-1.2977154323208502,8,-0.7254640535626233,-0.7254640535626233,-0.5043586550435855,-0.5722513787582268
learning,both,joint,CONFIG_chat,-7.1341650150081355,-7.36520133979446,8,-6.964827408170528,-6.964827408170528,-0.16933760683760735,-0.40037393162393187
learning,both,joint,CONFIG_defaultContribProp,-1.9433973668607205,-1.9100106147239693,8,-0.21423070019405444,-0.21423070019405444,-1.729166666666666,-1.6957799145299148
learning,both,joint,CONFIG_rewardExists,-2.9860358449074793,-2.9533168278134623,8,-2.0154161867878244,-2.0154161867878244,-0.9706196581196549,-0.9379006410256379
learning,both,joint,CONFIG_showNRounds,0.7726074414551283,0.8818737990946357,8,3.38769034393329,3.38769034393329,-2.6150829024781617,-2.5058165448386545
learning,both,joint,CONFIG_showOtherSummaries,3.930914237580696,3.91034405433928,8,4.32248157435351,4.32248157435351,-0.3915673367728143,-0.4121375200142303
learning,both,joint,CONFIG_showPunishmentId,2.649013862449359,2.8580287984379797,8,4.3783879734024165,4.3783879734024165,-1.7293741109530574,-1.5203591749644367
learning,both,joint_reasoning,CONFIG_allOrNothing,0.8086046174923517,1.267123944387392,8,1.7317499652952337,1.7317499652952337,-0.923145347802882,-0.46462602090784166
learning,both,joint_reasoning,CONFIG_chat,1.1056854123422946,1.4559182172849652,8,-3.869741938085056,-3.869741938085056,4.975427350427351,5.325660155370022
learning,both,joint_reasoning,CONFIG_defaultContribProp,0.6965598980965443,0.7202476525959453,8,-0.2441452301085838,-0.2441452301085838,0.9407051282051281,0.964392882704529
learning,both,joint_reasoning,CONFIG_rewardExists,-0.2675529389245756,-0.8284648364194442,8,-0.1756725970442341,-0.1756725970442341,-0.0918803418803415,-0.6527922393752101
learning,both,joint_reasoning,CONFIG_showNRounds,0.9974573096311531,1.014481345475423,8,4.167508493336035,4.167508493336035,-3.170051183704882,-3.153027147860612
learning,both,joint_reasoning,CONFIG_showOtherSummaries,0.41347961740634764,1.3970871849139126,8,4.2979307826794315,4.2979307826794315,-3.884451165273084,-2.900843597765519
learning,both,joint_reasoning,CONFIG_showPunishmentId,-0.09991928122062732,0.7295220841759541,8,3.9793837059770962,3.9793837059770962,-4.079302987197724,-3.2498616218011422
learning,both,reasoning,CONFIG_allOrNothing,-1.7677044895881706,-1.647997660597905,8,-0.34421516546441744,-0.34421516546441744,-1.4234893241237532,-1.3037824951334875
learning,both,reasoning,CONFIG_chat,11.421056010668451,11.245343323215486,8,-2.095169288512407,-2.095169288512407,13.516225299180858,13.340512611727894
learning,both,reasoning,CONFIG_defaultContribProp,1.0963012659798765,1.1675748066839673,8,-0.33923070019405444,-0.33923070019405444,1.435531966173931,1.5068055068780217
learning,both,reasoning,CONFIG_rewardExists,-0.005696684955887765,0.19136832471862492,8,-1.1521683235399598,-1.1521683235399598,1.146471638584072,1.3435366482585847
learning,both,reasoning,CONFIG_showNRounds,0.7944058777511851,0.8796833133516877,8,-0.16713226259193714,-0.16713226259193714,0.9615381403431222,1.0468155759436248
learning,both,reasoning,CONFIG_showOtherSummaries,0.5230667727856304,0.6678602586216043,8,1.341339428827803,1.341339428827803,-0.8182726560421727,-0.6734791702061989
learning,both,reasoning,CONFIG_showPunishmentId,-0.7931352628042025,-0.8422147274443776,8,1.1749740331463698,1.1749740331463698,-1.9681092959505724,-2.0171887605907477
learning,both,single,CONFIG_allOrNothing,-3.8033093524258703,-5.048818214203732,8,-0.23652544401980902,-0.23652544401980902,-3.5667839084060615,-4.812292770183923
learning,both,single,CONFIG_chat,-5.32809018385516,-3.797877440966707,8,-1.4492981606765338,-1.4492981606765338,-3.878792023178626,-2.3485792802901733
learning,both,single,CONFIG_defaultContribProp,-1.8001368039090053,-2.161850896042017,8,-0.1813034034354435,-0.1813034034354435,-1.6188334004735618,-1.9805474926065734
learning,both,single,CONFIG_rewardExists,-4.312907724843194,-5.227469440822871,8,-1.0811447620878782,-1.0811447620878782,-3.231762962755316,-4.1463246787349926
learning,both,single,CONFIG_showNRounds,-0.1294260038878594,-0.2652494820559024,8,0.11126446624037101,0.11126446624037101,-0.24069047012823042,-0.3765139482962734
learning,both,single,CONFIG_showOtherSummaries,3.6441851233222033,3.708134057015304,8,1.0728696313295136,1.0728696313295136,2.5713154919926895,2.63526442568579
learning,both,single,CONFIG_showPunishmentId,0.7353903440198213,0.7445724417030553,8,0.564613171241547,0.564613171241547,0.1707771727782743,0.17995927046150828
learning,data_only,joint,CONFIG_allOrNothing,-1.4667912195473232,-1.0227421179639737,3,-0.7254640535626233,-0.7254640535626233,-0.7413271659846998,-0.2972780644013504
learning,data_only,joint,CONFIG_chat,-6.473374416717536,-6.520739089082208,3,-6.964827408170528,-6.964827408170528,0.49145299145299237,0.44408831908832
learning,data_only,joint,CONFIG_defaultContribProp,-0.8712819822453355,-0.9542591902225448,3,-0.21423070019405444,-0.21423070019405444,-0.657051282051281,-0.7400284900284904
learning,data_only,joint,CONFIG_rewardExists,-2.29853584490748,-2.4616412580128935,3,-2.0154161867878244,-2.0154161867878244,-0.2831196581196558,-0.44622507122506905
learning,data_only,joint,CONFIG_showNRounds,3.5205125938887196,2.3684355748122323,3,3.38769034393329,3.38769034393329,0.13282224995542968,-1.0192547691210576
learning,data_only,joint,CONFIG_showOtherSummaries,3.578663748343904,3.7761375074615002,3,4.32248157435351,4.32248157435351,-0.7438178260096064,-0.5463440668920101
learning,data_only,joint,CONFIG_showPunishmentId,6.268501771410952,4.769924246517639,3,4.3783879734024165,4.3783879734024165,1.8901137980085352,0.3915362731152223
learning,data_only,joint_reasoning,CONFIG_allOrNothing,1.1274091006803957,0.7069026664753316,3,1.7317499652952337,1.7317499652952337,-0.604340864614838,-1.024847298819902
learning,data_only,joint_reasoning,CONFIG_chat,-1.0460239893671055,-2.10407242241554,3,-3.869741938085056,-3.869741938085056,2.8237179487179507,1.7656695156695164
learning,data_only,joint_reasoning,CONFIG_defaultContribProp,0.19068382972047537,0.15934479838144386,3,-0.2441452301085838,-0.2441452301085838,0.4348290598290592,0.4034900284900277
learning,data_only,joint_reasoning,CONFIG_rewardExists,-0.8081512295228652,0.031948485576849116,3,-0.1756725970442341,-0.1756725970442341,-0.6324786324786311,0.20762108262108322
learning,data_only,joint_reasoning,CONFIG_showNRounds,-1.0409065539094637,-0.23993192979346065,3,4.167508493336035,4.167508493336035,-5.208415047245499,-4.407440423129495
learning,data_only,joint_reasoning,CONFIG_showOtherSummaries,1.3123410299663911,0.6934713152062658,3,4.2979307826794315,4.2979307826794315,-2.9855897527130404,-3.604459467473166
learning,data_only,joint_reasoning,CONFIG_showPunishmentId,0.2962400359913202,0.4578095001923635,3,3.9793837059770962,3.9793837059770962,-3.683143669985776,-3.5215742057847326
learning,data_only,reasoning,CONFIG_allOrNothing,-0.5384782666992551,-0.8927922445512816,3,-0.34421516546441744,-0.34421516546441744,-0.1942631012348377,-0.5485770790868641
learning,data_only,reasoning,CONFIG_chat,-1.7313239193260175,-1.6612507576750957,3,-2.095169288512407,-2.095169288512407,0.36384536918638966,0.43391853083731147
learning,data_only,reasoning,CONFIG_defaultContribProp,-0.5367044029502974,-0.5585321085964696,3,-0.33923070019405444,-0.33923070019405444,-0.19747370275624299,-0.2193014084024152
learning,data_only,reasoning,CONFIG_rewardExists,-0.9001153904273562,-0.9821236316081747,3,-1.1521683235399598,-1.1521683235399598,0.25205293311260357,0.17004469193178506
learning,data_only,reasoning,CONFIG_showNRounds,-0.5655826162851891,-0.5196179750320625,3,-0.16713226259193714,-0.16713226259193714,-0.398450353693252,-0.3524857124401254
learning,data_only,reasoning,CONFIG_showOtherSummaries,0.897290327244455,0.8424439333622921,3,1.341339428827803,1.341339428827803,-0.4440491015833481,-0.49889549546551104
learning,data_only,reasoning,CONFIG_showPunishmentId,0.1526162443037924,0.28510365321336756,3,1.1749740331463698,1.1749740331463698,-1.0223577888425774,-0.8898703799330023
learning,data_only,single,CONFIG_allOrNothing,-4.0601212911313596,-3.725965767902435,3,-0.23652544401980902,-0.23652544401980902,-3.8235958471115508,-3.4894403238826257
learning,data_only,single,CONFIG_chat,-13.923514144597984,-13.466228759437731,3,-1.4492981606765338,-1.4492981606765338,-12.47421598392145,-12.016930598761197
learning,data_only,single,CONFIG_defaultContribProp,-3.238905042252995,-3.956284763887839,3,-0.1813034034354435,-0.1813034034354435,-3.0576016388175513,-3.7749813604523954
learning,data_only,single,CONFIG_rewardExists,-7.855705574772763,-8.008775258717906,3,-1.0811447620878782,-1.0811447620878782,-6.774560812684885,-6.9276304966300275
learning,data_only,single,CONFIG_showNRounds,-0.7911863128506162,-1.2630620092241192,3,0.11126446624037101,0.11126446624037101,-0.9024507790909873,-1.3743264754644902
learning,data_only,single,CONFIG_showOtherSummaries,3.6555159131650647,4.405643557802339,3,1.0728696313295136,1.0728696313295136,2.582646281835551,3.332773926472825
learning,data_only,single,CONFIG_showPunishmentId,3.303131626182651,2.716440948491968,3,0.564613171241547,0.564613171241547,2.7385184549411044,2.1518277772504213
learning,paper_only,joint,CONFIG_allOrNothing,-0.7539287395615535,-1.0383976952633862,3,-0.7254640535626233,-0.7254640535626233,-0.02846468599893015,-0.3129336417007629
learning,paper_only,joint,CONFIG_chat,-6.257562450905571,-6.675297493640612,3,-6.964827408170528,-6.964827408170528,0.7072649572649574,0.2895299145299157
learning,paper_only,joint,CONFIG_defaultContribProp,-1.7505554865188415,-1.9724215833849381,3,-0.21423070019405444,-0.21423070019405444,-1.536324786324787,-1.7581908831908837
learning,paper_only,joint,CONFIG_rewardExists,-3.1211854175570544,-3.3195472409188773,3,-2.0154161867878244,-2.0154161867878244,-1.10576923076923,-1.304131054131053
learning,paper_only,joint,CONFIG_showNRounds,1.7036111854380156,1.1425486074383695,3,3.38769034393329,3.38769034393329,-1.6840791584952743,-2.2451417364949204
learning,paper_only,joint,CONFIG_showOtherSummaries,3.7320172441631545,3.698215429539422,3,4.32248157435351,4.32248157435351,-0.5904643301903558,-0.6242661448140883
learning,paper_only,joint,CONFIG_showPunishmentId,3.4039925253227583,2.841759239405263,3,4.3783879734024165,4.3783879734024165,-0.9743954480796582,-1.5366287339971536
learning,paper_only,joint_reasoning,CONFIG_allOrNothing,2.1211824506181296,2.589960248163051,3,1.7317499652952337,1.7317499652952337,0.38943248532289587,0.8582102828678173
learning,paper_only,joint_reasoning,CONFIG_chat,1.7488478055046883,1.5547594864163685,3,-3.869741938085056,-3.869741938085056,5.6185897435897445,5.4245014245014245
learning,paper_only,joint_reasoning,CONFIG_defaultContribProp,0.5400428040794498,0.4260826901193358,3,-0.2441452301085838,-0.2441452301085838,0.7841880341880336,0.6702279202279195
learning,paper_only,joint_reasoning,CONFIG_rewardExists,-0.27289481926645465,-1.0456868420584782,3,-0.1756725970442341,-0.1756725970442341,-0.09722222222222054,-0.8700142450142441
learning,paper_only,joint_reasoning,CONFIG_showNRounds,1.1372000604602999,3.0261285682156926,3,4.167508493336035,4.167508493336035,-3.030308432875735,-1.1413799251203423
learning,paper_only,joint_reasoning,CONFIG_showOtherSummaries,3.9088541059315216,3.279250832492632,3,4.2979307826794315,4.2979307826794315,-0.3890766767479099,-1.0186799501867996
learning,paper_only,joint_reasoning,CONFIG_showPunishmentId,1.4651589549102402,2.576823250785062,3,3.9793837059770962,3.9793837059770962,-2.5142247510668563,-1.402560455192034
learning,paper_only,reasoning,CONFIG_allOrNothing,-0.14241880826681275,0.1610703565860628,3,-0.34421516546441744,-0.34421516546441744,0.2017963571976047,0.5052855220504803
learning,paper_only,reasoning,CONFIG_chat,7.224403433692262,7.697383329970598,3,-2.095169288512407,-2.095169288512407,9.319572722204668,9.792552618483004
learning,paper_only,reasoning,CONFIG_defaultContribProp,0.6395412719197933,0.8348977649592099,3,-0.33923070019405444,-0.33923070019405444,0.9787719721138477,1.1741284651532644
