wave,input_group,mode,feature,median_value,mean_value,n_variants
learning,baseline,joint,CONFIG_allOrNothing,0.05144396992074518,0.05144396992074518,1
learning,baseline,joint,CONFIG_chat,-0.2586308269739448,-0.2586308269739448,1
learning,baseline,joint,CONFIG_defaultContribProp,-0.05183753780089195,-0.05183753780089195,1
learning,baseline,joint,CONFIG_rewardExists,-0.03678370815534471,-0.03678370815534471,1
learning,baseline,joint,CONFIG_showNRounds,-0.1496603424635734,-0.1496603424635734,1
learning,baseline,joint,CONFIG_showOtherSummaries,0.02911740427701137,0.02911740427701137,1
learning,baseline,joint,CONFIG_showPunishmentId,-0.06755797254352902,-0.06755797254352902,1
learning,baseline,joint_reasoning,CONFIG_allOrNothing,0.274713850724873,0.274713850724873,1
learning,baseline,joint_reasoning,CONFIG_chat,-0.6272205705636891,-0.6272205705636891,1
learning,baseline,joint_reasoning,CONFIG_defaultContribProp,-0.18004266600601992,-0.18004266600601992,1
learning,baseline,joint_reasoning,CONFIG_rewardExists,-0.16498883636047346,-0.16498883636047346,1
learning,baseline,joint_reasoning,CONFIG_showNRounds,0.1774924476951001,0.1774924476951001,1
learning,baseline,joint_reasoning,CONFIG_showOtherSummaries,0.5993006456931296,0.5993006456931296,1
learning,baseline,joint_reasoning,CONFIG_showPunishmentId,0.4107492820795149,0.4107492820795149,1
learning,baseline,reasoning,CONFIG_allOrNothing,-0.6710253415896623,-0.6710253415896623,1
learning,baseline,reasoning,CONFIG_chat,-1.557776126119244,-1.557776126119244,1
learning,baseline,reasoning,CONFIG_defaultContribProp,-0.46957258053593454,-0.46957258053593454,1
learning,baseline,reasoning,CONFIG_rewardExists,-0.7483221696938058,-0.7483221696938058,1
learning,baseline,reasoning,CONFIG_showNRounds,-1.7982608060043115,-1.7982608060043115,1
learning,baseline,reasoning,CONFIG_showOtherSummaries,0.29401688835457773,0.29401688835457773,1
learning,baseline,reasoning,CONFIG_showPunishmentId,0.4982315011406815,0.4982315011406815,1
learning,baseline,single,CONFIG_allOrNothing,-0.6717095561237927,-0.6717095561237927,1
learning,baseline,single,CONFIG_chat,0.7119609021916542,0.7119609021916542,1
learning,baseline,single,CONFIG_defaultContribProp,0.2885022847533456,0.2885022847533456,1
learning,baseline,single,CONFIG_rewardExists,0.59916450018261,0.59916450018261,1
learning,baseline,single,CONFIG_showNRounds,-1.336738999237511,-1.336738999237511,1
learning,baseline,single,CONFIG_showOtherSummaries,0.24038571198391434,0.24038571198391434,1
learning,baseline,single,CONFIG_showPunishmentId,-0.11809372829482978,-0.11809372829482978,1
learning,both,joint,CONFIG_allOrNothing,-1.0042400720646665,-0.8964523118796461,8
learning,both,joint,CONFIG_chat,4.179937549094431,4.27862878841067,8
learning,both,joint,CONFIG_defaultContribProp,0.7804274194640652,0.6826710092076551,8
learning,both,joint,CONFIG_rewardExists,0.8179171465455111,0.9514641550925188,8
learning,both,joint,CONFIG_showNRounds,0.37307098219322876,0.3088661328439684,8
learning,both,joint,CONFIG_showOtherSummaries,0.17855700577140743,0.22203236602758958,8
learning,both,joint,CONFIG_showPunishmentId,-0.2862635201964451,-0.27203876912958946,8
learning,both,joint_reasoning,CONFIG_allOrNothing,-1.9557611537227344,-1.5760022140322882,8
learning,both,joint_reasoning,CONFIG_chat,3.2055785747354566,4.108623446530329,8
learning,both,joint_reasoning,CONFIG_defaultContribProp,0.21418810322474935,0.17879814595979185,8
learning,both,joint_reasoning,CONFIG_rewardExists,0.4151393687677322,0.6412344542378174,8
learning,both,joint_reasoning,CONFIG_showNRounds,0.08576486702118313,0.16699592425063586,8
learning,both,joint_reasoning,CONFIG_showOtherSummaries,0.04406136442645103,-0.03388295153156334,8
learning,both,joint_reasoning,CONFIG_showPunishmentId,-0.36396622289914826,-0.43660135803428324,8
learning,both,reasoning,CONFIG_allOrNothing,-3.146385597771837,-2.994699954647837,8
learning,both,reasoning,CONFIG_chat,6.628121309778192,5.968131993538876,8
learning,both,reasoning,CONFIG_defaultContribProp,-0.5716024950658494,-1.0933706574590114,8
learning,both,reasoning,CONFIG_rewardExists,-0.1746042209758576,0.250475907229271,8
learning,both,reasoning,CONFIG_showNRounds,0.4366295487826384,0.37888752703188067,8
learning,both,reasoning,CONFIG_showOtherSummaries,-1.029413106308293,-0.7887753194376299,8
learning,both,reasoning,CONFIG_showPunishmentId,-0.013503918489475741,0.04130582546500486,8
learning,both,single,CONFIG_allOrNothing,-3.1445220834161267,-3.4522996530237435,8
learning,both,single,CONFIG_chat,6.330587100226318,6.992476098234142,8
learning,both,single,CONFIG_defaultContribProp,-0.09696519952210614,-0.8895510241032338,8
learning,both,single,CONFIG_rewardExists,0.18164241230587463,-0.03681272579271934,8
learning,both,single,CONFIG_showNRounds,0.5063132774984229,0.5620508071480476,8
learning,both,single,CONFIG_showOtherSummaries,-1.2299369574342522,-1.178536227661652,8
learning,both,single,CONFIG_showPunishmentId,-0.1932464754280141,-0.18271786852655397,8
learning,data_only,joint,CONFIG_allOrNothing,-0.47052720958468064,-0.5307181601865903,3
learning,data_only,joint,CONFIG_chat,-0.5043573227004404,-0.49972769307081116,3
learning,data_only,joint,CONFIG_defaultContribProp,-0.083888819852174,-0.11487172583507987,3
learning,data_only,joint,CONFIG_rewardExists,0.19932740295576634,0.1405667191950826,3
learning,data_only,joint,CONFIG_showNRounds,-0.15590031393798967,-0.09968114236848813,3
learning,data_only,joint,CONFIG_showOtherSummaries,0.147601659747568,0.2742102110136537,3
learning,data_only,joint,CONFIG_showPunishmentId,0.3783879734024167,0.3860930468969639,3
learning,data_only,joint_reasoning,CONFIG_allOrNothing,-1.286040463454099,-1.3169365080487736,3
learning,data_only,joint_reasoning,CONFIG_chat,-0.809912878255996,-0.5880467813898996,3
learning,data_only,joint_reasoning,CONFIG_defaultContribProp,-0.4877349736983274,-0.5326067685701226,3
learning,data_only,joint_reasoning,CONFIG_rewardExists,-0.5186213149929513,-0.4196184659901026,3
learning,data_only,joint_reasoning,CONFIG_showNRounds,0.24506242451806282,0.24999497339784005,3
learning,data_only,joint_reasoning,CONFIG_showOtherSummaries,0.25665698798097836,0.3152467999954481,3
learning,data_only,joint_reasoning,CONFIG_showPunishmentId,0.7976625110980073,0.7800001118566602,3
learning,data_only,reasoning,CONFIG_allOrNothing,-2.4119966989993755,-1.732876732208176,3
learning,data_only,reasoning,CONFIG_chat,-0.48512655346967115,-0.8138302571733753,3
learning,data_only,reasoning,CONFIG_defaultContribProp,-0.540085401048755,-0.7761965121598661,3
learning,data_only,reasoning,CONFIG_rewardExists,-0.5250315714032068,-0.3872110585826946,3
learning,data_only,reasoning,CONFIG_showNRounds,-0.5809315137953615,-0.5747509706207016,3
learning,data_only,reasoning,CONFIG_showOtherSummaries,0.58115440836881,0.539762010812029,3
learning,data_only,reasoning,CONFIG_showPunishmentId,0.11451884111223198,0.6121480492677553,3
learning,data_only,single,CONFIG_allOrNothing,-1.4458088822524333,-1.3644305809901278,3
learning,data_only,single,CONFIG_chat,-1.7803223449052261,-1.9125351610830623,3
learning,data_only,single,CONFIG_defaultContribProp,-1.0448712830017444,-0.9873547651654091,3
learning,data_only,single,CONFIG_rewardExists,-1.3979395514738737,-1.1198814290170493,3
learning,data_only,single,CONFIG_showNRounds,-0.31443702397337536,-0.19047037594390845,3
learning,data_only,single,CONFIG_showOtherSummaries,0.3700710850405602,0.31561964454840363,3
learning,data_only,single,CONFIG_showPunishmentId,0.7507506181949974,0.685960402108584,3
learning,paper_only,joint,CONFIG_allOrNothing,-0.32179922524025883,-0.4917571212255516,3
learning,paper_only,joint,CONFIG_chat,1.6430785747354566,1.7410130476699297,3
learning,paper_only,joint,CONFIG_defaultContribProp,0.5752992143358604,0.5322080462446922,3
learning,paper_only,joint,CONFIG_rewardExists,0.47603680466516796,0.9122903659187293,3
learning,paper_only,joint,CONFIG_showNRounds,-0.04536367639118932,0.1344069303717511,3
learning,paper_only,joint,CONFIG_showOtherSummaries,-0.29911600614817946,0.17084781998003015,3
learning,paper_only,joint,CONFIG_showPunishmentId,0.0017876889073944469,0.1321812403535775,3
learning,paper_only,joint_reasoning,CONFIG_allOrNothing,-1.1106268359856772,-0.8346972860835246,3
learning,paper_only,joint_reasoning,CONFIG_chat,2.9037623354192172,2.2492039308608125,3
learning,paper_only,joint_reasoning,CONFIG_defaultContribProp,0.18747870151534762,-0.32178055774391184,3
learning,paper_only,joint_reasoning,CONFIG_rewardExists,0.294412873041237,0.7972618758902393,3
learning,paper_only,joint_reasoning,CONFIG_showNRounds,0.05679357088996562,0.07551348531321415,3
learning,paper_only,joint_reasoning,CONFIG_showOtherSummaries,-0.46278795064204203,-0.32331098924727253,3
learning,paper_only,joint_reasoning,CONFIG_showPunishmentId,-0.4494925386886215,-0.25034602375263354,3
learning,paper_only,reasoning,CONFIG_allOrNothing,-3.6443396984656626,-3.5355215759489105,3
learning,paper_only,reasoning,CONFIG_chat,7.894146950803833,7.114232420889302,3
learning,paper_only,reasoning,CONFIG_defaultContribProp,-1.113803349766704,-1.1102420962054504,3
learning,paper_only,reasoning,CONFIG_rewardExists,0.5839427875711511,0.11563794426630743,3
learning,paper_only,reasoning,CONFIG_showNRounds,0.5593787019293677,0.7329093372178912,3
learning,paper_only,reasoning,CONFIG_showOtherSummaries,-1.192017625077196,-1.5920057647913624,3
learning,paper_only,reasoning,CONFIG_showPunishmentId,-0.2510572613059767,-0.33759116362935254,3
learning,paper_only,single,CONFIG_allOrNothing,-2.0850942430233648,-2.3690866495060754,3
learning,paper_only,single,CONFIG_chat,7.787871732952887,7.534655979269708,3
learning,paper_only,single,CONFIG_defaultContribProp,-1.026876568876312,-0.6354526098327032,3
learning,paper_only,single,CONFIG_rewardExists,0.4313361601775322,0.028729585053652012,3
learning,paper_only,single,CONFIG_showNRounds,0.5037831318563817,0.5869647926008894,3
learning,paper_only,single,CONFIG_showOtherSummaries,-1.9003669124353406,-2.5002807258438517,3
learning,paper_only,single,CONFIG_showPunishmentId,-0.2816331522024713,-0.2632574048224913,3
validation,baseline,joint,CONFIG_allOrNothing,0.3845728512243547,0.3845728512243547,1
validation,baseline,joint,CONFIG_chat,-0.6788883145403268,-0.6788883145403268,1
validation,baseline,joint,CONFIG_defaultContribProp,1.117733663293679,1.117733663293679,1
validation,baseline,joint,CONFIG_rewardExists,-0.5260519874972445,-0.5260519874972445,1
