item_type,model,feature_key,feature_label,coef,ci_low,ci_high,n
Collections (Empirical = True),GPT-4.1,journal_impact,Journal Impact Factor,-0.0033965531514190492,-0.03632508342937225,0.0050108450979738095,133
Collections (Empirical = True),GPT-4.1,citation,Citation,0.0029539510243892036,-0.004998435117534172,0.027218849473514682,133
Collections (Empirical = True),GPT-4.1,recent,Publication Year,0.004963860884811031,-0.00519802790061537,0.02722438937359435,133
Collections (Empirical = True),GPT-4.1,biology_share,Biology Journals,0.012977094537676693,0.0027312067210380976,0.028855905077005646,133
Collections (Empirical = True),GPT-4.1,economics_share,Economics Journals,0.0005954174424115385,-0.0191861401611941,0.01018169043865404,133
Collections (Empirical = True),GPT-4.1,psychology_share,Psychology Journals,0.0033450608531299733,-0.01140781437730774,0.01118526900642189,133
Collections (Empirical = True),GPT-4.1,mathphysics_share,Math/Physics Journals,-0.004863753866186184,-0.015848761321064216,0.010621071721840543,133
Collections (Empirical = True),GPT-4.1,multidisciplinary_share,Multidisciplinary Journals,0.001204041314279038,-0.007612341521048714,0.01331773582155642,133
Collections (Empirical = True),GPT-4.1,collection_size,Number of Papers,0.024040240370423255,0.015263855462500371,0.047069609490050277,133
Collections (Empirical = True),GPT-4.1 Mini,journal_impact,Journal Impact Factor,0.004828006735681495,-0.0017795101908674798,0.023685155653325775,133
Collections (Empirical = True),GPT-4.1 Mini,citation,Citation,-0.002534600408542643,-0.022855478609911686,0.003875509021312811,133
Collections (Empirical = True),GPT-4.1 Mini,recent,Publication Year,0.0026559998368180337,-0.011701719163381051,0.00988734041686152,133
Collections (Empirical = True),GPT-4.1 Mini,biology_share,Biology Journals,0.002890096449708092,-0.007207351002733526,0.014210802427232506,133
Collections (Empirical = True),GPT-4.1 Mini,economics_share,Economics Journals,0.0002376600895331916,-0.00783406221065913,0.005693122551327939,133
Collections (Empirical = True),GPT-4.1 Mini,psychology_share,Psychology Journals,-0.0028218856011856743,-0.013056443551996484,0.0034233289098086726,133
Collections (Empirical = True),GPT-4.1 Mini,mathphysics_share,Math/Physics Journals,-0.005534607234058952,-0.015656933253587777,0.0033897306238229205,133
Collections (Empirical = True),GPT-4.1 Mini,multidisciplinary_share,Multidisciplinary Journals,-0.004215528201224056,-0.018956215017416286,-0.000402248157761117,133
Collections (Empirical = True),GPT-4.1 Mini,collection_size,Number of Papers,0.009935421944911968,0.0034808018451104876,0.027700499428767504,133
Collections (Empirical = True),GPT-5.1,journal_impact,Journal Impact Factor,-0.0024554679628101847,-0.04109762332911211,0.003838232921697881,133
Collections (Empirical = True),GPT-5.1,citation,Citation,-0.0035644045025219305,-0.016982424055415467,0.014235784535302703,133
Collections (Empirical = True),GPT-5.1,recent,Publication Year,0.003635034596741183,-0.007344989512825023,0.019953448477802095,133
Collections (Empirical = True),GPT-5.1,biology_share,Biology Journals,0.006301968181732593,-0.0018179110300582304,0.024400610653768647,133
Collections (Empirical = True),GPT-5.1,economics_share,Economics Journals,-0.0022011514564029967,-0.028005585651260424,0.004163640272098021,133
Collections (Empirical = True),GPT-5.1,psychology_share,Psychology Journals,0.0007322421298986659,-0.015817566816916137,0.010844718403558046,133
Collections (Empirical = True),GPT-5.1,mathphysics_share,Math/Physics Journals,-0.009102864873423617,-0.024248861330943783,-0.0008380902008413131,133
Collections (Empirical = True),GPT-5.1,multidisciplinary_share,Multidisciplinary Journals,-0.0045504006414900525,-0.023252325968854345,0.006510627446255045,133
Collections (Empirical = True),GPT-5.1,collection_size,Number of Papers,0.011299279747165119,0.003948625455561427,0.039488651970188374,133
Collections (Empirical = True),GPT-5 Mini,journal_impact,Journal Impact Factor,0.0025345990220420477,-0.017206365354220224,0.012649404611124307,133
Collections (Empirical = True),GPT-5 Mini,citation,Citation,-0.00393971985580452,-0.01699333418096836,0.004943523241172758,133
Collections (Empirical = True),GPT-5 Mini,recent,Publication Year,0.00566761707156565,-0.001141197461382192,0.0186511628250074,133
Collections (Empirical = True),GPT-5 Mini,biology_share,Biology Journals,0.006560769434903128,7.579068675847488e-05,0.021603157046786975,133
Collections (Empirical = True),GPT-5 Mini,economics_share,Economics Journals,0.0012763571196924366,-0.008049176330239332,0.009560901211162088,133
Collections (Empirical = True),GPT-5 Mini,psychology_share,Psychology Journals,-0.002517665177239901,-0.015960699564577394,0.004392116567876327,133
Collections (Empirical = True),GPT-5 Mini,mathphysics_share,Math/Physics Journals,-0.0043428500843102425,-0.01903662356414033,0.008938353805236457,133
