feature_key,feature_label,mean_abs_shap,mean_signed_shap
collection_size,Number of Papers,0.015854155051710186,0.00036860318112162557
recent,Publication Year,0.009429535397508628,0.000251042652912123
biology_share,Biology Journals,0.006979695079145375,-0.0009764964331995381
mathphysics_share,Math/Physics Journals,0.006386517495913644,-0.0005216472689332785
citation,Citation,0.003824523464839062,-0.000516655421326949
psychology_share,Psychology Journals,0.004061952685981451,0.0007581514341164241
journal_impact,Journal Impact Factor,0.0031301981342282442,0.0005560488149295947
economics_share,Economics Journals,0.002019938337397278,9.33361582993748e-06
multidisciplinary_share,Multidisciplinary Journals,0.0011637784677147392,7.161942455006307e-05
