item_type,model,feature_key,feature_label,coef,ci_low,ci_high,n
Empirical papers,GPT-4.1,journal_impact,Journal Impact Factor,0.0006865006574610776,-0.0013967401247733076,0.0037928398635988575,947
Empirical papers,GPT-4.1,citation,Citation,0.00011272592132516362,-0.0029909478124342257,0.002605329171556243,947
Empirical papers,GPT-4.1,recent,Publication Year,-0.00022951072497098268,-0.0026230235465330735,0.0019151542054950963,947
Empirical papers,GPT-4.1,biology_share,Biology Journals,0.00254677564782411,0.0016200533252094381,0.006669933261261924,947
Empirical papers,GPT-4.1,economics_share,Economics Journals,-0.0007696070822000138,-0.00318240527908864,0.0018126195582752148,947
Empirical papers,GPT-4.1,psychology_share,Psychology Journals,-2.8081754681146037e-05,-0.0022324205085022188,0.0019152385686515762,947
Empirical papers,GPT-4.1,mathphysics_share,Math/Physics Journals,-0.00044557960599568943,-0.002925542034990945,0.0014239706716560557,947
Empirical papers,GPT-4.1,multidisciplinary_share,Multidisciplinary Journals,7.404085975355644e-06,-0.0023057167019883773,0.001926074025160657,947
Empirical papers,GPT-4.1 Mini,journal_impact,Journal Impact Factor,0.002784729995746577,-0.000963040892989042,0.007600640773149953,947
Empirical papers,GPT-4.1 Mini,citation,Citation,-0.004890902519997465,-0.011183186282529378,0.00014386157304915317,947
Empirical papers,GPT-4.1 Mini,recent,Publication Year,-0.0045417137173647554,-0.009391459440513655,-0.00010202317591067563,947
Empirical papers,GPT-4.1 Mini,biology_share,Biology Journals,0.004938514438464708,0.0013406397416698022,0.007949996628867063,947
Empirical papers,GPT-4.1 Mini,economics_share,Economics Journals,-0.006804284879959292,-0.012092680547988201,-0.0021678465560136286,947
Empirical papers,GPT-4.1 Mini,psychology_share,Psychology Journals,0.004493587822332681,0.00042431804787930867,0.008897199467619729,947
Empirical papers,GPT-4.1 Mini,mathphysics_share,Math/Physics Journals,0.0007389310051600563,-0.0018382966910141106,0.0034960983771081607,947
Empirical papers,GPT-4.1 Mini,multidisciplinary_share,Multidisciplinary Journals,0.0007526564895862744,-0.003279862263582315,0.004292283219944735,947
Empirical papers,GPT-5.1,journal_impact,Journal Impact Factor,0.004435522441904778,-8.72970550820372e-05,0.010378205173434562,947
Empirical papers,GPT-5.1,citation,Citation,-0.007580591893759112,-0.014943573471520774,-0.0008976923346009897,947
Empirical papers,GPT-5.1,recent,Publication Year,-0.0043597613819354045,-0.010797725202462409,0.0011578425931445568,947
Empirical papers,GPT-5.1,biology_share,Biology Journals,0.0033950908518671622,-0.00027312226888317765,0.00743659456068991,947
Empirical papers,GPT-5.1,economics_share,Economics Journals,0.0013674082705793689,-0.004050801186911433,0.0058395375625536735,947
Empirical papers,GPT-5.1,psychology_share,Psychology Journals,-0.0033534532382989038,-0.008135753497017147,0.0006224186892029379,947
Empirical papers,GPT-5.1,mathphysics_share,Math/Physics Journals,0.0005905581522145845,-0.00336803000298041,0.004165340101915621,947
Empirical papers,GPT-5.1,multidisciplinary_share,Multidisciplinary Journals,-0.002442602624598127,-0.008044407482777542,0.0017538166430417664,947
Empirical papers,GPT-5 Mini,journal_impact,Journal Impact Factor,0.0009291715045146734,-0.0007781772696186226,0.0043125786202663705,947
Empirical papers,GPT-5 Mini,citation,Citation,-0.0009366453076071304,-0.004662008269381612,0.0010744121403840606,947
Empirical papers,GPT-5 Mini,recent,Publication Year,0.0009457480646287222,-0.0015252221720350983,0.0050960512749286336,947
Empirical papers,GPT-5 Mini,biology_share,Biology Journals,0.0010175821654245059,-0.0007492290603784282,0.004549162957841327,947
Empirical papers,GPT-5 Mini,economics_share,Economics Journals,-0.0005836944906797569,-0.0024588868887275603,0.0027312187828569226,947
Empirical papers,GPT-5 Mini,psychology_share,Psychology Journals,0.0005711385281978247,-0.0011610261716431878,0.00435295340399532,947
Empirical papers,GPT-5 Mini,mathphysics_share,Math/Physics Journals,0.00019218190724758994,-0.0015457828528973243,0.0024333285895361636,947
Empirical papers,GPT-5 Mini,multidisciplinary_share,Multidisciplinary Journals,0.0009247158848641012,-0.0007003432720858393,0.004635115085470262,947
Empirical papers,GPT-5 Nano,journal_impact,Journal Impact Factor,-0.0008360949686093584,-0.0065644821892640965,0.0019663962669086237,947
Empirical papers,GPT-5 Nano,citation,Citation,-0.0012367284784782586,-0.008205354539945612,0.0006726743874156229,947
Empirical papers,GPT-5 Nano,recent,Publication Year,-0.0006655546978562903,-0.007485018078059256,0.0014183182492927442,947
Empirical papers,GPT-5 Nano,biology_share,Biology Journals,0.0009075142304839269,-0.0009942859001641985,0.004085092077945024,947
Empirical papers,GPT-5 Nano,economics_share,Economics Journals,-0.0019486776617169848,-0.006474703558023764,0.0002289531206116885,947
Empirical papers,GPT-5 Nano,psychology_share,Psychology Journals,0.0008524575015555878,-0.002550202706240288,0.004295422115205019,947
Empirical papers,GPT-5 Nano,mathphysics_share,Math/Physics Journals,0.00015955670878542344,-0.002544927362607203,0.0021561861292378453,947
Empirical papers,GPT-5 Nano,multidisciplinary_share,Multidisciplinary Journals,0.0012833214055075497,-0.0005459547859972996,0.006035807502266995,947
