source,group,playerID,correlation
prolific,Laypeople,01J8KFNYM6XRR64M042GQZCNFV,0.5353098503634002
prolific,Laypeople,01J8KFP1BKR8M3A1FGW8VG20W3,0.6231713429253868
prolific,Laypeople,01J8KFPFZR05HGABJ2PYRYCPVK,0.45693186949270787
prolific,Laypeople,01J8KFQN1FH12SQQSWYMK8HGXD,0.5788778920456934
prolific,Laypeople,01J8KG2N8TPBMJA0YCXA51RNY7,0.676609473830648
prolific,Laypeople,01J8KG3DJ5GT5ASCAAWW4D90YV,0.23910361266584218
prolific,Laypeople,01J8KGJZE8FVZNYMBTY45D3KS2,0.5405098347302939
prolific,Laypeople,01J8KJHM1W1S9ZTXFA2PGRWDDG,0.45877650791865865
prolific,Laypeople,01J8KJPPRANCBZP5TAXG5P00F5,-0.11069230749487956
prolific,Laypeople,01J8KP6N4EGZ1X23TA3JSB9X4F,0.44082480119633416
prolific,Laypeople,01J8N0XDF7TW2F8D5Z9SCP1V39,0.5588337737248155
prolific,Laypeople,01J8N0XF8B005KF5NSYPWTHAJ6,0.5584057757557488
prolific,Laypeople,01J8N0XK33EVGPA3MDN4BFBTQ3,0.005206125052995312
prolific,Laypeople,01J8N0XXWN2E46Z24J4E8TZ00P,0.4592750023407399
prolific,Laypeople,01J8N0Y14P6R7H7F40WNWVQ42X,0.25151888246288756
prolific,Laypeople,01J8N0Y1BG07DB46QN8WWQ9S7K,0.2894515348650553
prolific,Laypeople,01J8N0Y5N1JS15D5DSRA9SPB3M,0.6276159037352851
prolific,Laypeople,01J8N0Y9HQX6WSRBC1BT4G9AG3,0.3103285908244003
prolific,Laypeople,01J8N0YSQRQZQYM1FCVHGZEP32,0.6152100601752677
prolific,Laypeople,01J8N0YZRFZECY9BVPA3ANJKWV,0.5314642032086162
prolific,Laypeople,01J8N0Z7VJ02RXDNPH397WBKFA,0.6081973473423171
prolific,Laypeople,01J8N0ZR094FY1S06W9Q5ZTXNV,0.34334205208483354
prolific,Laypeople,01J8N12076F753CMGTG1RDJ33C,-0.03204688800120929
prolific,Laypeople,01J8N145BSJD5XRMPYATXMQXGZ,0.4975893615658701
prolific,Laypeople,01J8N15PYXFM6GZSH8KT60WN9T,0.379804024416774
prolific,Laypeople,01J8N15ZWJFH5ZBZGSDWSKAJHR,0.493452489736468
prolific,Laypeople,01J8N15ZZ1YWXGH39S5MEKKSV2,0.3153937643462113
prolific,Laypeople,01J8N163J4T517A4BHBVJJHHVH,0.11538994279698038
prolific,Laypeople,01J8N16K9QK13Q90YEMXEW6ERY,0.6545101239209394
prolific,Laypeople,01J8N19JSE9ZG41J4F4G2Z01G1,0.501530791189901
prolific,Laypeople,01J8N1G3B68RXQSRPJ37FTJ29T,0.7378597375418582
prolific,Laypeople,01J8N1H47TAFTJGA2B6G90BH9A,0.5758821607968115
prolific,Laypeople,01J8N1S6WRPB2RRBFX8BEJ9S42,-0.1562204456851202
prolific,Laypeople,01J8N1XJYQPGY3TMH10ABFHP9A,0.2952175169200687
prolific,Laypeople,01J8N1XXXBE11QSD44GZREJFE4,-0.27913926246702975
prolific,Laypeople,01J8N1Z06A94XVQAXVWJPA06W7,0.13952348005870596
prolific,Laypeople,01J8N212MQBDVTTMWJEG5QPW12,0.3049125281768082
prolific,Laypeople,01J8N22ZS7644PVJCFC5QTH96H,0.43331625359952347
prolific,Laypeople,01J8N2397N655181PXZ5HAWNFP,0.5113192738269391
prolific,Laypeople,01J8N265BEMEW120S1A6G14CPK,0.664944490166665
prolific,Laypeople,01J8N28Y8RXM7XQYNZ22Q7SJC3,0.11622968181574743
prolific,Laypeople,01J8N2ADR2T04Y2NWX6QF4J8GZ,0.6385635573278463
prolific,Laypeople,01J8N34DAHH05W4X4M8XT3TQAN,0.11600938195380349
prolific,Laypeople,01J8N4DQYAD0BE1S04VGE1FM6D,-0.01619707667041492
prolific,Laypeople,01J8N4GPFK1J44WYXSB0GBCNE4,-0.008239857887250885
prolific,Laypeople,01J8N4P12DM33674Y6NEBRDM1Q,0.5182661022091918
prolific,Laypeople,01J8N5HK0FZ9GXG87VK04WTKBG,0.31892090753056246
prolific,Laypeople,01J9KZ999Z5V05TCXK3B7F00X2,0.4888991164944239
prolific,Laypeople,01J9KZ9F8SYEWQ2H0TH2D1RQNJ,0.5719055587805498
prolific,Laypeople,01J9KZ9GZN1P6K3YHD6T7F0VBY,-0.5415409468920283
prolific,Laypeople,01J9KZCFFS6YG91HWNVCR8D5XH,0.46851708924031915
prolific,Laypeople,01J9KZD7TWZWPM2ZEHQ6SNCM90,0.40068204038917654
prolific,Laypeople,01J9KZFW8BKX89BW4GS3KE5FZR,0.059546500369548734
prolific,Laypeople,01J9KZGXK4ENDG8TY1QKDT9QMP,0.43948638084699987
prolific,Laypeople,01J9M00G8RFDTRDTHMFKBZY5PJ,0.5090576492819217
prolific,Laypeople,01J9M07PNN9A66Q5ECVZ0406CZ,0.519425047017829
prolific,Laypeople,01J9M2Q2V0PNAKHJFFS1M8DZCN,0.5105677864234899
prolific,Laypeople,01J9M2Q56H098SVGCRP20B626S,0.5538988023125571
prolific,Laypeople,01J9M2QKB4ME7P5SSV9Y13EAVM,0.5511252871497601
prolific,Laypeople,01J9M2QKZ9MWS5PSAS38RTHH7V,0.6444392873494807
prolific,Laypeople,01J9M2Z1H2M1JA865M9J7XGNWZ,0.5798960546998563
prolific,Laypeople,01J9M38D59TF932QGZ4K0R5TJ0,0.4153493796330408
prolific,Laypeople,01J9M3CM5CQQDRXRVKMX1X4303,0.5320998220065748
prolific,Laypeople,01J9M3N1CSZ1YZ69B3FC7YV9KK,0.4835864170068214
prolific,Laypeople,01J9M3RY1YQ17TGP1V6R637TT7,0.08453728221070136
prolific,Laypeople,01J9M3TWJFYFFGKRN5PWYXVM2R,0.5673834718652166
prolific,Laypeople,01JD0DG0CHG9XFTXK5DXA4PEFC,0.3295970134649907
prolific,Laypeople,01JD0DK43TGS90B42Q4XV7FEK3,0.432907825354833
prolific,Laypeople,01JD0DM1NRGCJ97K06KGPYK6W7,0.539867357535019
prolific,Laypeople,01JD0DMH58BYSPX1CESYKFDCP3,0.3886944551468374
prolific,Laypeople,01JD0DMPW9NJPMCQ712201NZG1,0.5394539389050285
prolific,Laypeople,01JD0DN0PMZX3NS42D2CZFV5PC,0.5525882632230217
prolific,Laypeople,01JD0DNC1PD5BXD19DXPWFX7SG,-0.6114195703614829
prolific,Laypeople,01JD0DPDAFK4494Z1AEE0V4341,0.54396883592534
prolific,Laypeople,01JD0DPJX0SF1DQ0WHQ935DQVB,0.49223692966850247
prolific,Laypeople,01JD0DPKWWM2S7EM039G138XSQ,0.458343056819183
prolific,Laypeople,01JD0DPT2H6DHFZ4NXXYYC2DZ3,0.17326839131084196
prolific,Laypeople,01JD0DPTNNSVPEAF9WXPW1Y8YP,0.24303299040915494
prolific,Laypeople,01JD0DQ62HMK2ZKZ8WTN5JH3NM,0.21136790321199286
prolific,Laypeople,01JD0DRVW5SH54NQNH0KDT25YJ,0.5026322191312181
prolific,Laypeople,01JD0DSG0S7JMPZXNC20ZNTJBJ,0.4221190458346945
prolific,Laypeople,01JD0DTT9JT4YRQE8TQN44RJTV,0.5673606203254686
prolific,Laypeople,01JD0DXZ5PWB50BA9XWPZ3K957,0.0855721951672968
prolific,Laypeople,01JD0DZAAMKDWJDKWZ0SXCAMZ5,0.5881542657586041
prolific,Laypeople,01JD0E2N80HTQZBFT6HAE2SM41,0.5405517062763383
prolific,Laypeople,01JD0E38FXWF1DMEQY2XPZZ68M,0.5086878314995916
prolific,Laypeople,01JD0ECWRD1ERGNMERH9F935XS,-0.2314052783921089
prolific,Laypeople,01JD0EH9AXFC2KVY5XXDKF5H66,0.5663869500338232
