kind,kind_label,model,model_short,n_items,mean_correlation,sd_correlation,min_correlation,max_correlation,baseline_correlation_mean30,n_above_baseline,share_above_baseline
individual_papers,Individual papers,Claude Sonnet 4.6,Claude Sonnet 4.6,2011,0.6565721597854087,0.026075712401830507,0.4038335084915161,0.7733215093612671,0.6644858192216249,768,0.38189955246146196
individual_papers,Individual papers,GPT-4.1,GPT-4.1,2011,0.5859601126251678,0.044140903135175345,0.0301763452589511,0.7826053500175476,0.6145930323334075,422,0.20984584783689705
individual_papers,Individual papers,Gemini 2.5 Pro,Gemini Pro 2.5,2011,0.5280198709236218,0.09381706668668106,0.0273033902049064,0.8349292278289795,0.3993819997213735,1824,0.9070114370959722
metadata_filter_collections,Collections,Claude Sonnet 4.6,Claude Sonnet 4.6,717,0.6603930246583428,0.0362143030495658,0.4596018493175506,0.7937510013580322,0.6644858192216249,318,0.4435146443514644
metadata_filter_collections,Collections,GPT-4.1,GPT-4.1,716,0.6082060839569353,0.05960853448119204,0.3238792717456817,0.7918192744255066,0.6145930323334075,332,0.46368715083798884
metadata_filter_collections,Collections,Gemini 2.5 Pro,Gemini Pro 2.5,717,0.5106897712932287,0.09639769489237145,0.0691973343491554,0.7716357707977295,0.3993819997213735,641,0.8940027894002789
