round_bin,2,3,4,5,6,7-10,11-15,>15
1,10.921985815602838,6.24113475177305,4.397163120567376,3.2624113475177303,0.851063829787234,0.851063829787234,0.0,0.0
2-5,3.6879432624113475,0.9929078014184398,0.7092198581560284,0.0,0.28368794326241137,0.0,0.28368794326241137,0.0
6-10,2.8368794326241136,2.553191489361702,14.468085106382977,3.2624113475177303,0.0,1.276595744680851,0.14184397163120568,0.0
11-15,2.9787234042553195,0.5673758865248227,3.546099290780142,0.5673758865248227,0.7092198581560284,0.0,0.0,0.0
16-20,2.4113475177304964,2.4113475177304964,7.092198581560284,2.8368794326241136,0.28368794326241137,0.7092198581560284,0.5673758865248227,0.0
21-30,0.14184397163120568,1.276595744680851,2.4113475177304964,0.28368794326241137,0.0,0.851063829787234,1.5602836879432624,0.0
31-50,4.113475177304964,1.702127659574468,1.1347517730496455,0.0,0.0,1.5602836879432624,0.425531914893617,0.0
>50,2.4113475177304964,0.425531914893617,0.0,0.0,0.0,0.0,0.0,0.0
