label,value,kind,share_laypeople_below,share_experts_below,pct_laypeople_below,pct_experts_below
GPT-4.1 Nano,0.7397712244070808,llm_model,0.004273504273504274,0.4473684210526316,0.4273504273504274,44.73684210526316
GPT-5 Nano,0.7400395900423755,llm_model,0.004273504273504274,0.4473684210526316,0.4273504273504274,44.73684210526316
GPT-4.1,0.7750516515342499,llm_model,0.00641025641025641,0.5526315789473685,0.641025641025641,55.26315789473685
GPT-5 Mini,0.8572338358229942,llm_model,0.00641025641025641,0.9473684210526315,0.641025641025641,94.73684210526315
GPT-5.1,0.8844396372922505,llm_model,0.00641025641025641,0.9473684210526315,0.641025641025641,94.73684210526315
GPT-4.1 Mini,0.9097140880571433,llm_model,0.008547008547008548,0.9736842105263158,0.8547008547008548,97.36842105263158
No treatment effect,0.75297756546308,null_baseline,0.00641025641025641,0.5263157894736842,0.641025641025641,52.63157894736842
