kind,spearman_rank_corr,pearson_value_corr,ci_aware_order_agreement,ci_aware_pair_coverage,top_10_pct_jaccard
collections,0.43323319619673617,0.5450864852473132,0.9922656638307291,0.016550900080311844,0.20419545331347688
papers,0.3545037092339841,0.42858354414649824,0.9637479498557674,0.010899802330960811,0.1875049858909857
