kind,uncertainty_basis,k,observed_sd,noise_sd,tau_simple,heterogeneity_share_simple,observed_to_noise_sd_ratio,tau_dl,i2_dl
collections,question_bootstrap,715.8,0.059578669119407,0.07166630783747581,0.0,0.0,0.8487558391115595,0.0,0.0
collections,repeat_noise,712.6,0.057191451360868686,0.02599505153267671,0.0505679669786538,0.7815315966029229,2.2961062325649957,0.04552231378804571,0.8928952942405685
papers,question_bootstrap,2011.0,0.057832412584715207,0.06814263106174623,0.0,0.0,0.8578589695858557,0.0,0.0
papers,repeat_noise,1968.8,0.05612254314205857,0.027954341451793506,0.04848366227857159,0.7542963445338572,2.0646612436957152,0.028625435504351114,0.8817078375038303
