kind,model_subset,spearman_rank_corr,pearson_value_corr,sign_agreement,effect_band_agreement,informative_order_agreement,informative_pair_coverage,top_10_pct_jaccard,bottom_10_pct_jaccard
collections,all_5_models,0.43323319619673617,0.5450864126125481,0.5499300699300699,0.4282517482517482,0.7298010142475416,0.611130046424164,0.20419545331347688,0.27969440236138043
collections,without_gpt_5_1,0.4390847541721872,0.5578694342435216,0.7636363636363637,0.6158508158508159,0.7395184411916977,0.5883946119240236,0.21165222083956195,0.29500496314655605
papers,all_5_models,0.354419094035998,0.42858349654690553,0.5167578319244157,0.3547488811536549,0.701030260856428,0.547952579222238,0.1875049858909857,0.21464884768979298
papers,without_gpt_5_1,0.4019605030478468,0.4666023961484271,0.6290402784684236,0.44380905022376926,0.7341856295558928,0.5223079035454256,0.19816922868825318,0.24789239993859594
