label,value,kind,share_laypeople_below,share_experts_below,pct_laypeople_below,pct_experts_below
GPT-5 Mini,0.5310260340605653,llm_model,0.6324786324786325,0.42105263157894735,63.24786324786324,42.10526315789473
GPT-5 Nano,0.5338802170546562,llm_model,0.6388888888888888,0.42105263157894735,63.888888888888886,42.10526315789473
GPT-4.1 Nano,0.5472189502871063,llm_model,0.688034188034188,0.47368421052631576,68.80341880341881,47.368421052631575
GPT-4.1,0.5474887777321004,llm_model,0.6901709401709402,0.47368421052631576,69.01709401709401,47.368421052631575
GPT-4.1 Mini,0.6175755544170325,llm_model,0.8974358974358975,0.8421052631578947,89.74358974358975,84.21052631578947
GPT-5.1,0.6670423013839414,llm_model,0.9572649572649573,0.9736842105263158,95.72649572649573,97.36842105263158
No treatment effect,0.5413213621455744,null_baseline,0.6666666666666666,0.42105263157894735,66.66666666666666,42.10526315789473
