item_type,model,feature_key,feature_label,coef,ci_low,ci_high,n
Individual papers,GPT-4.1,journal_impact,Journal Impact Factor,0.0005608554424451212,-0.0012972279386203101,0.0027683837364052386,2011
Individual papers,GPT-4.1,citation,Citation,0.00013869807791642551,-0.0017961215799856922,0.0021449767033311228,2011
Individual papers,GPT-4.1,empirical_share,Empirical papers,-0.002854746043102524,-0.005858369427290029,-0.001407835393731748,2011
Individual papers,GPT-4.1,recent,Publication Year,0.00022460239896601625,-0.0018758875872663702,0.0027616012963668783,2011
Individual papers,GPT-4.1,biology_share,Biology Journals,5.6797948598034716e-05,-0.002246442369652839,0.0015789373575283649,2011
Individual papers,GPT-4.1,economics_share,Economics Journals,-0.002147311340783271,-0.005077516287951397,-0.0008837745008733695,2011
Individual papers,GPT-4.1,psychology_share,Psychology Journals,-0.0008720682899002756,-0.0030523281110440195,0.0004396770478504404,2011
Individual papers,GPT-4.1,mathphysics_share,Math/Physics Journals,0.0008449203222498748,-0.0016477362163432483,0.0019658635747197084,2011
Individual papers,GPT-4.1,multidisciplinary_share,Multidisciplinary Journals,-0.0009512735569170988,-0.00420373213168893,6.220285480999377e-05,2011
Individual papers,GPT-4.1 Mini,journal_impact,Journal Impact Factor,0.0021095018081590793,-0.0004123101456848851,0.00496879275966005,2011
Individual papers,GPT-4.1 Mini,citation,Citation,-0.005236304092834753,-0.008876499516392196,-0.002182195953495196,2011
Individual papers,GPT-4.1 Mini,empirical_share,Empirical papers,-0.010937517637282838,-0.013580663264360006,-0.00858636551509606,2011
Individual papers,GPT-4.1 Mini,recent,Publication Year,-0.003700782655102789,-0.006257970632836402,-0.0019203230133564985,2011
Individual papers,GPT-4.1 Mini,biology_share,Biology Journals,0.000200641694352752,-0.001731131749387339,0.002205702351082565,2011
Individual papers,GPT-4.1 Mini,economics_share,Economics Journals,-0.007633876785143061,-0.011056967384986722,-0.004601300102425538,2011
Individual papers,GPT-4.1 Mini,psychology_share,Psychology Journals,0.0009676822325630983,-0.0014924452935178743,0.00344409341536507,2011
Individual papers,GPT-4.1 Mini,mathphysics_share,Math/Physics Journals,-0.0008508469566225014,-0.0037438725904130454,0.0016107373320988884,2011
Individual papers,GPT-4.1 Mini,multidisciplinary_share,Multidisciplinary Journals,-0.0009143173229434071,-0.004163682877463995,0.001716827546965183,2011
Individual papers,GPT-5.1,journal_impact,Journal Impact Factor,0.004828423917599177,0.000966854155955687,0.008180892083629451,2011
Individual papers,GPT-5.1,citation,Citation,-0.006879180549887169,-0.010867648511045852,-0.00258836025200973,2011
Individual papers,GPT-5.1,empirical_share,Empirical papers,-0.0093205487269708,-0.012639476635496982,-0.005335529943140883,2011
Individual papers,GPT-5.1,recent,Publication Year,-0.00429588595986035,-0.007382659930370885,-0.0006601671055675722,2011
Individual papers,GPT-5.1,biology_share,Biology Journals,0.0019228400707521466,-0.0007485952538254402,0.00512461761092172,2011
Individual papers,GPT-5.1,economics_share,Economics Journals,0.001786875573365192,-0.002325864415207404,0.005222841242201197,2011
Individual papers,GPT-5.1,psychology_share,Psychology Journals,-0.001514564515423096,-0.004387309651186922,0.0017088754358730105,2011
