item_type,model,feature_key,feature_label,coef,ci_low,ci_high,n
Empirical papers,Claude Sonnet 4.6,journal_impact,Journal Impact Factor,0.00013312365339460165,-0.0010495208067705225,0.003252054146933564,947
Empirical papers,Claude Sonnet 4.6,citation,Citation,-0.0009949401897833801,-0.006463722796617538,-0.00026743243189502144,947
Empirical papers,Claude Sonnet 4.6,recent,Publication Year,-0.00045063662160873104,-0.004493930370741545,0.00042043908481284397,947
Empirical papers,Claude Sonnet 4.6,biology_share,Biology Journals,0.00046342261968484235,-0.0005969048607161028,0.0022493220638531916,947
Empirical papers,Claude Sonnet 4.6,economics_share,Economics Journals,-0.00033541962515982977,-0.0026958911702385387,0.0015550160059017314,947
Empirical papers,Claude Sonnet 4.6,psychology_share,Psychology Journals,0.0003524221701102918,-0.0015556218236129598,0.0021364866410654554,947
Empirical papers,Claude Sonnet 4.6,mathphysics_share,Math/Physics Journals,-0.0002825767630843745,-0.00225484069449657,0.0009026747199631158,947
Empirical papers,Claude Sonnet 4.6,multidisciplinary_share,Multidisciplinary Journals,-4.698817890653858e-05,-0.0019943256438237325,0.0017209778392520132,947
Empirical papers,GPT-5.1,journal_impact,Journal Impact Factor,0.0031405556013657317,-4.4320956525416534e-05,0.011235516734428103,947
Empirical papers,GPT-5.1,citation,Citation,-0.00471000325619238,-0.015703461237658076,-0.000226917573231671,947
Empirical papers,GPT-5.1,recent,Publication Year,-0.0024037600896067916,-0.011519607304406243,0.0011235282988345803,947
Empirical papers,GPT-5.1,biology_share,Biology Journals,0.0034683552058833883,0.00014409147030014762,0.00765745098363915,947
Empirical papers,GPT-5.1,economics_share,Economics Journals,0.0002261257744494472,-0.0052800336557038904,0.0053679457451546566,947
Empirical papers,GPT-5.1,psychology_share,Psychology Journals,-0.0018564832720006457,-0.007032119742990315,0.002060516613654789,947
Empirical papers,GPT-5.1,mathphysics_share,Math/Physics Journals,-0.0002657798398753176,-0.004506173197325807,0.0030958749928623836,947
Empirical papers,GPT-5.1,multidisciplinary_share,Multidisciplinary Journals,-0.0013536919123760538,-0.007805618058876762,0.002216133916442612,947
Empirical papers,GPT-4.1,journal_impact,Journal Impact Factor,0.0006094619003784871,-0.0014857142777118778,0.003242835815087584,946
Empirical papers,GPT-4.1,citation,Citation,0.00022106179982022978,-0.0022477827288024154,0.0024719511996045018,946
Empirical papers,GPT-4.1,recent,Publication Year,-0.0002744367363094963,-0.0025378254397090193,0.001749149053919104,946
Empirical papers,GPT-4.1,biology_share,Biology Journals,0.002648956305767417,0.0015665066688426521,0.006016200234846493,946
Empirical papers,GPT-4.1,economics_share,Economics Journals,-0.0006982943941570655,-0.00316925092921627,0.0014819607158085871,946
Empirical papers,GPT-4.1,psychology_share,Psychology Journals,5.729710582847655e-06,-0.0020864437601052703,0.002105244987071358,946
Empirical papers,GPT-4.1,mathphysics_share,Math/Physics Journals,-0.0004893817237627382,-0.002422988351905898,0.0014589461507383168,946
Empirical papers,GPT-4.1,multidisciplinary_share,Multidisciplinary Journals,-9.33580857065408e-05,-0.002113058913910317,0.0015204501734578108,946
Empirical papers,Gemini 2.5 Pro,journal_impact,Journal Impact Factor,-3.503017266273752e-05,-0.0064226933118339095,0.008442547964291081,947
Empirical papers,Gemini 2.5 Pro,citation,Citation,-0.00900067168768488,-0.024576254020383496,-0.00233645230354441,947
Empirical papers,Gemini 2.5 Pro,recent,Publication Year,-0.0010513512393513767,-0.012142519532685971,0.0031993876097245774,947
Empirical papers,Gemini 2.5 Pro,biology_share,Biology Journals,0.006096488026586397,0.00052905254505891,0.013818485056219168,947
Empirical papers,Gemini 2.5 Pro,economics_share,Economics Journals,-0.002137843742646864,-0.008159401192680295,0.004013365888974776,947
Empirical papers,Gemini 2.5 Pro,psychology_share,Psychology Journals,0.002497151473581591,-0.0023915869487369876,0.009020628626877813,947
Empirical papers,Gemini 2.5 Pro,mathphysics_share,Math/Physics Journals,-0.0005422488066350613,-0.006548952775155155,0.005557770656009282,947
Empirical papers,Gemini 2.5 Pro,multidisciplinary_share,Multidisciplinary Journals,0.0030547794375719553,-0.002275026524438672,0.010614771984058828,947
