feature_key,feature_label,mean_abs_shap,mean_signed_shap
mathphysics_share,Math/Physics Journals,0.011843319493084887,0.0005761892758259582
biology_share,Biology Journals,0.009694128967813092,-0.0004345517616414831
recent,Publication Year,0.004750887195552122,-8.052732475526779e-05
collection_size,Number of Papers,0.00400522679977975,0.00039046680203584134
citation,Citation,0.0040033567275255515,-0.0003760145820064677
journal_impact,Journal Impact Factor,0.0028287267174255983,0.0004613891331418573
multidisciplinary_share,Multidisciplinary Journals,0.0015817323077271569,5.935721402664589e-05
economics_share,Economics Journals,0.0007609601191774053,-0.00020316021818504162
psychology_share,Psychology Journals,0.0015517359618942754,-0.0003931485384420488
