feature_key,feature_label,mean_abs_shap,mean_signed_shap
recent,Publication Year,0.013821052381628935,2.284385195671183e-05
mathphysics_share,Math/Physics Journals,0.014724702170150632,-0.002039789843399962
biology_share,Biology Journals,0.00743222282968899,-0.0004191138893248582
multidisciplinary_share,Multidisciplinary Journals,0.0056392684927666645,0.0006597939638815231
journal_impact,Journal Impact Factor,0.005312369044010377,0.0005623312049015085
citation,Citation,0.003927935891368965,3.960458555956021e-05
economics_share,Economics Journals,0.002962530774118508,0.0003327223512938137
collection_size,Number of Papers,0.006923404131118905,-0.00039984401293574194
psychology_share,Psychology Journals,0.005213318508487447,0.0012414517880674208
