model,variant_id,correlation,baseline_correlation
GPT-5.1,citation_q2__jcr_q1__discipline_multidisciplinary,0.4392234146595001,0.6166538481658772
GPT-5.1,jcr_q1__year_q1_oldest__discipline_bio_evo,0.4395896911621094,0.6166538481658772
GPT-5.1,jcr_q1__year_q3__discipline_economics,0.43987061381340026,0.6166538481658772
GPT-5.1,jcr_q2__year_q4_newest,0.44046875834465027,0.6166538481658772
GPT-5.1,year_q3__discipline_bio_evo,0.44067604541778566,0.6166538481658772
GPT-5.1,type_theoretical__citation_q4_highest__jcr_q3,0.4409442007541656,0.6166538481658772
GPT-5.1,citation_q4_highest__jcr_q3__discipline_bio_evo,0.4414860248565674,0.6166538481658772
GPT-5.1,type_empirical__year_q4_newest__discipline_bio_evo,0.4418452143669128,0.6166538481658772
GPT-5.1,citation_q2__year_q4_newest__discipline_psych_social,0.4423342525959015,0.6166538481658772
GPT-5.1,type_empirical__jcr_q2__discipline_economics,0.44268026351928713,0.6166538481658772
GPT-5.1,type_theoretical__year_q4_newest__discipline_math_phys_cs,0.4428738236427307,0.6166538481658772
GPT-5.1,citation_q3__jcr_q3__year_q3,0.4429993867874146,0.6166538481658772
GPT-5.1,citation_q4_highest__jcr_q2__discipline_psych_social,0.4437094271183014,0.6166538481658772
GPT-5.1,citation_q3__discipline_psych_social,0.4441618859767914,0.6166538481658772
GPT-5.1,jcr_q4__year_q1_oldest__discipline_psych_social,0.44449724555015563,0.6166538481658772
GPT-5.1,type_empirical__jcr_q4__discipline_math_phys_cs,0.4447303652763367,0.6166538481658772
GPT-5.1,citation_q2__discipline_multidisciplinary,0.44498887062072756,0.6166538481658772
GPT-5.1,type_empirical__citation_q4_highest__discipline_psych_social,0.4465895116329193,0.6166538481658772
GPT-5.1,type_empirical__jcr_q1__discipline_bio_evo,0.4477765500545502,0.6166538481658772
GPT-5.1,citation_q4_highest__jcr_q2__discipline_math_phys_cs,0.4482186853885651,0.6166538481658772
GPT-5.1,citation_q4_highest__discipline_math_phys_cs,0.44840829968452456,0.6166538481658772
GPT-5.1,type_empirical__jcr_q2__year_q2,0.44944171905517577,0.6166538481658772
GPT-5.1,type_theoretical__citation_q2__discipline_psych_social,0.4496920108795166,0.6166538481658772
GPT-5.1,jcr_q2__discipline_psych_social,0.4500711739063263,0.6166538481658772
GPT-5.1,citation_q2__year_q4_newest__discipline_bio_evo,0.4512521862983704,0.6166538481658772
GPT-5.1,jcr_q2__discipline_bio_evo,0.451615971326828,0.6166538481658772
GPT-5.1,jcr_q3__discipline_economics,0.45163607597351074,0.6166538481658772
GPT-5.1,type_empirical__year_q1_oldest__discipline_math_phys_cs,0.45249131321907043,0.6166538481658772
GPT-5.1,citation_q1_lowest__jcr_q1__year_q3,0.4527668595314026,0.6166538481658772
GPT-5.1,type_theoretical__jcr_q1__year_q4_newest,0.45403978824615476,0.6166538481658772
GPT-5.1,citation_q1_lowest__jcr_q1__discipline_other,0.4541619598865509,0.6166538481658772
GPT-5.1,citation_q4_highest__year_q3,0.45460060238838196,0.6166538481658772
GPT-5.1,type_theoretical__citation_q2__discipline_other,0.45531362295150757,0.6166538481658772
GPT-5.1,citation_q3__jcr_q1__year_q4_newest,0.45557971596717833,0.6166538481658772
GPT-5.1,citation_q3__jcr_q3__year_q4_newest,0.456443852186203,0.6166538481658772
GPT-5.1,jcr_q1__year_q3__discipline_other,0.4578233301639557,0.6166538481658772
GPT-5.1,type_empirical__jcr_q4__year_q1_oldest,0.4578486502170563,0.6166538481658772
GPT-5.1,type_empirical__year_q4_newest__discipline_economics,0.45829670429229735,0.6166538481658772
GPT-5.1,type_theoretical__jcr_q3__discipline_psych_social,0.4585537850856781,0.6166538481658772
GPT-5.1,type_empirical__citation_q4_highest__jcr_q4,0.4587386786937714,0.6166538481658772
GPT-5.1,citation_q4_highest__jcr_q3__discipline_psych_social,0.4588590979576111,0.6166538481658772
GPT-5.1,type_empirical__citation_q4_highest,0.4588729202747345,0.6166538481658772
GPT-5.1,type_empirical__discipline_math_phys_cs,0.45888458490371703,0.6166538481658772
GPT-5.1,jcr_q1__year_q2__discipline_math_phys_cs,0.45921621918678285,0.6166538481658772
GPT-5.1,citation_q2__jcr_q4__year_q2,0.4593074440956116,0.6166538481658772
GPT-5.1,citation_q4_highest__jcr_q2,0.4602954685688019,0.6166538481658772
GPT-5.1,jcr_q4__year_q4_newest__discipline_economics,0.4603246569633484,0.6166538481658772
GPT-5.1,citation_q1_lowest__discipline_other,0.46109506487846375,0.6166538481658772
GPT-5.1,type_empirical__year_q4_newest,0.4611388146877289,0.6166538481658772
GPT-5.1,type_theoretical__jcr_q2__discipline_math_phys_cs,0.4622625708580017,0.6166538481658772
GPT-5.1,jcr_q3__year_q4_newest__discipline_economics,0.46242195963859556,0.6166538481658772
GPT-5.1,type_empirical__year_q3__discipline_other,0.46339245438575744,0.6166538481658772
GPT-5.1,type_theoretical__year_q2__discipline_math_phys_cs,0.46376171708106995,0.6166538481658772
GPT-5.1,jcr_q2__year_q3__discipline_math_phys_cs,0.4646122395992279,0.6166538481658772
GPT-5.1,year_q1_oldest__discipline_other,0.4651669681072235,0.6166538481658772
GPT-5.1,citation_q2__year_q2__discipline_math_phys_cs,0.46544554829597473,0.6166538481658772
GPT-5.1,citation_q3__year_q3__discipline_math_phys_cs,0.4659785330295563,0.6166538481658772
GPT-5.1,type_theoretical__jcr_q3__discipline_math_phys_cs,0.4660634219646454,0.6166538481658772
GPT-5.1,jcr_q3__year_q1_oldest,0.46645343899726865,0.6166538481658772
GPT-5.1,type_empirical__jcr_q1__year_q3,0.46713003516197205,0.6166538481658772
GPT-5.1,citation_q4_highest__jcr_q3__discipline_economics,0.4672386109828949,0.6166538481658772
GPT-5.1,jcr_q3__discipline_math_phys_cs,0.46789708733558655,0.6166538481658772
GPT-5.1,type_theoretical__year_q4_newest__discipline_economics,0.4683068037033081,0.6166538481658772
GPT-5.1,citation_q2__year_q3__discipline_math_phys_cs,0.46910278797149657,0.6166538481658772
GPT-5.1,citation_q2__jcr_q4__year_q1_oldest,0.4693769156932831,0.6166538481658772
GPT-5.1,citation_q3__jcr_q1__discipline_economics,0.4695527732372284,0.6166538481658772
GPT-5.1,type_empirical__citation_q4_highest__discipline_multidisciplinary,0.4695660173892975,0.6166538481658772
GPT-5.1,type_empirical__jcr_q3__year_q4_newest,0.46963347792625426,0.6166538481658772
GPT-5.1,jcr_q3__year_q1_oldest__discipline_math_phys_cs,0.46971145272254944,0.6166538481658772
GPT-5.1,citation_q3__jcr_q1__discipline_psych_social,0.4697730243206024,0.6166538481658772
GPT-5.1,year_q2__discipline_multidisciplinary,0.4698674738407135,0.6166538481658772
GPT-5.1,citation_q2__year_q3,0.4703136682510376,0.6166538481658772
GPT-5.1,citation_q3__year_q3,0.4708179831504822,0.6166538481658772
GPT-5.1,type_empirical__citation_q4_highest__year_q3,0.4708425343036652,0.6166538481658772
GPT-5.1,citation_q1_lowest__jcr_q4__year_q4_newest,0.4708735108375549,0.6166538481658772
GPT-5.1,type_theoretical__year_q4_newest__discipline_bio_evo,0.4709239423274994,0.6166538481658772
GPT-5.1,jcr_q4__year_q4_newest,0.4713701605796814,0.6166538481658772
GPT-5.1,year_q4_newest__discipline_psych_social,0.47225345969200133,0.6166538481658772
GPT-5.1,type_empirical__citation_q3__discipline_multidisciplinary,0.4733786702156067,0.6166538481658772
GPT-5.1,type_empirical__citation_q2__year_q2,0.4762553691864014,0.6166538481658772
GPT-5.1,type_theoretical__jcr_q2__year_q1_oldest,0.47640587091445924,0.6166538481658772
GPT-5.1,citation_q2__year_q3__discipline_bio_evo,0.47640971541404725,0.6166538481658772
GPT-5.1,type_theoretical__citation_q1_lowest__discipline_math_phys_cs,0.477199387550354,0.6166538481658772
GPT-5.1,type_theoretical__citation_q4_highest__year_q4_newest,0.4780799686908722,0.6166538481658772
GPT-5.1,type_empirical__year_q1_oldest__discipline_psych_social,0.4782548725605011,0.6166538481658772
GPT-5.1,type_theoretical__jcr_q4__year_q1_oldest,0.4788919508457184,0.6166538481658772
GPT-5.1,citation_q2__jcr_q1__year_q3,0.47917959094047546,0.6166538481658772
GPT-5.1,jcr_q1__year_q4_newest__discipline_bio_evo,0.4796364426612854,0.6166538481658772
GPT-5.1,type_theoretical__jcr_q2__year_q3,0.4799457907676697,0.6166538481658772
GPT-5.1,jcr_q1__year_q3__discipline_bio_evo,0.48021005988121035,0.6166538481658772
GPT-5.1,type_theoretical__year_q1_oldest__discipline_bio_evo,0.4803644299507141,0.6166538481658772
GPT-5.1,type_empirical__year_q3__discipline_math_phys_cs,0.48065431118011476,0.6166538481658772
GPT-5.1,type_theoretical__citation_q4_highest,0.4809799134731293,0.6166538481658772
GPT-5.1,type_empirical__citation_q4_highest__year_q1_oldest,0.4809842348098755,0.6166538481658772
GPT-5.1,type_empirical__citation_q4_highest__jcr_q3,0.4815451681613922,0.6166538481658772
GPT-5.1,type_theoretical__year_q3__discipline_bio_evo,0.4815557420253754,0.6166538481658772
GPT-5.1,citation_q3__year_q3__discipline_multidisciplinary,0.48168102502822874,0.6166538481658772
GPT-5.1,type_empirical__citation_q3__year_q1_oldest,0.4817746043205261,0.6166538481658772
GPT-5.1,type_theoretical__discipline_economics,0.4821315288543701,0.6166538481658772
GPT-5.1,jcr_q4__discipline_math_phys_cs,0.4828375458717346,0.6166538481658772
GPT-5.1,jcr_q4__year_q1_oldest__discipline_bio_evo,0.4829645276069641,0.6166538481658772
GPT-5.1,citation_q3__jcr_q1__discipline_other,0.48330166935920715,0.6166538481658772
GPT-5.1,type_theoretical__citation_q2__year_q4_newest,0.48334951400756837,0.6166538481658772
GPT-5.1,citation_q1_lowest__year_q4_newest__discipline_bio_evo,0.4838058054447174,0.6166538481658772
GPT-5.1,year_q1_oldest__discipline_psych_social,0.4839211642742157,0.6166538481658772
GPT-5.1,jcr_q1__year_q2__discipline_multidisciplinary,0.4845421493053436,0.6166538481658772
GPT-5.1,citation_q3__jcr_q2__year_q3,0.48455779552459716,0.6166538481658772
GPT-5.1,type_theoretical__citation_q3__discipline_math_phys_cs,0.48479267954826355,0.6166538481658772
GPT-5.1,type_theoretical__year_q4_newest,0.48489784598350527,0.6166538481658772
GPT-5.1,citation_q4_highest__year_q3__discipline_multidisciplinary,0.4849050998687744,0.6166538481658772
GPT-5.1,type_theoretical__discipline_math_phys_cs,0.4850235223770142,0.6166538481658772
GPT-5.1,citation_q1_lowest__year_q3__discipline_economics,0.485076493024826,0.6166538481658772
GPT-5.1,jcr_q2__year_q3__discipline_psych_social,0.48538610339164734,0.6166538481658772
GPT-5.1,citation_q1_lowest__year_q4_newest,0.48689048290252684,0.6166538481658772
GPT-5.1,citation_q3__year_q1_oldest__discipline_psych_social,0.4874011814594269,0.6166538481658772
GPT-5.1,type_empirical__jcr_q3__discipline_math_phys_cs,0.48767508268356324,0.6166538481658772
GPT-5.1,year_q4_newest__discipline_bio_evo,0.48880464434623716,0.6166538481658772
GPT-5.1,type_theoretical__citation_q3__discipline_psych_social,0.48882108330726626,0.6166538481658772
GPT-5.1,citation_q2__jcr_q4__discipline_math_phys_cs,0.48895576000213625,0.6166538481658772
GPT-5.1,citation_q2__year_q1_oldest__discipline_bio_evo,0.48898580074310305,0.6166538481658772
GPT-5.1,citation_q2__year_q1_oldest__discipline_economics,0.48909661173820496,0.6166538481658772
GPT-5.1,citation_q4_highest__jcr_q3__year_q1_oldest,0.4897638976573944,0.6166538481658772
GPT-5.1,jcr_q3__year_q3__discipline_bio_evo,0.49009143114089965,0.6166538481658772
GPT-5.1,type_empirical__citation_q2__jcr_q4,0.4901820719242096,0.6166538481658772
GPT-5.1,jcr_q4__year_q1_oldest,0.49025232195854185,0.6166538481658772
GPT-5.1,citation_q4_highest__jcr_q1__year_q4_newest,0.4904009461402893,0.6166538481658772
GPT-5.1,citation_q4_highest__year_q1_oldest,0.49090569615364077,0.6166538481658772
GPT-5.1,citation_q1_lowest__jcr_q4,0.49145660400390623,0.6166538481658772
GPT-5.1,type_empirical__jcr_q4__discipline_economics,0.4923949599266052,0.6166538481658772
GPT-5.1,jcr_q2__year_q3__discipline_multidisciplinary,0.4929740786552429,0.6166538481658772
GPT-5.1,citation_q3__year_q3__discipline_economics,0.49306495785713195,0.6166538481658772
GPT-5.1,jcr_q4__year_q1_oldest__discipline_economics,0.49331204891204833,0.6166538481658772
GPT-5.1,citation_q3__jcr_q1__discipline_multidisciplinary,0.4934712827205658,0.6166538481658772
GPT-5.1,type_empirical__citation_q1_lowest__year_q4_newest,0.4934761106967926,0.6166538481658772
GPT-5.1,citation_q3__year_q1_oldest__discipline_economics,0.49351577162742616,0.6166538481658772
GPT-5.1,citation_q3__year_q4_newest__discipline_economics,0.49354141354560854,0.6166538481658772
GPT-5.1,type_empirical__citation_q1_lowest__jcr_q1,0.4938979983329773,0.6166538481658772
GPT-5.1,type_theoretical__citation_q3__year_q3,0.4946294367313385,0.6166538481658772
GPT-5.1,citation_q1_lowest__jcr_q2__discipline_math_phys_cs,0.49473978877067565,0.6166538481658772
GPT-5.1,citation_q4_highest__year_q1_oldest__discipline_bio_evo,0.4952523112297058,0.6166538481658772
GPT-5.1,jcr_q4__discipline_psych_social,0.4953465461730957,0.6166538481658772
GPT-5.1,citation_q4_highest__jcr_q1__discipline_math_phys_cs,0.49633151292800903,0.6166538481658772
GPT-5.1,citation_q2__year_q3__discipline_psych_social,0.4963602364063263,0.6166538481658772
GPT-5.1,jcr_q2__year_q2__discipline_bio_evo,0.49665071368217467,0.6166538481658772
GPT-5.1,type_empirical__citation_q3__year_q3,0.49713586568832396,0.6166538481658772
GPT-5.1,citation_q2__jcr_q2__year_q2,0.4978365242481232,0.6166538481658772
GPT-5.1,citation_q3__year_q1_oldest,0.49829658269882204,0.6166538481658772
GPT-5.1,citation_q3__year_q2__discipline_bio_evo,0.49835342168807983,0.6166538481658772
GPT-5.1,type_theoretical__jcr_q2__discipline_economics,0.4985845863819122,0.6166538481658772
GPT-5.1,type_theoretical__citation_q4_highest__year_q2,0.49911766648292544,0.6166538481658772
GPT-5.1,type_empirical__year_q4_newest__discipline_psych_social,0.4995032012462616,0.6166538481658772
GPT-5.1,citation_q2__jcr_q2__discipline_bio_evo,0.49992576241493225,0.6166538481658772
GPT-5.1,citation_q3__discipline_economics,0.49995904564857485,0.6166538481658772
GPT-5.1,citation_q2__year_q4_newest__discipline_math_phys_cs,0.5001346826553345,0.6166538481658772
GPT-5.1,citation_q1_lowest__year_q1_oldest__discipline_psych_social,0.500177526473999,0.6166538481658772
GPT-5.1,year_q1_oldest__discipline_bio_evo,0.5003963589668274,0.6166538481658772
GPT-5.1,jcr_q2__year_q2__discipline_math_phys_cs,0.500749158859253,0.6166538481658772
GPT-5.1,citation_q2__year_q1_oldest__discipline_other,0.5008134245872498,0.6166538481658772
GPT-5.1,citation_q2__jcr_q2,0.5010387361049652,0.6166538481658772
GPT-5.1,citation_q3__jcr_q1__year_q2,0.5012600600719452,0.6166538481658772
GPT-5.1,type_theoretical__citation_q1_lowest__year_q3,0.50160031914711,0.6166538481658772
GPT-5.1,jcr_q3__year_q4_newest__discipline_other,0.5018852710723877,0.6166538481658772
GPT-5.1,type_empirical__citation_q1_lowest__jcr_q3,0.5020428597927094,0.6166538481658772
GPT-5.1,citation_q2__jcr_q2__year_q4_newest,0.502213078737259,0.6166538481658772
GPT-5.1,type_empirical__citation_q2__jcr_q1,0.5024059593677521,0.6166538481658772
GPT-5.1,citation_q1_lowest__year_q2__discipline_multidisciplinary,0.5025412321090699,0.6166538481658772
GPT-5.1,type_empirical__citation_q3__year_q4_newest,0.5025896906852723,0.6166538481658772
GPT-5.1,type_theoretical__citation_q1_lowest__discipline_multidisciplinary,0.5026142239570618,0.6166538481658772
GPT-5.1,citation_q4_highest__jcr_q4__discipline_economics,0.5027011036872864,0.6166538481658772
GPT-5.1,citation_q1_lowest__jcr_q3__year_q4_newest,0.5031144797801972,0.6166538481658772
GPT-5.1,year_q4_newest__discipline_economics,0.503726476430893,0.6166538481658772
GPT-5.1,citation_q4_highest__jcr_q4,0.5037709176540375,0.6166538481658772
GPT-5.1,year_q4_newest__discipline_multidisciplinary,0.503842693567276,0.6166538481658772
GPT-5.1,type_theoretical__citation_q2__year_q3,0.503883546590805,0.6166538481658772
GPT-5.1,jcr_q3__year_q1_oldest__discipline_bio_evo,0.5040503025054932,0.6166538481658772
GPT-5.1,discipline_multidisciplinary,0.504789513349533,0.6166538481658772
GPT-5.1,citation_q3__discipline_bio_evo,0.5050432085990906,0.6166538481658772
GPT-5.1,jcr_q1__year_q4_newest__discipline_multidisciplinary,0.5053952455520629,0.6166538481658772
GPT-5.1,citation_q2__jcr_q1__discipline_math_phys_cs,0.505756938457489,0.6166538481658772
GPT-5.1,type_theoretical__year_q1_oldest__discipline_multidisciplinary,0.5063728213310241,0.6166538481658772
GPT-5.1,type_empirical__year_q1_oldest__discipline_bio_evo,0.5070044219493866,0.6166538481658772
GPT-5.1,type_theoretical__citation_q3__jcr_q2,0.5075413763523102,0.6166538481658772
GPT-5.1,citation_q3__jcr_q2__discipline_multidisciplinary,0.5078430116176605,0.6166538481658772
GPT-5.1,citation_q2__jcr_q1__year_q2,0.5084723949432373,0.6166538481658772
GPT-5.1,citation_q1_lowest__jcr_q1__year_q4_newest,0.5085628628730774,0.6166538481658772
GPT-5.1,citation_q2__year_q1_oldest__discipline_math_phys_cs,0.5086471498012543,0.6166538481658772
GPT-5.1,type_theoretical__discipline_psych_social,0.5088512897491455,0.6166538481658772
GPT-5.1,type_empirical__citation_q4_highest__year_q2,0.5092196226119995,0.6166538481658772
GPT-5.1,type_theoretical__citation_q3__discipline_multidisciplinary,0.5092904269695282,0.6166538481658772
GPT-5.1,citation_q2__year_q1_oldest,0.5097188353538513,0.6166538481658772
GPT-5.1,type_empirical__year_q4_newest__discipline_math_phys_cs,0.5099309086799622,0.6166538481658772
GPT-5.1,jcr_q4__year_q3__discipline_economics,0.5102250754833222,0.6166538481658772
GPT-5.1,citation_q4_highest__discipline_economics,0.5102684378623963,0.6166538481658772
GPT-5.1,citation_q1_lowest__jcr_q2__year_q1_oldest,0.5106294810771942,0.6166538481658772
GPT-5.1,citation_q3__jcr_q3__discipline_bio_evo,0.511186957359314,0.6166538481658772
GPT-5.1,year_q3__discipline_other,0.5113424777984619,0.6166538481658772
GPT-5.1,citation_q3__jcr_q2__discipline_psych_social,0.5116590321063995,0.6166538481658772
GPT-5.1,type_empirical__year_q2__discipline_economics,0.5116877496242523,0.6166538481658772
GPT-5.1,type_theoretical__year_q3__discipline_math_phys_cs,0.5117814660072326,0.6166538481658772
GPT-5.1,citation_q3__year_q3__discipline_bio_evo,0.5119926154613494,0.6166538481658772
GPT-5.1,jcr_q2__year_q2__discipline_economics,0.5124882936477662,0.6166538481658772
GPT-5.1,citation_q3__jcr_q3__year_q2,0.5126469492912292,0.6166538481658772
GPT-5.1,year_q2__discipline_bio_evo,0.5134169101715088,0.6166538481658772
GPT-5.1,type_empirical__jcr_q4,0.5135565280914307,0.6166538481658772
GPT-5.1,type_theoretical__citation_q1_lowest__jcr_q2,0.5141570270061493,0.6166538481658772
GPT-5.1,citation_q3__jcr_q2__year_q1_oldest,0.5143151104450225,0.6166538481658772
GPT-5.1,jcr_q1__year_q4_newest__discipline_other,0.5145637273788453,0.6166538481658772
GPT-5.1,jcr_q2__year_q1_oldest,0.5145961821079255,0.6166538481658772
GPT-5.1,type_theoretical__citation_q4_highest__discipline_bio_evo,0.5148020267486573,0.6166538481658772
GPT-5.1,citation_q2__jcr_q2__year_q3,0.514817762374878,0.6166538481658772
GPT-5.1,type_theoretical__citation_q3__year_q4_newest,0.5148403346538544,0.6166538481658772
GPT-5.1,citation_q4_highest__year_q4_newest__discipline_math_phys_cs,0.5152996361255646,0.6166538481658772
GPT-5.1,citation_q4_highest__year_q1_oldest__discipline_psych_social,0.5155158877372742,0.6166538481658772
GPT-5.1,type_theoretical__citation_q1_lowest__discipline_economics,0.5155168771743774,0.6166538481658772
GPT-5.1,type_theoretical__citation_q2__jcr_q4,0.5156828045845032,0.6166538481658772
GPT-5.1,jcr_q3__year_q3__discipline_other,0.5162892460823059,0.6166538481658772
GPT-5.1,type_empirical__discipline_bio_evo,0.5163363873958587,0.6166538481658772
GPT-5.1,citation_q1_lowest__jcr_q4__discipline_economics,0.5164386570453644,0.6166538481658772
