label,value,kind,share_laypeople_below,share_experts_below,pct_laypeople_below,pct_experts_below
GPT-5 Mini,0.5063459711310319,llm_model,0.5512820512820513,0.3157894736842105,55.12820512820513,31.57894736842105
GPT-5 Nano,0.5111560085016191,llm_model,0.5683760683760684,0.34210526315789475,56.837606837606835,34.21052631578947
GPT-4.1 Nano,0.5167287921559841,llm_model,0.5897435897435898,0.34210526315789475,58.97435897435898,34.21052631578947
GPT-4.1,0.5366396561863759,llm_model,0.6431623931623932,0.42105263157894735,64.31623931623932,42.10526315789473
GPT-4.1 Mini,0.5938818323712572,llm_model,0.8397435897435898,0.7368421052631579,83.97435897435898,73.68421052631578
GPT-5.1,0.6166538481658772,llm_model,0.8974358974358975,0.8157894736842105,89.74358974358975,81.57894736842105
No treatment effect,0.5413213621455744,null_baseline,0.6666666666666666,0.42105263157894735,66.66666666666666,42.10526315789473
