label,value,ci_low,ci_high,kind
GPT-5 Mini,0.5063459711310319,0.40449777459953395,0.6081941676625298,llm_model
GPT-5 Nano,0.5111560085016191,0.41229779756285917,0.610014219440379,llm_model
GPT-4.1 Nano,0.5167287921559841,0.3929094511715188,0.6405481331404494,llm_model
GPT-4.1,0.5366396561863759,0.49277250962281055,0.5805068027499412,llm_model
GPT-4.1 Mini,0.5938818323712572,0.536959157414279,0.6508045073282355,llm_model
GPT-5.1,0.6166538481658772,0.5490993137274844,0.68420838260427,llm_model
No treatment effect,0.5413213621455744,,,null_baseline
