model,mean_repeat_correlation,repeat_ci_low,repeat_ci_high,repeat_min,repeat_max,n_repeats,share_laypeople_below_at_mean_repeat_correlation,pct_laypeople_below_at_mean_repeat_correlation,share_laypeople_below_repeat_mean,share_laypeople_below_repeat_ci_low,share_laypeople_below_repeat_ci_high,share_laypeople_below_repeat_min,share_laypeople_below_repeat_max,pct_laypeople_below_repeat_mean,pct_laypeople_below_repeat_ci_low,pct_laypeople_below_repeat_ci_high,pct_laypeople_below_repeat_min,pct_laypeople_below_repeat_max,n_laypeople,share_experts_below_at_mean_repeat_correlation,pct_experts_below_at_mean_repeat_correlation,share_experts_below_repeat_mean,share_experts_below_repeat_ci_low,share_experts_below_repeat_ci_high,share_experts_below_repeat_min,share_experts_below_repeat_max,pct_experts_below_repeat_mean,pct_experts_below_repeat_ci_low,pct_experts_below_repeat_ci_high,pct_experts_below_repeat_min,pct_experts_below_repeat_max,n_experts
GPT-5.1,0.6166538481658772,0.5490993137274844,0.68420838260427,0.530755954052544,0.6802429975866384,5,0.8974358974358975,89.74358974358975,0.8619658119658119,0.6981515270049676,1.0,0.6324786324786325,0.967948717948718,86.19658119658119,69.81515270049677,100.0,63.24786324786324,96.7948717948718,468,0.8157894736842105,81.57894736842105,0.7894736842105263,0.5170700516426225,1.0,0.42105263157894735,1.0,78.94736842105263,51.707005164262256,100.0,42.10526315789473,100.0,38
GPT-4.1 Mini,0.5938818323712572,0.536959157414279,0.6508045073282355,0.520869352474212,0.6421931099221534,5,0.8397435897435898,83.97435897435898,0.8217948717948718,0.6629657558776672,0.9806239877120764,0.6068376068376068,0.9358974358974359,82.17948717948718,66.29657558776671,98.06239877120764,60.68376068376068,93.58974358974359,468,0.7368421052631579,73.68421052631578,0.7263157894736841,0.4757572808101158,0.9768742981372525,0.39473684210526316,0.9210526315789473,72.63157894736841,47.57572808101158,97.68742981372525,39.473684210526315,92.10526315789474,38
GPT-4.1,0.5366396561863759,0.49277250962281055,0.5805068027499412,0.4947311444368005,0.5751415389442401,5,0.6431623931623932,64.31623931623932,0.6602564102564102,0.5131572587900401,0.8073555617227803,0.5256410256410257,0.7948717948717948,66.02564102564102,51.31572587900401,80.73555617227804,52.56410256410257,79.48717948717949,468,0.42105263157894735,42.10526315789473,0.46842105263157896,0.2859063776355444,0.6509357276276135,0.3157894736842105,0.631578947368421,46.8421052631579,28.59063776355444,65.09357276276135,31.57894736842105,63.1578947368421,38
GPT-4.1 Nano,0.5167287921559841,0.3929094511715188,0.6405481331404494,0.3435794190259667,0.5844057716699012,5,0.5897435897435898,58.97435897435898,0.6457264957264958,0.37203989292413153,0.91941309852886,0.2799145299145299,0.8183760683760684,64.57264957264958,37.203989292413155,91.941309852886,27.99145299145299,81.83760683760684,468,0.34210526315789475,34.21052631578947,0.46842105263157896,0.19857710619527585,0.738264999067882,0.13157894736842105,0.6842105263157895,46.8421052631579,19.857710619527584,73.8264999067882,13.157894736842104,68.42105263157895,38
GPT-5 Nano,0.5111560085016191,0.41229779756285917,0.610014219440379,0.4231474603853885,0.586127691627856,5,0.5683760683760684,56.837606837606835,0.6042735042735042,0.3266226556049032,0.8819243529421052,0.3696581196581197,0.8205128205128205,60.427350427350426,32.662265560490326,88.19243529421053,36.965811965811966,82.05128205128204,468,0.34210526315789475,34.21052631578947,0.41578947368421054,0.095304236922099,0.7362747104463221,0.15789473684210525,0.7105263157894737,41.578947368421055,9.530423692209899,73.62747104463222,15.789473684210526,71.05263157894737,38
GPT-5 Mini,0.5063459711310319,0.40449777459953395,0.6081941676625298,0.4037802080299411,0.6021703158126074,5,0.5512820512820513,55.12820512820513,0.5897435897435896,0.3102695581314784,0.8692176213557009,0.34615384615384615,0.8589743589743589,58.974358974358964,31.02695581314784,86.92176213557009,34.61538461538461,85.8974358974359,468,0.3157894736842105,31.57894736842105,0.41052631578947363,0.05437978953172973,0.7666728420472175,0.15789473684210525,0.7894736842105263,41.05263157894736,5.437978953172973,76.66728420472175,15.789473684210526,78.94736842105263,38
