item_type,model,feature_key,feature_label,coef,ci_low,ci_high,n
Individual papers,GPT-4.1,journal_impact,Journal Impact Factor,0.0005920003382252875,-0.0011157678919101871,0.002808551567694559,2011
Individual papers,GPT-4.1,citation,Citation,0.00012621214705033133,-0.0018188569870245268,0.0020258767171006348,2011
Individual papers,GPT-4.1,empirical_share,Empirical papers,-0.0026463493339056363,-0.005605154272031197,-0.0012573014375462427,2011
Individual papers,GPT-4.1,recent,Publication Year,0.00018636364856260368,-0.0018858999778205853,0.002517409608303543,2011
Individual papers,GPT-4.1,biology_share,Biology Journals,0.0002120582844392778,-0.00206121669861091,0.0015691788958747325,2011
Individual papers,GPT-4.1,economics_share,Economics Journals,-0.0022767938689356947,-0.00520580655310083,-0.0011173712872780928,2011
Individual papers,GPT-4.1,psychology_share,Psychology Journals,-0.0007851406636431018,-0.002932783427727006,0.0005572578842013554,2011
Individual papers,GPT-4.1,mathphysics_share,Math/Physics Journals,0.0005987513369190993,-0.00195454186246964,0.0017002925714194063,2011
Individual papers,GPT-4.1,multidisciplinary_share,Multidisciplinary Journals,-0.0008940505511840939,-0.003992053952295491,0.00011726579093535325,2011
Individual papers,GPT-4.1 Mini,journal_impact,Journal Impact Factor,0.002040187514815583,-0.000650907833288105,0.004942290594572065,2011
Individual papers,GPT-4.1 Mini,citation,Citation,-0.005473522947236938,-0.008960987710551163,-0.0023659667749981518,2011
Individual papers,GPT-4.1 Mini,empirical_share,Empirical papers,-0.011017646021156569,-0.014094078899238633,-0.008315020689162336,2011
Individual papers,GPT-4.1 Mini,recent,Publication Year,-0.0037280495915148143,-0.0065344700813532676,-0.0015990352481113572,2011
Individual papers,GPT-4.1 Mini,biology_share,Biology Journals,0.00031098451801498804,-0.0018147217750430005,0.0025736650479789088,2011
Individual papers,GPT-4.1 Mini,economics_share,Economics Journals,-0.007653860829347678,-0.011072209435574947,-0.004486719947185062,2011
Individual papers,GPT-4.1 Mini,psychology_share,Psychology Journals,0.0012281520306156532,-0.0014378018483072487,0.0036422202939972487,2011
Individual papers,GPT-4.1 Mini,mathphysics_share,Math/Physics Journals,-0.0013533028325226231,-0.00424500588609446,0.0012788961622321106,2011
Individual papers,GPT-4.1 Mini,multidisciplinary_share,Multidisciplinary Journals,-0.0012906123678586747,-0.004751796483245233,0.001443930179053132,2011
Individual papers,GPT-5.1,journal_impact,Journal Impact Factor,0.005138876682316856,0.0016269811219634068,0.008355676181321122,2011
Individual papers,GPT-5.1,citation,Citation,-0.006979323176997878,-0.0111215471604697,-0.0030465631580023677,2011
Individual papers,GPT-5.1,empirical_share,Empirical papers,-0.010694827165485858,-0.01415963460442178,-0.006993302316934285,2011
Individual papers,GPT-5.1,recent,Publication Year,-0.0048812677263412405,-0.008154474880227764,-0.0012041536093673707,2011
Individual papers,GPT-5.1,biology_share,Biology Journals,0.0019914128263355487,-0.0004913399420673211,0.004798856034022503,2011
Individual papers,GPT-5.1,economics_share,Economics Journals,0.0030672746783413163,-0.001019891190500118,0.006388096102971395,2011
Individual papers,GPT-5.1,psychology_share,Psychology Journals,-0.001556782243030726,-0.00437234334395253,0.0016551171975447366,2011
Individual papers,GPT-5.1,mathphysics_share,Math/Physics Journals,-0.004003507491799139,-0.007093714367981314,-0.0007782486473153616,2011
Individual papers,GPT-5.1,multidisciplinary_share,Multidisciplinary Journals,-0.0025458281897010222,-0.005868504604961941,0.0004529208436504207,2011
Individual papers,GPT-5 Mini,journal_impact,Journal Impact Factor,0.0001757566606792743,-0.0026022942709509724,0.0033083280792821175,2011
Individual papers,GPT-5 Mini,citation,Citation,-0.0015811386985028647,-0.0053520229479577614,0.001012766671015963,2011
Individual papers,GPT-5 Mini,empirical_share,Empirical papers,-0.009338988425723007,-0.013878422030506562,-0.006905092159935044,2011
Individual papers,GPT-5 Mini,recent,Publication Year,-0.0014255721980070554,-0.005054196494017946,0.0012886077727663006,2011
Individual papers,GPT-5 Mini,biology_share,Biology Journals,0.002178795020747756,1.1953234127673289e-05,0.004686898456444253,2011
Individual papers,GPT-5 Mini,economics_share,Economics Journals,-0.0024375913401329576,-0.0059110136547470575,0.0009690866392858693,2011
Individual papers,GPT-5 Mini,psychology_share,Psychology Journals,0.0013088948842497168,-0.0010022655906896832,0.004227205969047636,2011
Individual papers,GPT-5 Mini,mathphysics_share,Math/Physics Journals,-0.0017612267344248541,-0.005910815941076329,0.00025647497202349026,2011
Individual papers,GPT-5 Mini,multidisciplinary_share,Multidisciplinary Journals,6.5224915864459e-05,-0.0030608265331688615,0.002661126188085893,2011
Individual papers,GPT-5 Nano,journal_impact,Journal Impact Factor,-0.0007808903578054901,-0.0037189196739062656,0.002065817929042581,2011
Individual papers,GPT-5 Nano,citation,Citation,-0.0026950318681555336,-0.005966347556489738,0.0001939452744165783,2011
Individual papers,GPT-5 Nano,empirical_share,Empirical papers,-0.004133514352228031,-0.006768871175479318,-0.001637733631657936,2011
Individual papers,GPT-5 Nano,recent,Publication Year,-0.003105656150466174,-0.006045045276165242,-0.0005550805190509644,2011
Individual papers,GPT-5 Nano,biology_share,Biology Journals,0.0020945157466231374,-6.858133426071108e-05,0.004421156743792319,2011
Individual papers,GPT-5 Nano,economics_share,Economics Journals,-0.002751646844692419,-0.005584111369807946,-7.43056173489442e-05,2011
Individual papers,GPT-5 Nano,psychology_share,Psychology Journals,0.0028383528543533655,0.00035741243182945564,0.0050290185781896755,2011
Individual papers,GPT-5 Nano,mathphysics_share,Math/Physics Journals,-0.0020580555617206887,-0.0049513002005476614,0.0006674333737456349,2011
Individual papers,GPT-5 Nano,multidisciplinary_share,Multidisciplinary Journals,0.0012011693026280352,-0.001283260654004389,0.0036715316940907974,2011
