dataset,scope,scope_name,target,target_label,model_name,n_rows,n_groups,cv_r2,cv_spearman,mean_fold_r2,mean_fold_spearman,sd_fold_r2,sd_fold_spearman
individual_papers,within_model,GPT-4.1,correlation,Correlation,ridge,2011,2011,0.032162276284323554,0.19621568083547128,0.03391911664280385,0.19895202209234458,0.013095282671623841,0.027716814149637163
individual_papers,within_model,GPT-4.1,delta_correlation,Correlation gain,ridge,2011,2011,0.03219219013651364,0.19647877587659188,0.033948175850424776,0.199225383276676,0.013146028247068066,0.028026511535988632
individual_papers,within_model,GPT-4.1,delta_r2,R2 gain,ridge,2011,2011,0.1293839732687263,0.39082947376089855,0.12714719370498354,0.3925554419171846,0.011960931470358323,0.022616541691612084
individual_papers,within_model,GPT-4.1 Mini,correlation,Correlation,gradient_boosting,2011,2011,0.18014006248647074,0.46310798095903777,0.18298475906837025,0.46612491966318964,0.06629278743460061,0.027788732590133362
individual_papers,within_model,GPT-4.1 Mini,delta_correlation,Correlation gain,gradient_boosting,2011,2011,0.180877907229963,0.4634285850695969,0.1837564805429222,0.4664936617701153,0.06685070830136014,0.027625216220071466
individual_papers,within_model,GPT-4.1 Mini,delta_r2,R2 gain,ridge,2011,2011,0.019616914785441697,0.09699218883384264,0.014703292796806355,0.09966041294935968,0.01649653804964459,0.05458274311014322
individual_papers,within_model,GPT-4.1 Nano,delta_r2,R2 gain,ridge,2011,2011,0.03524254886738987,0.21950341294821146,0.033489853346864294,0.22615710286399376,0.03182363643964122,0.04295756954557927
individual_papers,within_model,GPT-5 Mini,correlation,Correlation,ridge,2011,2011,0.05170604227843956,0.28401339880402404,0.05107274811507856,0.28945364535124657,0.018174941870195273,0.05300239195545489
individual_papers,within_model,GPT-5 Mini,delta_correlation,Correlation gain,ridge,2011,2011,0.05219973660404609,0.284082192752986,0.05155256439000697,0.28953785834568635,0.018206308231617736,0.05315431979776686
individual_papers,within_model,GPT-5 Mini,delta_r2,R2 gain,ridge,2011,2011,0.07557069552645412,0.253907655952417,0.07169411427042482,0.25482462592260463,0.024693484440881285,0.055482173718493025
individual_papers,within_model,GPT-5 Nano,correlation,Correlation,ridge,2011,2011,0.032252326232312556,0.1853927786148467,0.031681294161980976,0.19076567372870418,0.016255945958524247,0.06310942470421071
individual_papers,within_model,GPT-5 Nano,delta_correlation,Correlation gain,ridge,2011,2011,0.031870799801686944,0.18247749223988405,0.031291240949579156,0.18777498994567207,0.017156359279850913,0.06192498960205335
individual_papers,within_model,GPT-5 Nano,delta_r2,R2 gain,ridge,2011,2011,0.0195274206215299,0.29424966811245606,0.017581089904354343,0.2980345313607562,0.00788235379808334,0.011335020369360162
individual_papers,within_model,GPT-5.1,correlation,Correlation,ridge,2011,2011,0.046082666014934826,0.22498825791626847,0.045962454312182086,0.22814582416203324,0.014672228334492221,0.039124478360965005
individual_papers,within_model,GPT-5.1,delta_correlation,Correlation gain,ridge,2011,2011,0.04613272773957133,0.2251115170206711,0.046013596457114045,0.22823002294936448,0.014724487265331546,0.03930800345715665
individual_papers,within_model,GPT-5.1,delta_r2,R2 gain,ridge,2011,2011,0.0596120574375717,0.20799157388511577,0.056041416774892425,0.2094115112711162,0.02686235465444998,0.05418712859103012
metadata_filter_collections,within_model,GPT-4.1,correlation,Correlation,extra_trees,715,715,0.19400574230721357,0.4540359776112483,0.18603853448215435,0.45075109383879053,0.08457829872108519,0.03694338100502655
metadata_filter_collections,within_model,GPT-4.1,delta_correlation,Correlation gain,extra_trees,715,715,0.19527707374885206,0.4550145422685641,0.18738269706231994,0.4511606610014395,0.08457630977944779,0.03569206439656367
metadata_filter_collections,within_model,GPT-4.1,delta_r2,R2 gain,ridge,715,715,0.12187367881154842,0.3705593319805346,0.1102829107068676,0.37196609081552945,0.07378457764886663,0.061324442312105355
metadata_filter_collections,within_model,GPT-4.1,rmse_improvement,RMSE improvement,ridge,715,715,0.13007633777227656,0.37423283563489446,0.12260314801123998,0.37423225315859227,0.07058801968231768,0.06059831242804505
metadata_filter_collections,within_model,GPT-4.1 Mini,correlation,Correlation,gradient_boosting,716,716,0.19245275954549912,0.39358907612571625,0.18676110132651308,0.3919026198020855,0.1049160633557775,0.11253107717489272
metadata_filter_collections,within_model,GPT-4.1 Mini,delta_correlation,Correlation gain,gradient_boosting,716,716,0.19283248659617858,0.3939837680376705,0.18711412028081512,0.3920578822181542,0.10403329539578378,0.1117992042805526
metadata_filter_collections,within_model,GPT-4.1 Mini,delta_r2,R2 gain,random_forest,716,716,0.13732415934896092,0.31437143768318826,0.1309851683530706,0.3184961015995499,0.0713768951928304,0.08197652385975844
metadata_filter_collections,within_model,GPT-4.1 Mini,rmse_improvement,RMSE improvement,random_forest,716,716,0.14387459632440236,0.32467046756100304,0.13586246933563245,0.32873928888013393,0.06652252016885091,0.0816521703106102
metadata_filter_collections,within_model,GPT-5 Mini,correlation,Correlation,extra_trees,716,716,0.18900845242845898,0.2394213868035133,0.19119963613002774,0.24004883509199665,0.11316089881809778,0.05008314733295672
metadata_filter_collections,within_model,GPT-5 Mini,delta_correlation,Correlation gain,extra_trees,716,716,0.1890309331233383,0.2402520281044974,0.19070828311323038,0.23882964803694745,0.11199085059300526,0.04446821738938632
