model,variant_id,n_runs,correlation,correlation_repeat_sd,correlation_repeat_se,baseline_correlation,baseline_repeat_sd,baseline_repeat_se,delta_correlation,delta_correlation_repeat_sd,delta_correlation_repeat_se
GPT-4.1 Mini,citation_q3__jcr_q2__discipline_multidisciplinary,5,0.5909202337265015,0.03326621954535127,0.014877105651567517,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.0029615986447558253,0.03254409720003685,0.014554162721128593
GPT-4.1 Mini,citation_q3__jcr_q2__discipline_other,5,0.6153655648231506,0.04878360740792728,0.021816692470357543,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.021483732451893344,0.0849438334898141,0.037988037190529504
GPT-4.1 Mini,citation_q3__jcr_q2__discipline_psych_social,5,0.5766548871994018,0.028509964669595544,0.012750043807466593,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.017226945171855433,0.040289652800126564,0.018018080490189547
GPT-4.1 Mini,citation_q3__jcr_q2__year_q1_oldest,5,0.6325445532798767,0.04495164358655897,0.02010298615197766,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.03866272090861942,0.08615488002137753,0.038529633664227736
GPT-4.1 Mini,citation_q3__jcr_q2__year_q2,5,0.5400820434093475,0.11015397193501467,0.04926235384765937,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.053799788961909754,0.07025089873995766,0.03141715701259993
GPT-4.1 Mini,citation_q3__jcr_q2__year_q3,5,0.5661325097084046,0.021146375438674217,0.009456946591721497,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.027749322662852748,0.04368138124374409,0.01953490756241922
GPT-4.1 Mini,citation_q3__jcr_q2__year_q4_newest,5,0.605583918094635,0.04405232645003092,0.019700799301856226,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.01170208572337772,0.052473341539842754,0.023466791737930377
GPT-4.1 Mini,citation_q3__jcr_q3,5,0.6798467874526978,0.021976646107053265,0.009828254922565444,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.08596495508144046,0.048695743351370856,0.02177739846970973
GPT-4.1 Mini,citation_q3__jcr_q3__discipline_bio_evo,5,0.6622068285942078,0.03354338559091789,0.015001058075355872,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.06832499622295048,0.057753467662875944,0.025828135926105302
GPT-4.1 Mini,citation_q3__jcr_q3__discipline_economics,5,0.6052476286888122,0.028251175154767647,0.012634309618062719,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.011365796317554966,0.058958998996697945,0.0263672659283917
GPT-4.1 Mini,citation_q3__jcr_q3__discipline_math_phys_cs,5,0.5969057321548462,0.08521289385311004,0.038108364643005606,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.0030238997835889013,0.10490209161492327,0.04691364156657582
GPT-4.1 Mini,citation_q3__jcr_q3__discipline_other,5,0.582290256023407,0.040569741163110996,0.018143339814057514,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.011591576347850307,0.025111216580483868,0.01123007745433635
GPT-4.1 Mini,citation_q3__jcr_q3__discipline_psych_social,5,0.6381995916366577,0.05400932906077896,0.024153706239811324,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.04431775926540042,0.06696662412984206,0.029948384755600906
GPT-4.1 Mini,citation_q3__jcr_q3__year_q1_oldest,5,0.6227085947990417,0.027349783958969125,0.012231195220437656,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.02882676242778446,0.06688554654325893,0.029912125756590607
GPT-4.1 Mini,citation_q3__jcr_q3__year_q2,5,0.6449221253395081,0.07736556783604517,0.03459893375985366,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.051040292968250765,0.05965702287011627,0.026679431694567914
GPT-4.1 Mini,citation_q3__jcr_q3__year_q3,5,0.572206711769104,0.06674183130846374,0.02984785434970973,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.021675120602153285,0.056123532515388784,0.025099206768365814
GPT-4.1 Mini,citation_q3__jcr_q3__year_q4_newest,5,0.6292331457138062,0.040066201429528436,0.017918149999324964,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.03535131334254886,0.07101935127785229,0.03176081943504285
GPT-4.1 Mini,citation_q3__jcr_q4,5,0.555553424358368,0.024798360322775968,0.011090163882452138,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.03832840801288937,0.03266933152482979,0.014610169213799252
GPT-4.1 Mini,citation_q3__jcr_q4__discipline_bio_evo,5,0.7034121632575989,0.07788686417222693,0.034832064568678454,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.10953033088634159,0.06726496177518332,0.030081805406646962
GPT-4.1 Mini,citation_q3__jcr_q4__discipline_economics,5,0.5296900749206543,0.07852347968692547,0.03511676768195785,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.06419175745060299,0.09716273607324523,0.04345249654792946
GPT-4.1 Mini,citation_q3__jcr_q4__discipline_math_phys_cs,5,0.4815264642238617,0.07972195364747289,0.035652741530967334,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.11235536814739559,0.03393895144514274,0.015177960503280775
GPT-4.1 Mini,citation_q3__jcr_q4__discipline_psych_social,5,0.3973435163497925,0.06715733430227033,0.030033672937510972,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.19653831602146482,0.10908612719035017,0.04878479915996222
GPT-4.1 Mini,citation_q3__jcr_q4__year_q1_oldest,5,0.5424788773059845,0.10368090888721397,0.0463675120481545,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.051402955065272794,0.1372841603625105,0.061395342960911134
GPT-4.1 Mini,citation_q3__jcr_q4__year_q2,5,0.3854249119758606,0.05717494811377889,0.025569414118486594,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.20845692039539668,0.0747151938220171,0.033413650467620515
GPT-4.1 Mini,citation_q3__year_q1_oldest,5,0.6029613018035889,0.052060994840619754,0.02328238468797832,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.009079469432331577,0.07103501539529432,0.03176782464132444
GPT-4.1 Mini,citation_q3__year_q1_oldest__discipline_bio_evo,5,0.6488121509552002,0.025310395921075684,0.011319153163391726,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.05493031858394291,0.0578278460791322,0.025861398965066857
GPT-4.1 Mini,citation_q3__year_q1_oldest__discipline_economics,5,0.6185102939605713,0.021774181902393636,0.009737710177639572,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.024628461589313998,0.03406824307823556,0.015235781479384279
GPT-4.1 Mini,citation_q3__year_q1_oldest__discipline_math_phys_cs,5,0.6292920112609863,0.032920397223437564,0.014722449207580344,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.03541017888972904,0.07584743596127545,0.033920004545694805
GPT-4.1 Mini,citation_q3__year_q1_oldest__discipline_multidisciplinary,5,0.48619484305381777,0.07343722530739716,0.032842125573261584,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.10768698931743954,0.07151329188817605,0.03198171639134919
GPT-4.1 Mini,citation_q3__year_q1_oldest__discipline_other,5,0.5884337782859802,0.028734303660790834,0.012850371254329872,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.005448054085277066,0.05935330994755784,0.02654360714647076
GPT-4.1 Mini,citation_q3__year_q1_oldest__discipline_psych_social,5,0.6517080783843994,0.040773260989412176,0.01823435664733319,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.057826246013142124,0.05287462416885075,0.023646250785260718
GPT-4.1 Mini,citation_q3__year_q2,5,0.7002945184707642,0.0256251586723775,0.011459919345130869,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.10641268609950687,0.05114867349781513,0.022874382180011314
GPT-4.1 Mini,citation_q3__year_q2__discipline_bio_evo,5,0.6098108410835266,0.10849336781197022,0.0485197091070906,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.01592900871226932,0.09656413679154117,0.0431847948108949
GPT-4.1 Mini,citation_q3__year_q2__discipline_economics,5,0.5733753681182862,0.023363512114197196,0.010448480256096952,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.020506464252971156,0.04353799225489007,0.01947078205715871
GPT-4.1 Mini,citation_q3__year_q2__discipline_math_phys_cs,5,0.5421979069709778,0.038489547987772064,0.017213049144779714,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.05168392540027951,0.060095153755126834,0.02687536978295307
GPT-4.1 Mini,citation_q3__year_q2__discipline_multidisciplinary,5,0.6067686319351197,0.03731633891534684,0.01668837409722726,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.01288679956386234,0.03615328891632371,0.016168242325417904
GPT-4.1 Mini,citation_q3__year_q2__discipline_other,5,0.6250047802925109,0.031965127649640844,0.014295239666811002,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.031122947921253696,0.07670009630090847,0.0343013258419223
GPT-4.1 Mini,citation_q3__year_q2__discipline_psych_social,5,0.5910109519958496,0.026033441044051187,0.01164250877254631,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.0028708803754076808,0.035438318792881826,0.01584849796583841
GPT-4.1 Mini,citation_q3__year_q3,5,0.6228236675262451,0.0644041619502415,0.028802416830929083,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.028941835154987827,0.03524357441853065,0.01576140563398143
GPT-4.1 Mini,citation_q3__year_q3__discipline_bio_evo,5,0.6006050348281861,0.013377902982323985,0.005982780092974719,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.006723202456928745,0.040071164343686454,0.01792036948200973
GPT-4.1 Mini,citation_q3__year_q3__discipline_economics,5,0.5606897294521331,0.12471623449316381,0.05577479564490366,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.03319210291912411,0.14351263106954937,0.06418079974027215
GPT-4.1 Mini,citation_q3__year_q3__discipline_math_phys_cs,5,0.622518789768219,0.06380562156316379,0.028534741432372123,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.028636957396961704,0.09538388092792503,0.04265696834251722
GPT-4.1 Mini,citation_q3__year_q3__discipline_multidisciplinary,5,0.6907090425491333,0.051802971942297174,0.02316699333989816,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.09682721017787602,0.016272441776816814,0.007277257194573971
GPT-4.1 Mini,citation_q3__year_q3__discipline_other,5,0.6246877789497376,0.04431413815590766,0.019817885056185338,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.030805946578480257,0.06365084402640579,0.02846552281365595
GPT-4.1 Mini,citation_q3__year_q3__discipline_psych_social,5,0.5990350425243378,0.0627495601903735,0.028062456428777957,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.005153210153080479,0.08375833812420254,0.03745786754562582
GPT-4.1 Mini,citation_q3__year_q4_newest,5,0.5208122193813324,0.048189445458017725,0.021550975168429222,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.0730696129899249,0.021223441018588293,0.00949141136680416
GPT-4.1 Mini,citation_q3__year_q4_newest__discipline_bio_evo,5,0.5955159187316894,0.01490303883169332,0.006664841579797062,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.0016340863604321632,0.045538707347876475,0.020365529047464193
GPT-4.1 Mini,citation_q3__year_q4_newest__discipline_economics,5,0.584830355644226,0.04466389018542001,0.019974298918836966,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.009051476727031216,0.06219469731492227,0.027814314207237966
GPT-4.1 Mini,citation_q3__year_q4_newest__discipline_math_phys_cs,5,0.5093739032745361,0.13507918010938694,0.06040924581390533,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.08450792909672115,0.16686157722288378,0.07462276590063974
GPT-4.1 Mini,citation_q3__year_q4_newest__discipline_multidisciplinary,5,0.597467428445816,0.09082655972564255,0.04061887234179627,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.00358559607455875,0.10844524188249287,0.04849818653713226
GPT-4.1 Mini,citation_q3__year_q4_newest__discipline_other,5,0.5889388918876648,0.007304765093862183,0.0032667902619086947,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.004942940483592495,0.04837801610584673,0.02163530652585059
GPT-4.1 Mini,citation_q3__year_q4_newest__discipline_psych_social,5,0.6868803262710571,0.04741872388490034,0.021206298002586017,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.09299849389979983,0.08287948748600446,0.03706483359180982
GPT-4.1 Mini,citation_q4_highest,5,0.6923892021179199,0.04004079625986125,0.017906788462053815,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.09850736974666263,0.0844949702759001,0.037787299458747356
GPT-4.1 Mini,citation_q4_highest__discipline_bio_evo,5,0.6201678395271302,0.049269568687183025,0.022034020961327262,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.026286007155872836,0.09116244277881963,0.0407690838096751
GPT-4.1 Mini,citation_q4_highest__discipline_economics,5,0.6751439332962036,0.051165318275480626,0.022881825950877396,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.08126210092494632,0.03628920382944777,0.01622902532239818
GPT-4.1 Mini,citation_q4_highest__discipline_math_phys_cs,5,0.627224326133728,0.026259719525627348,0.011743703585876255,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.03334249376247074,0.05419282265870892,0.024235767071492807
GPT-4.1 Mini,citation_q4_highest__discipline_multidisciplinary,5,0.6046205163002014,0.041943926172213916,0.018757894032860573,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.010738683928944125,0.06829839737615762,0.03054397185747634
GPT-4.1 Mini,citation_q4_highest__discipline_other,5,0.6342265963554382,0.0204703576792132,0.00915462225889111,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.040344763984180944,0.04355842478863472,0.019479919764039826
GPT-4.1 Mini,citation_q4_highest__discipline_psych_social,5,0.6417097806930542,0.018539006446035077,0.008290895729728243,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.04782794832179691,0.05693949351254935,0.025464115619693722
GPT-4.1 Mini,citation_q4_highest__jcr_q1,5,0.5790636301040649,0.06083793767301669,0.02720755284955214,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.014818202267192349,0.07693595286434445,0.034406804103678766
GPT-4.1 Mini,citation_q4_highest__jcr_q1__discipline_bio_evo,5,0.6066217184066772,0.05525208905266601,0.024709485404126628,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.012739886035419956,0.06460061389656907,0.0288902728121892
GPT-4.1 Mini,citation_q4_highest__jcr_q1__discipline_economics,5,0.6385603189468384,0.04154946036462212,0.01858148356074565,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.044678486575581086,0.06435174329924478,0.028778974497545583
GPT-4.1 Mini,citation_q4_highest__jcr_q1__discipline_math_phys_cs,5,0.5325218498706817,0.06316232415233711,0.02824705008430051,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.061359982500575526,0.09670363416681745,0.043247179933655004
GPT-4.1 Mini,citation_q4_highest__jcr_q1__discipline_multidisciplinary,5,0.6362936139106751,0.044804628658408556,0.020037239077367347,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.042411781539417756,0.05354682769311044,0.023946869340252638
GPT-4.1 Mini,citation_q4_highest__jcr_q1__discipline_other,5,0.6524968862533569,0.06434095605119013,0.02877415029355751,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.058615053882099644,0.08160014022091656,0.036492692101496825
GPT-4.1 Mini,citation_q4_highest__jcr_q1__discipline_psych_social,5,0.6019566416740417,0.022969417434975256,0.010272235757634704,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.008074809302784458,0.03197614445202542,0.014300166530616321
GPT-4.1 Mini,citation_q4_highest__jcr_q1__year_q1_oldest,5,0.6174809098243713,0.059595616159099654,0.02665196977854635,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.02359907745311405,0.07932137341042686,0.035473596602871756
GPT-4.1 Mini,citation_q4_highest__jcr_q1__year_q2,5,0.7159637093544007,0.03180530214917508,0.014223763530095128,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.12208187698314335,0.04407142096018595,0.01970933862639697
GPT-4.1 Mini,citation_q4_highest__jcr_q1__year_q3,5,0.6288444757461548,0.02153056510188816,0.009628761432361322,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.0349626433748975,0.056154437386943055,0.025113027847092066
GPT-4.1 Mini,citation_q4_highest__jcr_q1__year_q4_newest,5,0.571047842502594,0.022699562027582866,0.010151552750629648,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.022833989868663297,0.04619905000956783,0.020660843263461195
GPT-4.1 Mini,citation_q4_highest__jcr_q2,5,0.5176321148872376,0.03724641508400391,0.016657103209201257,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.07624971748401974,0.04157167023637138,0.01859141611734623
GPT-4.1 Mini,citation_q4_highest__jcr_q2__discipline_bio_evo,5,0.64916832447052,0.018515724893053642,0.008280483902710594,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.05528649209926273,0.052140025049696226,0.023317728071932522
GPT-4.1 Mini,citation_q4_highest__jcr_q2__discipline_economics,5,0.47643336057662966,0.048014310641095695,0.021472652497256293,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.11744847179462765,0.08333443955276428,0.03726829434136562
GPT-4.1 Mini,citation_q4_highest__jcr_q2__discipline_math_phys_cs,5,0.5891923904418945,0.04291017057729366,0.019190011667388002,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.0046894419293627585,0.07400228198269405,0.033094826600682366
GPT-4.1 Mini,citation_q4_highest__jcr_q2__discipline_psych_social,5,0.5081083595752716,0.050317706241883225,0.02250276232574327,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.08577347279598568,0.08731560652426022,0.039048726336973996
GPT-4.1 Mini,citation_q4_highest__jcr_q2__year_q1_oldest,5,0.561480724811554,0.03700200432864939,0.0165477993965203,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.03240110755970334,0.040303494689553195,0.018024270771328545
GPT-4.1 Mini,citation_q4_highest__jcr_q2__year_q2,5,0.660074245929718,0.03750844009711436,0.016774284357425305,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.06619241355846073,0.0624144095335173,0.02791257249849112
GPT-4.1 Mini,citation_q4_highest__jcr_q2__year_q3,5,0.579561984539032,0.06253522604894136,0.027966603286749697,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.014319847832225308,0.06943446920205025,0.031052038623479987
GPT-4.1 Mini,citation_q4_highest__jcr_q3,5,0.6094511687755585,0.08209381025625788,0.03671346805299241,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.015569336404301182,0.1042645797722357,0.04662853760323371
GPT-4.1 Mini,citation_q4_highest__jcr_q3__discipline_bio_evo,5,0.5766393065452575,0.035293004916930784,0.01578351162489831,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.01724252582599972,0.04330515082636767,0.019366652204727858
GPT-4.1 Mini,citation_q4_highest__jcr_q3__discipline_economics,5,0.6543388605117798,0.06605184869120506,0.029539284742613005,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.06045702814052249,0.056025169637681324,0.02505521755216254
GPT-4.1 Mini,citation_q4_highest__jcr_q3__discipline_math_phys_cs,5,0.6047398805618286,0.02627163256720198,0.011749031260032187,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.010858048190571323,0.04304219520988916,0.019249054878025598
GPT-4.1 Mini,citation_q4_highest__jcr_q3__discipline_psych_social,5,0.5420046985149384,0.09021999540146886,0.04034760852948056,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.05187713385631894,0.11936330086325239,0.05338089094979833
GPT-4.1 Mini,citation_q4_highest__jcr_q3__year_q1_oldest,5,0.5670542299747467,0.09457129441868109,0.04229356860806347,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.026827602396510587,0.059005432385444284,0.026388031571124196
GPT-4.1 Mini,citation_q4_highest__jcr_q3__year_q2,5,0.650521171092987,0.03593202272768427,0.016069289077633886,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.05663933872172977,0.06669171156186823,0.029825440117629207
GPT-4.1 Mini,citation_q4_highest__jcr_q3__year_q3,5,0.593288254737854,0.013199228218839244,0.005902874309571603,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.0005935776334032861,0.05773893825242161,0.025821638176215526
GPT-4.1 Mini,citation_q4_highest__jcr_q4,5,0.5642467856407165,0.036820703254565774,0.016466719091311362,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.029635046730540737,0.04403073700554729,0.019691144208763854
GPT-4.1 Mini,citation_q4_highest__jcr_q4__discipline_bio_evo,5,0.6009764313697815,0.04234359919256564,0.018936633241316395,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.007094598998524204,0.07819983681390062,0.03497203018905447
GPT-4.1 Mini,citation_q4_highest__jcr_q4__discipline_economics,5,0.3854343116283417,0.07321113164693457,0.032741013414446365,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.2084475207429156,0.07919193269755251,0.03541570895626314
GPT-4.1 Mini,citation_q4_highest__jcr_q4__discipline_math_phys_cs,5,0.5996778964996338,0.02604548968654528,0.011647897089276988,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.005796064128376499,0.053621318950881035,0.02398018284347354
GPT-4.1 Mini,citation_q4_highest__jcr_q4__discipline_psych_social,5,0.5801337003707886,0.01523513845994486,0.0068133610486116325,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.013748132000468715,0.04601664890589482,0.020579271010064425
GPT-4.1 Mini,citation_q4_highest__jcr_q4__year_q1_oldest,5,0.5744706511497497,0.06504388889753875,0.029088511419168097,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.019411181221507534,0.10208645230638269,0.045654449387772376
GPT-4.1 Mini,citation_q4_highest__year_q1_oldest,5,0.6271426558494568,0.051868972619604575,0.023196509740102234,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.033260823478199496,0.06898161236466158,0.030849514888984658
GPT-4.1 Mini,citation_q4_highest__year_q1_oldest__discipline_bio_evo,5,0.5584145903587341,0.03705697235636679,0.01657238184583334,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.03546724201252316,0.015841839229166516,0.007084685881007839
GPT-4.1 Mini,citation_q4_highest__year_q1_oldest__discipline_economics,5,0.5980239748954773,0.03350874247931722,0.014985565204857628,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.004142142524220005,0.01408131060667701,0.006297353545763719
GPT-4.1 Mini,citation_q4_highest__year_q1_oldest__discipline_math_phys_cs,5,0.562361204624176,0.043480213257204844,0.019444942503859516,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.03152062774708127,0.08718234265719237,0.038989128923832356
GPT-4.1 Mini,citation_q4_highest__year_q1_oldest__discipline_multidisciplinary,5,0.6041677236557007,0.026731041578861407,0.011954485215941483,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.010285891284443394,0.05841480833404421,0.026123896465508816
GPT-4.1 Mini,citation_q4_highest__year_q1_oldest__discipline_other,5,0.6521656394004822,0.01541450982481779,0.006893578361626191,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.058283807029224886,0.04613949410274047,0.02063420905223567
GPT-4.1 Mini,citation_q4_highest__year_q1_oldest__discipline_psych_social,5,0.704860532283783,0.06454522447519546,0.02886550190990405,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.11097869991252567,0.08482600657644972,0.037935343392957156
GPT-4.1 Mini,citation_q4_highest__year_q2,5,0.6600854158401489,0.02673796769586592,0.011957582669629922,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.06620358346889163,0.04582238045082693,0.02049239151578129
GPT-4.1 Mini,citation_q4_highest__year_q2__discipline_bio_evo,5,0.6556828498840332,0.03869168124019795,0.017303445883367196,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.06180101751277591,0.0485223927286024,0.021699873714419293
GPT-4.1 Mini,citation_q4_highest__year_q2__discipline_economics,5,0.5800593972206116,0.0518243484857333,0.02317655322074759,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.013822435150645717,0.07988087336165277,0.035723812587741544
GPT-4.1 Mini,citation_q4_highest__year_q2__discipline_math_phys_cs,5,0.636878228187561,0.04470335313197017,0.019991947285052686,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.04299639581630375,0.015972590885970216,0.007143159799564598
GPT-4.1 Mini,citation_q4_highest__year_q2__discipline_multidisciplinary,5,0.5825962662696839,0.03332629015406131,0.014903970044472603,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.011285566101573451,0.0698895919538,0.031255575705683825
GPT-4.1 Mini,citation_q4_highest__year_q2__discipline_other,5,0.6154751420021057,0.035602261163423334,0.015921815222823064,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.021593309630848424,0.06978121641428775,0.031207108690994304
GPT-4.1 Mini,citation_q4_highest__year_q2__discipline_psych_social,5,0.6029529571533203,0.05012350557855684,0.022415913148848603,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.009071124782063022,0.062141119330433064,0.027790353404154908
GPT-4.1 Mini,citation_q4_highest__year_q3,5,0.5628544330596924,0.03434623483022107,0.015360103170309052,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.031027399311564906,0.05888684339080428,0.026334996960444515
GPT-4.1 Mini,citation_q4_highest__year_q3__discipline_bio_evo,5,0.5882707476615906,0.026590416041263536,0.011891595563653223,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.005611084709666714,0.04498513929854996,0.020117965889770984
GPT-4.1 Mini,citation_q4_highest__year_q3__discipline_economics,5,0.6740958213806152,0.019102593024927783,0.008542939310050372,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.08021398900935794,0.04991930943148362,0.022324593855728752
GPT-4.1 Mini,citation_q4_highest__year_q3__discipline_math_phys_cs,5,0.580197536945343,0.025935027029301578,0.01159849668716255,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.013684295425914272,0.04230911621836739,0.01892121198644166
GPT-4.1 Mini,citation_q4_highest__year_q3__discipline_multidisciplinary,5,0.49816450476646423,0.11991074156473035,0.053625713874229305,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.09571732760479305,0.1117619747260488,0.04998147455741171
GPT-4.1 Mini,citation_q4_highest__year_q3__discipline_other,5,0.6050444602966308,0.012050837925335142,0.005389298557376382,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.011162627925373569,0.043749371835323875,0.019565313879339782
GPT-4.1 Mini,citation_q4_highest__year_q3__discipline_psych_social,5,0.6231001615524292,0.035539681942163344,0.015893828944279795,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.02921832918117191,0.07964756254487439,0.03561947281850105
GPT-4.1 Mini,citation_q4_highest__year_q4_newest,5,0.5805462837219239,0.03432374144531671,0.015350043822771008,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.013335548649333461,0.05491893075344412,0.024560492483260955
GPT-4.1 Mini,citation_q4_highest__year_q4_newest__discipline_math_phys_cs,5,0.5515302538871765,0.028369972919172797,0.012687437593419703,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.042351578484080776,0.03746447118465459,0.016754620861993946
GPT-4.1 Mini,citation_q4_highest__year_q4_newest__discipline_multidisciplinary,5,0.5777295351028442,0.021705035699186,0.009706787055487913,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.01615229726841305,0.041885534724926864,0.018731780583772884
GPT-4.1 Mini,citation_q4_highest__year_q4_newest__discipline_psych_social,5,0.5736708641052246,0.04206264491402466,0.018810986668238987,0.5938818323712572,0.045843863588961704,0.02050199906722917,-0.02021096826603268,0.08001469816358579,0.03578366085858108
GPT-4.1 Mini,discipline_bio_evo,5,0.6558646202087403,0.012885417866935948,0.005762534053791824,0.5938818323712572,0.045843863588961704,0.02050199906722917,0.06198278783748294,0.05756908409031665,0.025745677085669934
